no_pooling,1,1,0,0.6,0.01,50000
complete_pooling,1,1,0,0.6,0.01,50000
hierarchical,1,1,0,0.6,0.01,50000
no_pooling,1,1,0,0.8,0.01,50001
complete_pooling,1,1,0,0.8,0.01,50001
hierarchical,1,1,0,0.8,0.01,50001
no_pooling,1,1,0,1,0.01,50002
complete_pooling,1,1,0,1,0.01,50002
hierarchical,1,1,0,1,0.01,50002
no_pooling,1,1,0.1,0.6,0.01,50003
complete_pooling,1,1,0.1,0.6,0.01,50003
hierarchical,1,1,0.1,0.6,0.01,50003
no_pooling,1,1,0.1,0.8,0.01,50004
complete_pooling,1,1,0.1,0.8,0.01,50004
hierarchical,1,1,0.1,0.8,0.01,50004
no_pooling,1,1,0.1,1,0.01,50005
complete_pooling,1,1,0.1,1,0.01,50005
hierarchical,1,1,0.1,1,0.01,50005
no_pooling,1,1,0.2,0.6,0.01,50006
complete_pooling,1,1,0.2,0.6,0.01,50006
hierarchical,1,1,0.2,0.6,0.01,50006
no_pooling,1,1,0.2,0.8,0.01,50007
complete_pooling,1,1,0.2,0.8,0.01,50007
hierarchical,1,1,0.2,0.8,0.01,50007
no_pooling,1,1,0.2,1,0.01,50008
complete_pooling,1,1,0.2,1,0.01,50008
hierarchical,1,1,0.2,1,0.01,50008
no_pooling,1,1,0.3,0.6,0.01,50009
complete_pooling,1,1,0.3,0.6,0.01,50009
hierarchical,1,1,0.3,0.6,0.01,50009
no_pooling,1,1,0.3,0.8,0.01,50010
complete_pooling,1,1,0.3,0.8,0.01,50010
hierarchical,1,1,0.3,0.8,0.01,50010
no_pooling,1,1,0.3,1,0.01,50011
complete_pooling,1,1,0.3,1,0.01,50011
hierarchical,1,1,0.3,1,0.01,50011
no_pooling,1,1,0.4,0.6,0.01,50012
complete_pooling,1,1,0.4,0.6,0.01,50012
hierarchical,1,1,0.4,0.6,0.01,50012
no_pooling,1,1,0.4,0.8,0.01,50013
complete_pooling,1,1,0.4,0.8,0.01,50013
hierarchical,1,1,0.4,0.8,0.01,50013
no_pooling,1,1,0.4,1,0.01,50014
complete_pooling,1,1,0.4,1,0.01,50014
hierarchical,1,1,0.4,1,0.01,50014
no_pooling,1,1,0.5,0.6,0.01,50015
complete_pooling,1,1,0.5,0.6,0.01,50015
hierarchical,1,1,0.5,0.6,0.01,50015
no_pooling,1,1,0.5,0.8,0.01,50016
complete_pooling,1,1,0.5,0.8,0.01,50016
hierarchical,1,1,0.5,0.8,0.01,50016
no_pooling,1,1,0.5,1,0.01,50017
complete_pooling,1,1,0.5,1,0.01,50017
hierarchical,1,1,0.5,1,0.01,50017
no_pooling,1,2,0,0.6,0.01,50018
complete_pooling,1,2,0,0.6,0.01,50018
hierarchical,1,2,0,0.6,0.01,50018
no_pooling,1,2,0,0.8,0.01,50019
complete_pooling,1,2,0,0.8,0.01,50019
hierarchical,1,2,0,0.8,0.01,50019
no_pooling,1,2,0,1,0.01,50020
complete_pooling,1,2,0,1,0.01,50020
hierarchical,1,2,0,1,0.01,50020
no_pooling,1,2,0.1,0.6,0.01,50021
complete_pooling,1,2,0.1,0.6,0.01,50021
hierarchical,1,2,0.1,0.6,0.01,50021
no_pooling,1,2,0.1,0.8,0.01,50022
complete_pooling,1,2,0.1,0.8,0.01,50022
hierarchical,1,2,0.1,0.8,0.01,50022
no_pooling,1,2,0.1,1,0.01,50023
complete_pooling,1,2,0.1,1,0.01,50023
hierarchical,1,2,0.1,1,0.01,50023
no_pooling,1,2,0.2,0.6,0.01,50024
complete_pooling,1,2,0.2,0.6,0.01,50024
hierarchical,1,2,0.2,0.6,0.01,50024
no_pooling,1,2,0.2,0.8,0.01,50025
complete_pooling,1,2,0.2,0.8,0.01,50025
hierarchical,1,2,0.2,0.8,0.01,50025
no_pooling,1,2,0.2,1,0.01,50026
complete_pooling,1,2,0.2,1,0.01,50026
hierarchical,1,2,0.2,1,0.01,50026
no_pooling,1,2,0.3,0.6,0.01,50027
complete_pooling,1,2,0.3,0.6,0.01,50027
hierarchical,1,2,0.3,0.6,0.01,50027
no_pooling,1,2,0.3,0.8,0.01,50028
complete_pooling,1,2,0.3,0.8,0.01,50028
hierarchical,1,2,0.3,0.8,0.01,50028
no_pooling,1,2,0.3,1,0.01,50029
complete_pooling,1,2,0.3,1,0.01,50029
hierarchical,1,2,0.3,1,0.01,50029
no_pooling,1,2,0.4,0.6,0.01,50030
complete_pooling,1,2,0.4,0.6,0.01,50030
hierarchical,1,2,0.4,0.6,0.01,50030
no_pooling,1,2,0.4,0.8,0.01,50031
complete_pooling,1,2,0.4,0.8,0.01,50031
hierarchical,1,2,0.4,0.8,0.01,50031
no_pooling,1,2,0.4,1,0.01,50032
complete_pooling,1,2,0.4,1,0.01,50032
hierarchical,1,2,0.4,1,0.01,50032
no_pooling,1,2,0.5,0.6,0.01,50033
complete_pooling,1,2,0.5,0.6,0.01,50033
hierarchical,1,2,0.5,0.6,0.01,50033
no_pooling,1,2,0.5,0.8,0.01,50034
complete_pooling,1,2,0.5,0.8,0.01,50034
hierarchical,1,2,0.5,0.8,0.01,50034
no_pooling,1,2,0.5,1,0.01,50035
complete_pooling,1,2,0.5,1,0.01,50035
hierarchical,1,2,0.5,1,0.01,50035
no_pooling,2,1,0,0.6,0.01,50036
complete_pooling,2,1,0,0.6,0.01,50036
hierarchical,2,1,0,0.6,0.01,50036
no_pooling,2,1,0,0.8,0.01,50037
complete_pooling,2,1,0,0.8,0.01,50037
hierarchical,2,1,0,0.8,0.01,50037
no_pooling,2,1,0,1,0.01,50038
complete_pooling,2,1,0,1,0.01,50038
hierarchical,2,1,0,1,0.01,50038
no_pooling,2,1,0.1,0.6,0.01,50039
complete_pooling,2,1,0.1,0.6,0.01,50039
hierarchical,2,1,0.1,0.6,0.01,50039
no_pooling,2,1,0.1,0.8,0.01,50040
complete_pooling,2,1,0.1,0.8,0.01,50040
hierarchical,2,1,0.1,0.8,0.01,50040
no_pooling,2,1,0.1,1,0.01,50041
complete_pooling,2,1,0.1,1,0.01,50041
hierarchical,2,1,0.1,1,0.01,50041
no_pooling,2,1,0.2,0.6,0.01,50042
complete_pooling,2,1,0.2,0.6,0.01,50042
hierarchical,2,1,0.2,0.6,0.01,50042
no_pooling,2,1,0.2,0.8,0.01,50043
complete_pooling,2,1,0.2,0.8,0.01,50043
hierarchical,2,1,0.2,0.8,0.01,50043
no_pooling,2,1,0.2,1,0.01,50044
complete_pooling,2,1,0.2,1,0.01,50044
hierarchical,2,1,0.2,1,0.01,50044
no_pooling,2,1,0.3,0.6,0.01,50045
complete_pooling,2,1,0.3,0.6,0.01,50045
hierarchical,2,1,0.3,0.6,0.01,50045
no_pooling,2,1,0.3,0.8,0.01,50046
complete_pooling,2,1,0.3,0.8,0.01,50046
hierarchical,2,1,0.3,0.8,0.01,50046
no_pooling,2,1,0.3,1,0.01,50047
complete_pooling,2,1,0.3,1,0.01,50047
hierarchical,2,1,0.3,1,0.01,50047
no_pooling,2,1,0.4,0.6,0.01,50048
complete_pooling,2,1,0.4,0.6,0.01,50048
hierarchical,2,1,0.4,0.6,0.01,50048
no_pooling,2,1,0.4,0.8,0.01,50049
complete_pooling,2,1,0.4,0.8,0.01,50049
hierarchical,2,1,0.4,0.8,0.01,50049
no_pooling,2,1,0.4,1,0.01,50050
complete_pooling,2,1,0.4,1,0.01,50050
hierarchical,2,1,0.4,1,0.01,50050
no_pooling,2,1,0.5,0.6,0.01,50051
complete_pooling,2,1,0.5,0.6,0.01,50051
hierarchical,2,1,0.5,0.6,0.01,50051
no_pooling,2,1,0.5,0.8,0.01,50052
complete_pooling,2,1,0.5,0.8,0.01,50052
hierarchical,2,1,0.5,0.8,0.01,50052
no_pooling,2,1,0.5,1,0.01,50053
complete_pooling,2,1,0.5,1,0.01,50053
hierarchical,2,1,0.5,1,0.01,50053
no_pooling,2,2,0,0.6,0.01,50054
complete_pooling,2,2,0,0.6,0.01,50054
hierarchical,2,2,0,0.6,0.01,50054
no_pooling,2,2,0,0.8,0.01,50055
complete_pooling,2,2,0,0.8,0.01,50055
hierarchical,2,2,0,0.8,0.01,50055
no_pooling,2,2,0,1,0.01,50056
complete_pooling,2,2,0,1,0.01,50056
hierarchical,2,2,0,1,0.01,50056
no_pooling,2,2,0.1,0.6,0.01,50057
complete_pooling,2,2,0.1,0.6,0.01,50057
hierarchical,2,2,0.1,0.6,0.01,50057
no_pooling,2,2,0.1,0.8,0.01,50058
complete_pooling,2,2,0.1,0.8,0.01,50058
hierarchical,2,2,0.1,0.8,0.01,50058
no_pooling,2,2,0.1,1,0.01,50059
complete_pooling,2,2,0.1,1,0.01,50059
hierarchical,2,2,0.1,1,0.01,50059
no_pooling,2,2,0.2,0.6,0.01,50060
complete_pooling,2,2,0.2,0.6,0.01,50060
hierarchical,2,2,0.2,0.6,0.01,50060
no_pooling,2,2,0.2,0.8,0.01,50061
complete_pooling,2,2,0.2,0.8,0.01,50061
hierarchical,2,2,0.2,0.8,0.01,50061
no_pooling,2,2,0.2,1,0.01,50062
complete_pooling,2,2,0.2,1,0.01,50062
hierarchical,2,2,0.2,1,0.01,50062
no_pooling,2,2,0.3,0.6,0.01,50063
complete_pooling,2,2,0.3,0.6,0.01,50063
hierarchical,2,2,0.3,0.6,0.01,50063
no_pooling,2,2,0.3,0.8,0.01,50064
complete_pooling,2,2,0.3,0.8,0.01,50064
hierarchical,2,2,0.3,0.8,0.01,50064
no_pooling,2,2,0.3,1,0.01,50065
complete_pooling,2,2,0.3,1,0.01,50065
hierarchical,2,2,0.3,1,0.01,50065
no_pooling,2,2,0.4,0.6,0.01,50066
complete_pooling,2,2,0.4,0.6,0.01,50066
hierarchical,2,2,0.4,0.6,0.01,50066
no_pooling,2,2,0.4,0.8,0.01,50067
complete_pooling,2,2,0.4,0.8,0.01,50067
hierarchical,2,2,0.4,0.8,0.01,50067
no_pooling,2,2,0.4,1,0.01,50068
complete_pooling,2,2,0.4,1,0.01,50068
hierarchical,2,2,0.4,1,0.01,50068
no_pooling,2,2,0.5,0.6,0.01,50069
complete_pooling,2,2,0.5,0.6,0.01,50069
hierarchical,2,2,0.5,0.6,0.01,50069
no_pooling,2,2,0.5,0.8,0.01,50070
complete_pooling,2,2,0.5,0.8,0.01,50070
hierarchical,2,2,0.5,0.8,0.01,50070
no_pooling,2,2,0.5,1,0.01,50071
complete_pooling,2,2,0.5,1,0.01,50071
hierarchical,2,2,0.5,1,0.01,50071
no_pooling,4,1,0,0.6,0.01,50072
complete_pooling,4,1,0,0.6,0.01,50072
hierarchical,4,1,0,0.6,0.01,50072
no_pooling,4,1,0,0.8,0.01,50073
complete_pooling,4,1,0,0.8,0.01,50073
hierarchical,4,1,0,0.8,0.01,50073
no_pooling,4,1,0,1,0.01,50074
complete_pooling,4,1,0,1,0.01,50074
hierarchical,4,1,0,1,0.01,50074
no_pooling,4,1,0.1,0.6,0.01,50075
complete_pooling,4,1,0.1,0.6,0.01,50075
hierarchical,4,1,0.1,0.6,0.01,50075
no_pooling,4,1,0.1,0.8,0.01,50076
complete_pooling,4,1,0.1,0.8,0.01,50076
