hierarchical,4,1,0.1,0.8,0.01,50076
no_pooling,4,1,0.1,1,0.01,50077
complete_pooling,4,1,0.1,1,0.01,50077
hierarchical,4,1,0.1,1,0.01,50077
no_pooling,4,1,0.2,0.6,0.01,50078
complete_pooling,4,1,0.2,0.6,0.01,50078
hierarchical,4,1,0.2,0.6,0.01,50078
no_pooling,4,1,0.2,0.8,0.01,50079
complete_pooling,4,1,0.2,0.8,0.01,50079
hierarchical,4,1,0.2,0.8,0.01,50079
no_pooling,4,1,0.2,1,0.01,50080
complete_pooling,4,1,0.2,1,0.01,50080
hierarchical,4,1,0.2,1,0.01,50080
no_pooling,4,1,0.3,0.6,0.01,50081
complete_pooling,4,1,0.3,0.6,0.01,50081
hierarchical,4,1,0.3,0.6,0.01,50081
no_pooling,4,1,0.3,0.8,0.01,50082
complete_pooling,4,1,0.3,0.8,0.01,50082
hierarchical,4,1,0.3,0.8,0.01,50082
no_pooling,4,1,0.3,1,0.01,50083
complete_pooling,4,1,0.3,1,0.01,50083
hierarchical,4,1,0.3,1,0.01,50083
no_pooling,4,1,0.4,0.6,0.01,50084
complete_pooling,4,1,0.4,0.6,0.01,50084
hierarchical,4,1,0.4,0.6,0.01,50084
no_pooling,4,1,0.4,0.8,0.01,50085
complete_pooling,4,1,0.4,0.8,0.01,50085
hierarchical,4,1,0.4,0.8,0.01,50085
no_pooling,4,1,0.4,1,0.01,50086
complete_pooling,4,1,0.4,1,0.01,50086
hierarchical,4,1,0.4,1,0.01,50086
no_pooling,4,1,0.5,0.6,0.01,50087
complete_pooling,4,1,0.5,0.6,0.01,50087
hierarchical,4,1,0.5,0.6,0.01,50087
no_pooling,4,1,0.5,0.8,0.01,50088
complete_pooling,4,1,0.5,0.8,0.01,50088
hierarchical,4,1,0.5,0.8,0.01,50088
no_pooling,4,1,0.5,1,0.01,50089
complete_pooling,4,1,0.5,1,0.01,50089
hierarchical,4,1,0.5,1,0.01,50089
no_pooling,4,2,0,0.6,0.01,50090
complete_pooling,4,2,0,0.6,0.01,50090
hierarchical,4,2,0,0.6,0.01,50090
no_pooling,4,2,0,0.8,0.01,50091
complete_pooling,4,2,0,0.8,0.01,50091
hierarchical,4,2,0,0.8,0.01,50091
no_pooling,4,2,0,1,0.01,50092
complete_pooling,4,2,0,1,0.01,50092
hierarchical,4,2,0,1,0.01,50092
no_pooling,4,2,0.1,0.6,0.01,50093
complete_pooling,4,2,0.1,0.6,0.01,50093
hierarchical,4,2,0.1,0.6,0.01,50093
no_pooling,4,2,0.1,0.8,0.01,50094
complete_pooling,4,2,0.1,0.8,0.01,50094
hierarchical,4,2,0.1,0.8,0.01,50094
no_pooling,4,2,0.1,1,0.01,50095
complete_pooling,4,2,0.1,1,0.01,50095
hierarchical,4,2,0.1,1,0.01,50095
no_pooling,4,2,0.2,0.6,0.01,50096
complete_pooling,4,2,0.2,0.6,0.01,50096
hierarchical,4,2,0.2,0.6,0.01,50096
no_pooling,4,2,0.2,0.8,0.01,50097
complete_pooling,4,2,0.2,0.8,0.01,50097
hierarchical,4,2,0.2,0.8,0.01,50097
no_pooling,4,2,0.2,1,0.01,50098
complete_pooling,4,2,0.2,1,0.01,50098
hierarchical,4,2,0.2,1,0.01,50098
no_pooling,4,2,0.3,0.6,0.01,50099
complete_pooling,4,2,0.3,0.6,0.01,50099
hierarchical,4,2,0.3,0.6,0.01,50099
no_pooling,4,2,0.3,0.8,0.01,50100
complete_pooling,4,2,0.3,0.8,0.01,50100
hierarchical,4,2,0.3,0.8,0.01,50100
no_pooling,4,2,0.3,1,0.01,50101
complete_pooling,4,2,0.3,1,0.01,50101
hierarchical,4,2,0.3,1,0.01,50101
no_pooling,4,2,0.4,0.6,0.01,50102
complete_pooling,4,2,0.4,0.6,0.01,50102
hierarchical,4,2,0.4,0.6,0.01,50102
no_pooling,4,2,0.4,0.8,0.01,50103
complete_pooling,4,2,0.4,0.8,0.01,50103
hierarchical,4,2,0.4,0.8,0.01,50103
no_pooling,4,2,0.4,1,0.01,50104
complete_pooling,4,2,0.4,1,0.01,50104
hierarchical,4,2,0.4,1,0.01,50104
no_pooling,4,2,0.5,0.6,0.01,50105
complete_pooling,4,2,0.5,0.6,0.01,50105
hierarchical,4,2,0.5,0.6,0.01,50105
no_pooling,4,2,0.5,0.8,0.01,50106
complete_pooling,4,2,0.5,0.8,0.01,50106
hierarchical,4,2,0.5,0.8,0.01,50106
no_pooling,4,2,0.5,1,0.01,50107
complete_pooling,4,2,0.5,1,0.01,50107
hierarchical,4,2,0.5,1,0.01,50107
no_pooling,8,1,0,0.6,0.01,50108
complete_pooling,8,1,0,0.6,0.01,50108
hierarchical,8,1,0,0.6,0.01,50108
no_pooling,8,1,0,0.8,0.01,50109
complete_pooling,8,1,0,0.8,0.01,50109
hierarchical,8,1,0,0.8,0.01,50109
no_pooling,8,1,0,1,0.01,50110
complete_pooling,8,1,0,1,0.01,50110
hierarchical,8,1,0,1,0.01,50110
no_pooling,8,1,0.1,0.6,0.01,50111
complete_pooling,8,1,0.1,0.6,0.01,50111
hierarchical,8,1,0.1,0.6,0.01,50111
no_pooling,8,1,0.1,0.8,0.01,50112
complete_pooling,8,1,0.1,0.8,0.01,50112
hierarchical,8,1,0.1,0.8,0.01,50112
no_pooling,8,1,0.1,1,0.01,50113
complete_pooling,8,1,0.1,1,0.01,50113
hierarchical,8,1,0.1,1,0.01,50113
no_pooling,8,1,0.2,0.6,0.01,50114
complete_pooling,8,1,0.2,0.6,0.01,50114
hierarchical,8,1,0.2,0.6,0.01,50114
no_pooling,8,1,0.2,0.8,0.01,50115
complete_pooling,8,1,0.2,0.8,0.01,50115
hierarchical,8,1,0.2,0.8,0.01,50115
no_pooling,8,1,0.2,1,0.01,50116
complete_pooling,8,1,0.2,1,0.01,50116
hierarchical,8,1,0.2,1,0.01,50116
no_pooling,8,1,0.3,0.6,0.01,50117
complete_pooling,8,1,0.3,0.6,0.01,50117
hierarchical,8,1,0.3,0.6,0.01,50117
no_pooling,8,1,0.3,0.8,0.01,50118
complete_pooling,8,1,0.3,0.8,0.01,50118
hierarchical,8,1,0.3,0.8,0.01,50118
no_pooling,8,1,0.3,1,0.01,50119
complete_pooling,8,1,0.3,1,0.01,50119
hierarchical,8,1,0.3,1,0.01,50119
no_pooling,8,1,0.4,0.6,0.01,50120
complete_pooling,8,1,0.4,0.6,0.01,50120
hierarchical,8,1,0.4,0.6,0.01,50120
no_pooling,8,1,0.4,0.8,0.01,50121
complete_pooling,8,1,0.4,0.8,0.01,50121
hierarchical,8,1,0.4,0.8,0.01,50121
no_pooling,8,1,0.4,1,0.01,50122
complete_pooling,8,1,0.4,1,0.01,50122
hierarchical,8,1,0.4,1,0.01,50122
no_pooling,8,1,0.5,0.6,0.01,50123
complete_pooling,8,1,0.5,0.6,0.01,50123
hierarchical,8,1,0.5,0.6,0.01,50123
no_pooling,8,1,0.5,0.8,0.01,50124
complete_pooling,8,1,0.5,0.8,0.01,50124
hierarchical,8,1,0.5,0.8,0.01,50124
no_pooling,8,1,0.5,1,0.01,50125
complete_pooling,8,1,0.5,1,0.01,50125
hierarchical,8,1,0.5,1,0.01,50125
no_pooling,8,2,0,0.6,0.01,50126
complete_pooling,8,2,0,0.6,0.01,50126
hierarchical,8,2,0,0.6,0.01,50126
no_pooling,8,2,0,0.8,0.01,50127
complete_pooling,8,2,0,0.8,0.01,50127
hierarchical,8,2,0,0.8,0.01,50127
no_pooling,8,2,0,1,0.01,50128
complete_pooling,8,2,0,1,0.01,50128
hierarchical,8,2,0,1,0.01,50128
no_pooling,8,2,0.1,0.6,0.01,50129
complete_pooling,8,2,0.1,0.6,0.01,50129
hierarchical,8,2,0.1,0.6,0.01,50129
no_pooling,8,2,0.1,0.8,0.01,50130
complete_pooling,8,2,0.1,0.8,0.01,50130
hierarchical,8,2,0.1,0.8,0.01,50130
no_pooling,8,2,0.1,1,0.01,50131
complete_pooling,8,2,0.1,1,0.01,50131
hierarchical,8,2,0.1,1,0.01,50131
no_pooling,8,2,0.2,0.6,0.01,50132
complete_pooling,8,2,0.2,0.6,0.01,50132
hierarchical,8,2,0.2,0.6,0.01,50132
no_pooling,8,2,0.2,0.8,0.01,50133
complete_pooling,8,2,0.2,0.8,0.01,50133
hierarchical,8,2,0.2,0.8,0.01,50133
no_pooling,8,2,0.2,1,0.01,50134
complete_pooling,8,2,0.2,1,0.01,50134
hierarchical,8,2,0.2,1,0.01,50134
no_pooling,8,2,0.3,0.6,0.01,50135
complete_pooling,8,2,0.3,0.6,0.01,50135
hierarchical,8,2,0.3,0.6,0.01,50135
no_pooling,8,2,0.3,0.8,0.01,50136
complete_pooling,8,2,0.3,0.8,0.01,50136
hierarchical,8,2,0.3,0.8,0.01,50136
no_pooling,8,2,0.3,1,0.01,50137
complete_pooling,8,2,0.3,1,0.01,50137
hierarchical,8,2,0.3,1,0.01,50137
no_pooling,8,2,0.4,0.6,0.01,50138
complete_pooling,8,2,0.4,0.6,0.01,50138
hierarchical,8,2,0.4,0.6,0.01,50138
no_pooling,8,2,0.4,0.8,0.01,50139
complete_pooling,8,2,0.4,0.8,0.01,50139
hierarchical,8,2,0.4,0.8,0.01,50139
no_pooling,8,2,0.4,1,0.01,50140
complete_pooling,8,2,0.4,1,0.01,50140
hierarchical,8,2,0.4,1,0.01,50140
no_pooling,8,2,0.5,0.6,0.01,50141
complete_pooling,8,2,0.5,0.6,0.01,50141
hierarchical,8,2,0.5,0.6,0.01,50141
no_pooling,8,2,0.5,0.8,0.01,50142
complete_pooling,8,2,0.5,0.8,0.01,50142
hierarchical,8,2,0.5,0.8,0.01,50142
no_pooling,8,2,0.5,1,0.01,50143
complete_pooling,8,2,0.5,1,0.01,50143
hierarchical,8,2,0.5,1,0.01,50143
no_pooling,16,1,0,0.6,0.01,50144
complete_pooling,16,1,0,0.6,0.01,50144
hierarchical,16,1,0,0.6,0.01,50144
no_pooling,16,1,0,0.8,0.01,50145
complete_pooling,16,1,0,0.8,0.01,50145
hierarchical,16,1,0,0.8,0.01,50145
no_pooling,16,1,0,1,0.01,50146
complete_pooling,16,1,0,1,0.01,50146
hierarchical,16,1,0,1,0.01,50146
no_pooling,16,1,0.1,0.6,0.01,50147
complete_pooling,16,1,0.1,0.6,0.01,50147
hierarchical,16,1,0.1,0.6,0.01,50147
no_pooling,16,1,0.1,0.8,0.01,50148
complete_pooling,16,1,0.1,0.8,0.01,50148
hierarchical,16,1,0.1,0.8,0.01,50148
no_pooling,16,1,0.1,1,0.01,50149
complete_pooling,16,1,0.1,1,0.01,50149
hierarchical,16,1,0.1,1,0.01,50149
no_pooling,16,1,0.2,0.6,0.01,50150
complete_pooling,16,1,0.2,0.6,0.01,50150
hierarchical,16,1,0.2,0.6,0.01,50150
no_pooling,16,1,0.2,0.8,0.01,50151
complete_pooling,16,1,0.2,0.8,0.01,50151
hierarchical,16,1,0.2,0.8,0.01,50151
no_pooling,16,1,0.2,1,0.01,50152
complete_pooling,16,1,0.2,1,0.01,50152
hierarchical,16,1,0.2,1,0.01,50152
no_pooling,16,1,0.3,0.6,0.01,50153
complete_pooling,16,1,0.3,0.6,0.01,50153
hierarchical,16,1,0.3,0.6,0.01,50153
no_pooling,16,1,0.3,0.8,0.01,50154
complete_pooling,16,1,0.3,0.8,0.01,50154
hierarchical,16,1,0.3,0.8,0.01,50154
no_pooling,16,1,0.3,1,0.01,50155
complete_pooling,16,1,0.3,1,0.01,50155
hierarchical,16,1,0.3,1,0.01,50155
no_pooling,16,1,0.4,0.6,0.01,50156
complete_pooling,16,1,0.4,0.6,0.01,50156
hierarchical,16,1,0.4,0.6,0.01,50156
no_pooling,16,1,0.4,0.8,0.01,50157
complete_pooling,16,1,0.4,0.8,0.01,50157
hierarchical,16,1,0.4,0.8,0.01,50157
no_pooling,16,1,0.4,1,0.01,50158
complete_pooling,16,1,0.4,1,0.01,50158
hierarchical,16,1,0.4,1,0.01,50158
no_pooling,16,1,0.5,0.6,0.01,50159
complete_pooling,16,1,0.5,0.6,0.01,50159
hierarchical,16,1,0.5,0.6,0.01,50159
no_pooling,16,1,0.5,0.8,0.01,50160
complete_pooling,16,1,0.5,0.8,0.01,50160
hierarchical,16,1,0.5,0.8,0.01,50160
no_pooling,16,1,0.5,1,0.01,50161
complete_pooling,16,1,0.5,1,0.01,50161
hierarchical,16,1,0.5,1,0.01,50161
no_pooling,16,2,0,0.6,0.01,50162
complete_pooling,16,2,0,0.6,0.01,50162
hierarchical,16,2,0,0.6,0.01,50162
no_pooling,16,2,0,0.8,0.01,50163
complete_pooling,16,2,0,0.8,0.01,50163
hierarchical,16,2,0,0.8,0.01,50163
no_pooling,16,2,0,1,0.01,50164
complete_pooling,16,2,0,1,0.01,50164
hierarchical,16,2,0,1,0.01,50164
no_pooling,16,2,0.1,0.6,0.01,50165
complete_pooling,16,2,0.1,0.6,0.01,50165
hierarchical,16,2,0.1,0.6,0.01,50165
no_pooling,16,2,0.1,0.8,0.01,50166
complete_pooling,16,2,0.1,0.8,0.01,50166
hierarchical,16,2,0.1,0.8,0.01,50166
no_pooling,16,2,0.1,1,0.01,50167
complete_pooling,16,2,0.1,1,0.01,50167
hierarchical,16,2,0.1,1,0.01,50167
no_pooling,16,2,0.2,0.6,0.01,50168
complete_pooling,16,2,0.2,0.6,0.01,50168
hierarchical,16,2,0.2,0.6,0.01,50168
no_pooling,16,2,0.2,0.8,0.01,50169
complete_pooling,16,2,0.2,0.8,0.01,50169
hierarchical,16,2,0.2,0.8,0.01,50169
no_pooling,16,2,0.2,1,0.01,50170
complete_pooling,16,2,0.2,1,0.01,50170
hierarchical,16,2,0.2,1,0.01,50170
no_pooling,16,2,0.3,0.6,0.01,50171
complete_pooling,16,2,0.3,0.6,0.01,50171
hierarchical,16,2,0.3,0.6,0.01,50171
no_pooling,16,2,0.3,0.8,0.01,50172
complete_pooling,16,2,0.3,0.8,0.01,50172
hierarchical,16,2,0.3,0.8,0.01,50172
no_pooling,16,2,0.3,1,0.01,50173
complete_pooling,16,2,0.3,1,0.01,50173
hierarchical,16,2,0.3,1,0.01,50173
no_pooling,16,2,0.4,0.6,0.01,50174
complete_pooling,16,2,0.4,0.6,0.01,50174
hierarchical,16,2,0.4,0.6,0.01,50174
no_pooling,16,2,0.4,0.8,0.01,50175
complete_pooling,16,2,0.4,0.8,0.01,50175
hierarchical,16,2,0.4,0.8,0.01,50175
no_pooling,16,2,0.4,1,0.01,50176
complete_pooling,16,2,0.4,1,0.01,50176
hierarchical,16,2,0.4,1,0.01,50176
no_pooling,16,2,0.5,0.6,0.01,50177
complete_pooling,16,2,0.5,0.6,0.01,50177
hierarchical,16,2,0.5,0.6,0.01,50177
no_pooling,16,2,0.5,0.8,0.01,50178
complete_pooling,16,2,0.5,0.8,0.01,50178
hierarchical,16,2,0.5,0.8,0.01,50178
no_pooling,16,2,0.5,1,0.01,50179
complete_pooling,16,2,0.5,1,0.01,50179
hierarchical,16,2,0.5,1,0.01,50179
