model,chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,word2Score,objectPicked,object1Score
complete_pooling,0,11,7,1,1,2,1,word1_word2,-0.7353070309676292,-0.6620044528981097,-2.776825904962376,object1,-0.21788615562274932
complete_pooling,0,11,7,2,2,1,1,word1_word2,-0.008169785609347084,-5.107628892710434,-4.806941060652186,object1,-0.12121660968249764
complete_pooling,0,11,7,3,1,2,1,word1_word2,-0.04702039385066561,-4.654949187025431,-2.7022319089602007,object1,-0.0634427548576086
complete_pooling,0,11,7,4,2,1,1,word1_word2,-0.0592195637013581,-4.576860714519064,-1.1647963507157044,object1,-0.0359008128737324
complete_pooling,0,11,7,1,3,4,1,word1_word2,-0.2548990846249026,-5.116208378496662,-1.9367697436123983,object1,-0.23850331090233126
complete_pooling,0,11,7,2,4,3,1,word1_word2,-0.007536088500241741,-5.423867847217984,-6.5129918746455076,object1,-0.12182934059493886
complete_pooling,0,11,7,3,3,4,1,word1_word2,-0.02931998531577316,-4.141708373433815,-2.0704117292202935,object1,-0.06824895997938345
complete_pooling,0,11,7,4,4,3,1,word1_word2,-0.06225639958747549,-3.8259999832716822,-1.8941658588941888,object1,-0.03820123422794169
complete_pooling,0,11,7,5,1,3,2,word1_word2,-0.1332089487841123,-3.2271144262268625,-1.2744484834720708,object1,-0.030528773093362233
complete_pooling,0,11,7,6,3,1,2,word1_word2,-0.3504139463335108,-2.606547710494191,-0.7891605085734916,object1,-0.02115830710141493
complete_pooling,0,11,7,7,1,3,2,word1_word2,-0.8139530061578882,-1.3936559442330108,-0.4712223904698049,object1,-0.016690844300141453
complete_pooling,0,11,7,8,3,1,2,word1,-0.7335886409333304,-1.0770255014208274,-0.7596161505317821,object1,-0.07458623527916595
complete_pooling,0,11,7,5,2,4,2,word2,-0.3700926557405353,-2.1892147792218175,-1.7805979462238337,object1,-0.1194636117840058
complete_pooling,0,11,7,6,4,2,2,word2,-4.316501848432404,-11.744179469130945,-10.024661240148898,object1,-0.05703736081720694
complete_pooling,0,11,7,7,2,4,2,word2,-6.2111940300433846,-20.090301188387244,-11.62542408658659,object1,-0.02914342190392007
complete_pooling,0,11,7,8,4,2,2,word2,-6.648651136137039,-21.20711121929488,-14.413851328952859,object1,-0.022668087593428563
complete_pooling,0,11,7,9,1,4,3,word1,-3.7734127468443805,-0.02339005921646918,-16.873094818727154,object1,-0.2754098946304196
complete_pooling,0,11,7,10,4,1,3,word2,-5.540180224617845,-7.899235057523422,-0.004633143431471302,object1,-0.13171682748078725
complete_pooling,0,11,7,11,1,4,3,word1,-3.68144358390135,-0.10049238161365008,-6.0336790195623955,object1,-0.1257736841008444
complete_pooling,0,11,7,12,4,1,3,word2,-5.516510532765967,-3.5918502506572683,-0.06036990239515928,object1,-0.07655890472570713
complete_pooling,0,11,7,9,2,3,3,word2,-6.977184610475227,-24.398041257043307,-0.018185968266040513,object2,-0.11256458026120235
complete_pooling,0,11,7,10,3,2,3,word1,-2.1995810763023815,-1.0508791777094384,-9.200281581934902,object1,-0.22638020801410577
complete_pooling,0,11,7,11,2,3,3,word2,-5.451414156330806,-7.817660954820553,-0.0009961279402368106,object1,-0.5802643897470012
complete_pooling,0,11,7,12,3,2,3,word2,-4.072671892934248,-1.4999999380787443,-4.674508659186619,object1,-0.05732610509085918
complete_pooling,10,11,7,1,1,2,1,word1_word2,-0.11199311745731334,-2.330928923082077,-5.148779851008015,object1,-0.2384337462684851
complete_pooling,10,11,7,2,2,1,1,word1_word2,-0.00830742781987227,-5.410024397015121,-4.295767715449919,object2,-0.12080024078355807
complete_pooling,10,11,7,3,1,2,1,word1_word2,-0.020329355495306452,-4.601186568312588,-2.9922349346312274,object2,-0.4972794935539755
complete_pooling,10,11,7,4,2,1,1,word1_word2,-0.06816709503259229,-3.502073758709724,-1.695423267729339,object2,-0.8941209019424039
complete_pooling,10,11,7,1,3,4,1,word1_word2,-0.13723372326217378,-2.299477997126534,-3.4004327620950967,object2,-0.22202031250716867
complete_pooling,10,11,7,2,4,3,1,word1_word2,-0.01226814516535057,-4.689561837233541,-14.106011036424405,object2,-1.180934834389333
complete_pooling,10,11,7,3,3,4,1,word1_word2,-0.05466183230343454,-3.4541731673886567,-43.07389980213955,object1,-1.693118394033387
complete_pooling,10,11,7,4,4,3,1,word2,-0.1440806132819183,-2.748673018007669,-0.02906839442754726,object2,-0.7989358591500137
complete_pooling,10,11,7,5,1,3,2,word1_word2,-0.3230255904451305,-2.6326079258352557,-2.506494210290282e-8,object2,-1.1413595409670598
complete_pooling,10,11,7,6,3,1,2,word2,-4.319549585948858,-13.735950567992942,-23.817779186995416,object2,-1.1096684953004907
complete_pooling,10,11,7,7,1,3,2,word2,-4.158548587327172,-12.308168144652944,-0.037582681097539726,object2,-1.9844277656560756
complete_pooling,10,11,7,8,3,1,2,word2,-6.280410127190768,-19.19566891289726,-6.313489041202729,object2,-2.036152609176683
complete_pooling,10,11,7,5,2,4,2,word1_word2,-0.3232149531665591,-2.3365353893244745,-2.1643700188863747e-9,object2,-1.1322634759459858
complete_pooling,10,11,7,6,4,2,2,word2,-3.841992617327234,-12.914511368186579,-19.593100637358035,object1,-1.1213931294366657
complete_pooling,10,11,7,7,2,4,2,word2,-4.4192227584366695,-13.130521468818603,-20.96533548900906,object2,-0.7399471342649173
complete_pooling,10,11,7,8,4,2,2,word2,-6.114837624631595,-21.79287436869,-22.36148754427144,object1,-0.8194622467046845
complete_pooling,10,11,7,9,1,4,3,word2,-6.56946985541024,-20.920874723959667,-23.91504912877584,object1,-0.6548070261439823
complete_pooling,10,11,7,10,4,1,3,word2,-7.112048378610055,-24.479022654051064,-16.37211790113905,object2,-1.5727523267293968
complete_pooling,10,11,7,11,1,4,3,word2,-6.691932765100015,-21.295676561919933,-27.446687051714637,object2,-0.5604663715478914
complete_pooling,10,11,7,12,4,1,3,word2,-7.3193583058169125,-26.181940946971377,-13.817187722304503,object2,-2.1514336154539992
complete_pooling,10,11,7,9,2,3,3,word2,-5.657501011166477,-17.56939669841249,-0.3530900658120686,object2,-2.847240716621811
complete_pooling,10,11,7,10,3,2,3,word2,-7.1902557348509,-24.91391071690836,-29.666449159949206,object1,-0.6979281454820248
complete_pooling,10,11,7,11,2,3,3,word2,-6.948024161638839,-22.047845594490504,-7.515321098096014,object2,-2.138469268552103
complete_pooling,10,11,7,12,3,2,3,word2,-7.322067518341739,-25.30431625971316,-33.06269037718373,object1,-0.5656137188854872
