iterationName	gameid	time	weki	gawe	lope	gogo	hige	hawi	kelu	noni	papo	newa	lipa	pelo	gihe	wona	hohu	moko	target	finalRole	eventType
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429593951	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429612252	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429619097	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429621169	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	blueSquare1	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429623528	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare2	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429625722	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429626912	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	redSquare1	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429629246	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429630686	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	redSquare2	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429634386	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429635515	false	false	false	false	true	false	false	false	false	false	true	false	false	false	false	false	spottedCircle1	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429637856	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429640886	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429641647	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	spottedCircle2	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429644126	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429644802	false	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	stripedCircle1	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429647156	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429647457	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	stripedCircle2	speaker	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429650482	false	false	true	true	true	false	false	false	true	false	true	false	false	true	true	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429660265	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429664681	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429669815	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429676821	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429683135	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429687220	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429691603	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429694874	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429699829	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429705153	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429708549	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429717430	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429720737	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429729502	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429733258	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429736148	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429739112	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429741602	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429744742	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429757323	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429760335	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429770073	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429815222	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429901516	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429904252	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429910154	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429917017	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
experiment1	5468-2e6e5c78-4975-4f1b-9b83-f01a68ab01ea	1516429921297	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	blueSquare1	listener	postTest_object
