model,time,partnerID,alpha,cost,chainNum,prediction
complete_pooling,10,3,11,7,17,0.9513897560680189
complete_pooling,11,3,11,7,17,0.9549743172976716
complete_pooling,12,4,11,7,17,0.9605113765199433
complete_pooling,0,1,11,7,18,0.5026142237207196
complete_pooling,1,1,11,7,18,0.7703569238644832
complete_pooling,2,1,11,7,18,0.8396633078553961
complete_pooling,3,1,11,7,18,0.8732977092485027
complete_pooling,4,2,11,7,18,0.8855119869106785
complete_pooling,5,2,11,7,18,0.9113763558667598
complete_pooling,6,2,11,7,18,0.9187708492601777
complete_pooling,7,2,11,7,18,0.9376767722354459
complete_pooling,8,3,11,7,18,0.9368171961537957
complete_pooling,9,3,11,7,18,0.947806696792926
complete_pooling,10,3,11,7,18,0.9438759017013412
complete_pooling,11,3,11,7,18,0.9543350361208548
complete_pooling,12,4,11,7,18,0.9583137643779926
complete_pooling,0,1,11,7,19,0.502893002700803
complete_pooling,1,1,11,7,19,0.753488512041772
complete_pooling,2,1,11,7,19,0.8340513127068531
complete_pooling,3,1,11,7,19,0.8726926617591126
complete_pooling,4,2,11,7,19,0.901019101517903
complete_pooling,5,2,11,7,19,0.9115855013926794
complete_pooling,6,2,11,7,19,0.9219598131953824
complete_pooling,7,2,11,7,19,0.940479989729787
complete_pooling,8,3,11,7,19,0.9374382897525539
complete_pooling,9,3,11,7,19,0.9446697414973723
complete_pooling,10,3,11,7,19,0.9410021135253511
complete_pooling,11,3,11,7,19,0.9568503036834171
complete_pooling,12,4,11,7,19,0.9565470006773953
complete_pooling,0,1,11,7,1,0.5052834224349592
complete_pooling,1,1,11,7,1,0.7632064267420257
complete_pooling,2,1,11,7,1,0.8153600249370817
complete_pooling,3,1,11,7,1,0.8759830336694365
complete_pooling,4,2,11,7,1,0.8927174813369625
complete_pooling,5,2,11,7,1,0.905777238556521
complete_pooling,6,2,11,7,1,0.9191775904836771
complete_pooling,7,2,11,7,1,0.921720788082146
complete_pooling,8,3,11,7,1,0.9404401346502866
complete_pooling,9,3,11,7,1,0.9491022664621414
complete_pooling,10,3,11,7,1,0.9459196398433384
complete_pooling,11,3,11,7,1,0.9487718454638864
complete_pooling,12,4,11,7,1,0.9545596711871005
complete_pooling,0,1,11,7,20,0.48993531123744855
complete_pooling,1,1,11,7,20,0.7477487378650765
complete_pooling,2,1,11,7,20,0.8325626736401979
complete_pooling,3,1,11,7,20,0.8721110565564134
complete_pooling,4,2,11,7,20,0.900052661252668
complete_pooling,5,2,11,7,20,0.9096265578721268
complete_pooling,6,2,11,7,20,0.9248247987768412
complete_pooling,7,2,11,7,20,0.9377784970320832
complete_pooling,8,3,11,7,20,0.9373780166937126
complete_pooling,9,3,11,7,20,0.9411175165328071
complete_pooling,10,3,11,7,20,0.9461992861564883
complete_pooling,11,3,11,7,20,0.9582746543329688
complete_pooling,12,4,11,7,20,0.9609764949433618
complete_pooling,0,1,11,7,21,0.5016336040462567
complete_pooling,1,1,11,7,21,0.7385185980465693
complete_pooling,2,1,11,7,21,0.819119936310263
complete_pooling,3,1,11,7,21,0.8529675039626571
complete_pooling,4,2,11,7,21,0.8953840006177395
complete_pooling,5,2,11,7,21,0.9097162216236591
complete_pooling,6,2,11,7,21,0.9255054776367981
complete_pooling,7,2,11,7,21,0.937561199798852
complete_pooling,8,3,11,7,21,0.9323372686198198
complete_pooling,9,3,11,7,21,0.9461942987939076
complete_pooling,10,3,11,7,21,0.9500368413874992
complete_pooling,11,3,11,7,21,0.9542780243259329
complete_pooling,12,4,11,7,21,0.9453569140502
complete_pooling,0,1,11,7,22,0.507302635283261
complete_pooling,1,1,11,7,22,0.7529712321977787
complete_pooling,2,1,11,7,22,0.8402115547737846
complete_pooling,3,1,11,7,22,0.8727570807859482
complete_pooling,4,2,11,7,22,0.8929200348860619
complete_pooling,5,2,11,7,22,0.905886283888692
complete_pooling,6,2,11,7,22,0.9169133486378164
complete_pooling,7,2,11,7,22,0.9294323486930333
complete_pooling,8,3,11,7,22,0.9252381990226116
complete_pooling,9,3,11,7,22,0.9474564146678147
complete_pooling,10,3,11,7,22,0.9510662936130694
complete_pooling,11,3,11,7,22,0.9587599842900623
complete_pooling,12,4,11,7,22,0.9534063682670803
complete_pooling,0,1,11,7,23,0.4953610347871118
complete_pooling,1,1,11,7,23,0.7512261053470657
complete_pooling,2,1,11,7,23,0.8188712084818147
complete_pooling,3,1,11,7,23,0.8681640486923626
complete_pooling,4,2,11,7,23,0.8915425658970793
complete_pooling,5,2,11,7,23,0.9044417567661153
complete_pooling,6,2,11,7,23,0.9292832221208971
complete_pooling,7,2,11,7,23,0.9391079027369615
complete_pooling,8,3,11,7,23,0.9410398587971722
complete_pooling,9,3,11,7,23,0.9450305365337115
complete_pooling,10,3,11,7,23,0.9468670754481624
complete_pooling,11,3,11,7,23,0.9504183506769055
complete_pooling,12,4,11,7,23,0.9580087317813766
complete_pooling,0,1,11,7,24,0.5147588236111658
complete_pooling,1,1,11,7,24,0.748216086903883
complete_pooling,2,1,11,7,24,0.8260734007832704
complete_pooling,3,1,11,7,24,0.8580692746723027
complete_pooling,4,2,11,7,24,0.9042601717658968
complete_pooling,5,2,11,7,24,0.9078589425243464
complete_pooling,6,2,11,7,24,0.9139317630437471
complete_pooling,7,2,11,7,24,0.9305533392210649
complete_pooling,8,3,11,7,24,0.9411731788392153
complete_pooling,9,3,11,7,24,0.9393673000577936
complete_pooling,10,3,11,7,24,0.947849326956367
complete_pooling,11,3,11,7,24,0.9509676196094766
complete_pooling,12,4,11,7,24,0.9557831495233635
complete_pooling,0,1,11,7,25,0.49311144332612067
complete_pooling,1,1,11,7,25,0.7557189593606598
complete_pooling,2,1,11,7,25,0.8204667771578843
complete_pooling,3,1,11,7,25,0.8660923788987631
complete_pooling,4,2,11,7,25,0.9002161899932057
complete_pooling,5,2,11,7,25,0.9039548345518152
complete_pooling,6,2,11,7,25,0.9266943135273802
complete_pooling,7,2,11,7,25,0.9287120229495022
complete_pooling,8,3,11,7,25,0.9414729797914305
complete_pooling,9,3,11,7,25,0.9374164539452605
complete_pooling,10,3,11,7,25,0.9436293510393376
complete_pooling,11,3,11,7,25,0.9429678039266146
complete_pooling,12,4,11,7,25,0.9573766894157028
complete_pooling,0,1,11,7,26,0.5055140151771245
complete_pooling,1,1,11,7,26,0.758599935040377
complete_pooling,2,1,11,7,26,0.823696425653215
complete_pooling,3,1,11,7,26,0.8698628653418293
complete_pooling,4,2,11,7,26,0.8859398932423387
complete_pooling,5,2,11,7,26,0.9112601354654146
complete_pooling,6,2,11,7,26,0.9264941817331673
complete_pooling,7,2,11,7,26,0.9285737248074531
complete_pooling,8,3,11,7,26,0.9361306826836424
complete_pooling,9,3,11,7,26,0.9430493932430482
complete_pooling,10,3,11,7,26,0.9493342940356739
complete_pooling,11,3,11,7,26,0.9538048100805196
complete_pooling,12,4,11,7,26,0.9587461495911445
complete_pooling,0,1,11,7,27,0.49299186278910817
complete_pooling,1,1,11,7,27,0.743030164912911
complete_pooling,2,1,11,7,27,0.8301481900259039
complete_pooling,3,1,11,7,27,0.8586882837004199
complete_pooling,4,2,11,7,27,0.8899472276620057
complete_pooling,5,2,11,7,27,0.9188342778429082
complete_pooling,6,2,11,7,27,0.9215781839955736
complete_pooling,7,2,11,7,27,0.9308522075761675
complete_pooling,8,3,11,7,27,0.9322702672121314
complete_pooling,9,3,11,7,27,0.9420671946083927
complete_pooling,10,3,11,7,27,0.9520303628250516
complete_pooling,11,3,11,7,27,0.9478755949587206
complete_pooling,12,4,11,7,27,0.9548712456454929
complete_pooling,0,1,11,7,28,0.4869913438234552
complete_pooling,1,1,11,7,28,0.7472925906513405
complete_pooling,2,1,11,7,28,0.8325874652690816
complete_pooling,3,1,11,7,28,0.8842707263279103
complete_pooling,4,2,11,7,28,0.8967535891962336
complete_pooling,5,2,11,7,28,0.9143892590120914
complete_pooling,6,2,11,7,28,0.9166137792524949
complete_pooling,7,2,11,7,28,0.9323357493211644
complete_pooling,8,3,11,7,28,0.9359150378203319
complete_pooling,9,3,11,7,28,0.939983787313814
complete_pooling,10,3,11,7,28,0.9498644594210005
complete_pooling,11,3,11,7,28,0.954331387858411
complete_pooling,12,4,11,7,28,0.957640376196364
complete_pooling,0,1,11,7,29,0.5108583702342683
complete_pooling,1,1,11,7,29,0.7591147523797313
complete_pooling,2,1,11,7,29,0.8374673419703608
complete_pooling,3,1,11,7,29,0.8640003931954524
complete_pooling,4,2,11,7,29,0.8965552944673777
complete_pooling,5,2,11,7,29,0.9131095033908745
complete_pooling,6,2,11,7,29,0.9249049680237372
complete_pooling,7,2,11,7,29,0.9346809509434366
complete_pooling,8,3,11,7,29,0.939505458696615
complete_pooling,9,3,11,7,29,0.9514660325741044
complete_pooling,10,3,11,7,29,0.9496274689624402
complete_pooling,11,3,11,7,29,0.9608802418473132
complete_pooling,12,4,11,7,29,0.9527584850539806
complete_pooling,0,1,11,7,2,0.5000091207386523
complete_pooling,1,1,11,7,2,0.7493545319034373
complete_pooling,2,1,11,7,2,0.8062060157735985
complete_pooling,3,1,11,7,2,0.8676146504511257
complete_pooling,4,2,11,7,2,0.8880987841624358
complete_pooling,5,2,11,7,2,0.9104955369659294
complete_pooling,6,2,11,7,2,0.9205737321210087
complete_pooling,7,2,11,7,2,0.9304757275390952
complete_pooling,8,3,11,7,2,0.9329050205198174
complete_pooling,9,3,11,7,2,0.944411142740152
complete_pooling,10,3,11,7,2,0.9559795532457636
complete_pooling,11,3,11,7,2,0.9492453371685543
complete_pooling,12,4,11,7,2,0.9627532932320184
complete_pooling,0,1,11,7,30,0.5018973842109903
complete_pooling,1,1,11,7,30,0.7568104429066448
complete_pooling,2,1,11,7,30,0.8320427573686742
complete_pooling,3,1,11,7,30,0.8615918639014781
complete_pooling,4,2,11,7,30,0.9065421413278889
complete_pooling,5,2,11,7,30,0.9010273092951856
complete_pooling,6,2,11,7,30,0.9226791864910568
complete_pooling,7,2,11,7,30,0.9253802213984962
complete_pooling,8,3,11,7,30,0.931916889668557
complete_pooling,9,3,11,7,30,0.9344487352363947
complete_pooling,10,3,11,7,30,0.9531005521723575
complete_pooling,11,3,11,7,30,0.9537539547098984
complete_pooling,12,4,11,7,30,0.9591188361192988
complete_pooling,0,1,11,7,31,0.49485576190365005
complete_pooling,1,1,11,7,31,0.7427389183968824
complete_pooling,2,1,11,7,31,0.8449293161969157
complete_pooling,3,1,11,7,31,0.8730184761310386
complete_pooling,4,2,11,7,31,0.8946193315030069
complete_pooling,5,2,11,7,31,0.9071884884800034
complete_pooling,6,2,11,7,31,0.9320935582908831
complete_pooling,7,2,11,7,31,0.9315141516635481
complete_pooling,8,3,11,7,31,0.9423191820274756
complete_pooling,9,3,11,7,31,0.9444325508765821
complete_pooling,10,3,11,7,31,0.9413463823957006
complete_pooling,11,3,11,7,31,0.9570534423592031
complete_pooling,12,4,11,7,31,0.9507749513224516
complete_pooling,0,1,11,7,32,0.49816633771233076
complete_pooling,1,1,11,7,32,0.7663483098472814
complete_pooling,2,1,11,7,32,0.8191903994836063
complete_pooling,3,1,11,7,32,0.8588788037347946
complete_pooling,4,2,11,7,32,0.8939085212756978
complete_pooling,5,2,11,7,32,0.9069026780137607
complete_pooling,6,2,11,7,32,0.9157706250965741
complete_pooling,7,2,11,7,32,0.9341917131666797
complete_pooling,8,3,11,7,32,0.9371947677437991
complete_pooling,9,3,11,7,32,0.9508975406728403
complete_pooling,10,3,11,7,32,0.9434096009159678
complete_pooling,11,3,11,7,32,0.9537726125245495
complete_pooling,12,4,11,7,32,0.9462849623270229
complete_pooling,0,1,11,7,33,0.49703588515055813
complete_pooling,1,1,11,7,33,0.7335276122932726
complete_pooling,2,1,11,7,33,0.8206300277139473
complete_pooling,3,1,11,7,33,0.8685712385412494
complete_pooling,4,2,11,7,33,0.8949435604678064
complete_pooling,5,2,11,7,33,0.9122138021674878
complete_pooling,6,2,11,7,33,0.9224874577704898
complete_pooling,7,2,11,7,33,0.9354135041109113
complete_pooling,8,3,11,7,33,0.937746903392964
complete_pooling,9,3,11,7,33,0.9449050589041219
complete_pooling,10,3,11,7,33,0.9456840377386171
complete_pooling,11,3,11,7,33,0.9564693280485926
complete_pooling,12,4,11,7,33,0.9562949966549048
complete_pooling,0,1,11,7,34,0.4960491756571418
complete_pooling,1,1,11,7,34,0.7437956543275932
complete_pooling,2,1,11,7,34,0.8342656178012798
complete_pooling,3,1,11,7,34,0.8708485489184946
complete_pooling,4,2,11,7,34,0.8756537636681163
complete_pooling,5,2,11,7,34,0.9079297995094817
complete_pooling,6,2,11,7,34,0.9221493376203831
complete_pooling,7,2,11,7,34,0.9264957618338294
complete_pooling,8,3,11,7,34,0.9367952475261718
complete_pooling,9,3,11,7,34,0.9386614343006969
complete_pooling,10,3,11,7,34,0.9518579670417628
complete_pooling,11,3,11,7,34,0.9515682203392293
complete_pooling,12,4,11,7,34,0.9550588030912793
complete_pooling,0,1,11,7,35,0.49625210535066283
complete_pooling,1,1,11,7,35,0.7659834766442181
complete_pooling,2,1,11,7,35,0.8521350614217628
complete_pooling,3,1,11,7,35,0.8686373371911869
complete_pooling,4,2,11,7,35,0.8835735959973333
complete_pooling,5,2,11,7,35,0.9111932647486206
complete_pooling,6,2,11,7,35,0.9223826317810044
complete_pooling,7,2,11,7,35,0.9238937841756929
complete_pooling,8,3,11,7,35,0.9294391398563506
complete_pooling,9,3,11,7,35,0.9475864284415767
complete_pooling,10,3,11,7,35,0.9480165917251488
complete_pooling,11,3,11,7,35,0.9484410859648338
complete_pooling,12,4,11,7,35,0.9548069346931548
complete_pooling,0,1,11,7,36,0.49981260734074356
complete_pooling,1,1,11,7,36,0.7582613326709976
complete_pooling,2,1,11,7,36,0.8260477940360081
complete_pooling,3,1,11,7,36,0.8712924466089186
complete_pooling,4,2,11,7,36,0.8834813701485955
complete_pooling,5,2,11,7,36,0.906116799851672
complete_pooling,6,2,11,7,36,0.9158431143760071
complete_pooling,7,2,11,7,36,0.9331814241846932
complete_pooling,8,3,11,7,36,0.9299327755954917
complete_pooling,9,3,11,7,36,0.9409899778286172
complete_pooling,10,3,11,7,36,0.9538433742217185
complete_pooling,11,3,11,7,36,0.9513202056114068
complete_pooling,12,4,11,7,36,0.9566798620825427
complete_pooling,0,1,11,7,37,0.49442251000395987
complete_pooling,1,1,11,7,37,0.7556965301196404
complete_pooling,2,1,11,7,37,0.8416235661699188
complete_pooling,3,1,11,7,37,0.8835860123099272
complete_pooling,4,2,11,7,37,0.8958560988192364
complete_pooling,5,2,11,7,37,0.91725263092985
complete_pooling,6,2,11,7,37,0.9294484033755257
complete_pooling,7,2,11,7,37,0.9225639734621838
complete_pooling,8,3,11,7,37,0.9345345014762871
complete_pooling,9,3,11,7,37,0.9424875780449904
complete_pooling,10,3,11,7,37,0.9464394578083607
complete_pooling,11,3,11,7,37,0.9549345646438678
complete_pooling,12,4,11,7,37,0.953447896798336
complete_pooling,0,1,11,7,38,0.4976060123233804
complete_pooling,1,1,11,7,38,0.7456291184363385
complete_pooling,2,1,11,7,38,0.8377160128964619
complete_pooling,3,1,11,7,38,0.866068955952077
complete_pooling,4,2,11,7,38,0.9038405407030116
complete_pooling,5,2,11,7,38,0.9197961626438217
complete_pooling,6,2,11,7,38,0.9272783164734115
complete_pooling,7,2,11,7,38,0.933133007300544
complete_pooling,8,3,11,7,38,0.9377487299579962
complete_pooling,9,3,11,7,38,0.939373178137124
complete_pooling,10,3,11,7,38,0.9530970806430737
complete_pooling,11,3,11,7,38,0.9601402060989306
complete_pooling,12,4,11,7,38,0.9524889961347918
complete_pooling,0,1,11,7,39,0.49716953283477977
complete_pooling,1,1,11,7,39,0.769939302953641
complete_pooling,2,1,11,7,39,0.8317169410288345
complete_pooling,3,1,11,7,39,0.8791907112325201
complete_pooling,4,2,11,7,39,0.9020787552301033
complete_pooling,5,2,11,7,39,0.9039317231622167
complete_pooling,6,2,11,7,39,0.9218157367138257
complete_pooling,7,2,11,7,39,0.932027911205267
complete_pooling,8,3,11,7,39,0.929701165089039
complete_pooling,9,3,11,7,39,0.9431046597923328
complete_pooling,10,3,11,7,39,0.9472701458718809
complete_pooling,11,3,11,7,39,0.954782855748
complete_pooling,12,4,11,7,39,0.9573375059125441
complete_pooling,0,1,11,7,3,0.49541934752521666
complete_pooling,1,1,11,7,3,0.7674279613756892
complete_pooling,2,1,11,7,3,0.8407007363048004
complete_pooling,3,1,11,7,3,0.8852022789349293
complete_pooling,4,2,11,7,3,0.897027832012643
complete_pooling,5,2,11,7,3,0.8963974123577035
complete_pooling,6,2,11,7,3,0.9277858011556629
complete_pooling,7,2,11,7,3,0.9331269180702823
complete_pooling,8,3,11,7,3,0.940749532099542
complete_pooling,9,3,11,7,3,0.9465183461704508
complete_pooling,10,3,11,7,3,0.955360723347926
complete_pooling,11,3,11,7,3,0.9520986154456371
complete_pooling,12,4,11,7,3,0.9572123473547877
complete_pooling,0,1,11,7,40,0.5046051065222906
complete_pooling,1,1,11,7,40,0.755308294847853
complete_pooling,2,1,11,7,40,0.8186804886969054
complete_pooling,3,1,11,7,40,0.8677646204492212
complete_pooling,4,2,11,7,40,0.8965870439599017
complete_pooling,5,2,11,7,40,0.9118349762838016
complete_pooling,6,2,11,7,40,0.9275987566006915
complete_pooling,7,2,11,7,40,0.9321621281902901
complete_pooling,8,3,11,7,40,0.9343548604999582
complete_pooling,9,3,11,7,40,0.9448012453796559
complete_pooling,10,3,11,7,40,0.9563432552139276
complete_pooling,11,3,11,7,40,0.9463218954232054
complete_pooling,12,4,11,7,40,0.9539370695965003
complete_pooling,0,1,11,7,41,0.5091782871578534
complete_pooling,1,1,11,7,41,0.7387400972708733
complete_pooling,2,1,11,7,41,0.8343822621314176
complete_pooling,3,1,11,7,41,0.8769046803919047
complete_pooling,4,2,11,7,41,0.8992386851790507
complete_pooling,5,2,11,7,41,0.922860539355038
complete_pooling,6,2,11,7,41,0.9347274802847488
complete_pooling,7,2,11,7,41,0.9310811650470219
complete_pooling,8,3,11,7,41,0.9340341763242815
complete_pooling,9,3,11,7,41,0.948021888834526
complete_pooling,10,3,11,7,41,0.9436135232601143
complete_pooling,11,3,11,7,41,0.9537170862694057
complete_pooling,12,4,11,7,41,0.9587461358413764
complete_pooling,0,1,11,7,42,0.48475526287522136
complete_pooling,1,1,11,7,42,0.7446434630602303
complete_pooling,2,1,11,7,42,0.8327222085109364
complete_pooling,3,1,11,7,42,0.8755843670927266
complete_pooling,4,2,11,7,42,0.8823307318959992
complete_pooling,5,2,11,7,42,0.9014151289453493
complete_pooling,6,2,11,7,42,0.9287750030055867
complete_pooling,7,2,11,7,42,0.9450105565710551
complete_pooling,8,3,11,7,42,0.9404094654979513
complete_pooling,9,3,11,7,42,0.9375712871981972
complete_pooling,10,3,11,7,42,0.9456496842019521
complete_pooling,11,3,11,7,42,0.9486907818811514
complete_pooling,12,4,11,7,42,0.9506174962845663
complete_pooling,0,1,11,7,43,0.5022132990582643
complete_pooling,1,1,11,7,43,0.7532642530092988
complete_pooling,2,1,11,7,43,0.8157641301509447
complete_pooling,3,1,11,7,43,0.8539279664502832
complete_pooling,4,2,11,7,43,0.8967206387701971
complete_pooling,5,2,11,7,43,0.9062955833183527
complete_pooling,6,2,11,7,43,0.9294134531789883
complete_pooling,7,2,11,7,43,0.9340934432900627
complete_pooling,8,3,11,7,43,0.9329475125639394
complete_pooling,9,3,11,7,43,0.9463576047761378
complete_pooling,10,3,11,7,43,0.9493473355100372
complete_pooling,11,3,11,7,43,0.9553068552125439
complete_pooling,12,4,11,7,43,0.9520530379714949
complete_pooling,0,1,11,7,44,0.4954080527626259
complete_pooling,1,1,11,7,44,0.7572748003070952
complete_pooling,2,1,11,7,44,0.8520047224410091
complete_pooling,3,1,11,7,44,0.879281238662347
complete_pooling,4,2,11,7,44,0.9012644239807802
complete_pooling,5,2,11,7,44,0.9226072832137621
complete_pooling,6,2,11,7,44,0.9171590445854633
complete_pooling,7,2,11,7,44,0.9418939213412372
complete_pooling,8,3,11,7,44,0.941821827665327
complete_pooling,9,3,11,7,44,0.9369209392535309
complete_pooling,10,3,11,7,44,0.9403998745379261
complete_pooling,11,3,11,7,44,0.9482191202341037
complete_pooling,12,4,11,7,44,0.9617892433684926
complete_pooling,0,1,11,7,45,0.5029582384307969
complete_pooling,1,1,11,7,45,0.7549226940958358
complete_pooling,2,1,11,7,45,0.834747913845284
complete_pooling,3,1,11,7,45,0.8599550476075869
complete_pooling,4,2,11,7,45,0.9057167564076234
complete_pooling,5,2,11,7,45,0.9135412766602141
complete_pooling,6,2,11,7,45,0.9257013139968975
complete_pooling,7,2,11,7,45,0.925450237554566
complete_pooling,8,3,11,7,45,0.9311997551293133
complete_pooling,9,3,11,7,45,0.9423066178772361
complete_pooling,10,3,11,7,45,0.944789612827974
complete_pooling,11,3,11,7,45,0.9551511601531837
complete_pooling,12,4,11,7,45,0.9567044048659525
complete_pooling,0,1,11,7,46,0.5037896778428083
complete_pooling,1,1,11,7,46,0.7618695512615663
complete_pooling,2,1,11,7,46,0.8380000723678998
complete_pooling,3,1,11,7,46,0.8551328213817758
complete_pooling,4,2,11,7,46,0.8900790693243659
complete_pooling,5,2,11,7,46,0.9063570286516263
complete_pooling,6,2,11,7,46,0.9209025513291229
complete_pooling,7,2,11,7,46,0.9180311101972454
complete_pooling,8,3,11,7,46,0.9414746138650966
complete_pooling,9,3,11,7,46,0.9506042148644115
complete_pooling,10,3,11,7,46,0.9483549768999006
complete_pooling,11,3,11,7,46,0.9482529959413115
complete_pooling,12,4,11,7,46,0.9502394077731304
complete_pooling,0,1,11,7,47,0.5031902184912619
complete_pooling,1,1,11,7,47,0.7634950186057973
complete_pooling,2,1,11,7,47,0.8267556150662664
complete_pooling,3,1,11,7,47,0.8521992958093253
complete_pooling,4,2,11,7,47,0.8871191694013076
