model,chainNum,alpha,costWeight,time,partnerID,prediction
complete_pooling,46,11,7,8,2,-11.478466465444491
complete_pooling,46,11,7,9,3,-11.647134924247933
complete_pooling,46,11,7,10,3,-11.83034561088392
complete_pooling,46,11,7,11,3,-12.282417922769435
complete_pooling,46,11,7,12,3,-11.646478499868477
complete_pooling,46,11,7,14,4,-11.702157445332409
complete_pooling,47,11,7,1,1,-0.08404590608511231
complete_pooling,47,11,7,2,1,-0.007128796047531656
complete_pooling,47,11,7,3,1,-0.04415363660978155
complete_pooling,47,11,7,4,1,-0.15537358043459903
complete_pooling,47,11,7,5,2,-0.26920836347763094
complete_pooling,47,11,7,6,2,-0.20918232814739213
complete_pooling,47,11,7,7,2,-0.43833587868394036
complete_pooling,47,11,7,8,2,-1.1634425136477518
complete_pooling,47,11,7,9,3,-4.397348111796151
complete_pooling,47,11,7,10,3,-5.5179169535986805
complete_pooling,47,11,7,11,3,-6.171747633495299
complete_pooling,47,11,7,12,3,-6.329304176284818
complete_pooling,47,11,7,14,4,-6.857605836496266
complete_pooling,48,11,7,1,1,-0.15892271119312437
complete_pooling,48,11,7,2,1,-0.007169331873463104
complete_pooling,48,11,7,3,1,-0.04752308747017502
complete_pooling,48,11,7,4,1,-4.039533120407688
complete_pooling,48,11,7,5,2,-6.124861980904191
complete_pooling,48,11,7,6,2,-6.983041679366733
complete_pooling,48,11,7,7,2,-7.450994034265544
complete_pooling,48,11,7,8,2,-7.761570939004478
complete_pooling,48,11,7,9,3,-8.113010484257993
complete_pooling,48,11,7,10,3,-7.992042471543657
complete_pooling,48,11,7,11,3,-8.074864894830393
complete_pooling,48,11,7,12,3,-8.269837004071132
complete_pooling,48,11,7,14,4,-8.397462155936143
complete_pooling,4,11,7,1,1,-0.08224135856081113
complete_pooling,4,11,7,2,1,-9.468535305281769
complete_pooling,4,11,7,3,1,-11.484525367730992
complete_pooling,4,11,7,4,1,-11.952174865847933
complete_pooling,4,11,7,5,2,-11.534029558873257
complete_pooling,4,11,7,6,2,-11.724204496105015
complete_pooling,4,11,7,7,2,-12.090343373544044
complete_pooling,4,11,7,8,2,-12.290863649554376
complete_pooling,4,11,7,9,3,-11.719001229519058
complete_pooling,4,11,7,10,3,-11.401217152324737
complete_pooling,4,11,7,11,3,-11.304526136483558
complete_pooling,4,11,7,12,3,-11.951316947496538
complete_pooling,4,11,7,14,4,-11.827588099701034
complete_pooling,5,11,7,1,1,-0.06182039123403257
complete_pooling,5,11,7,2,1,-0.005281284194449469
complete_pooling,5,11,7,3,1,-0.02618949496532965
complete_pooling,5,11,7,4,1,-0.06078371064939952
complete_pooling,5,11,7,5,2,-0.2602928705780094
complete_pooling,5,11,7,6,2,-4.158156655910349
complete_pooling,5,11,7,7,2,-5.7052937165845865
complete_pooling,5,11,7,8,2,-6.327161609091641
complete_pooling,5,11,7,9,3,-6.855276181079442
complete_pooling,5,11,7,10,3,-7.166230046513494
complete_pooling,5,11,7,11,3,-7.020070167691133
complete_pooling,5,11,7,12,3,-7.415209699753576
complete_pooling,5,11,7,14,4,-7.383814731563756
complete_pooling,6,11,7,1,1,-0.2705530877472527
complete_pooling,6,11,7,2,1,-0.010392660410968074
complete_pooling,6,11,7,3,1,-0.02889053814310226
complete_pooling,6,11,7,4,1,-0.03739893705987278
complete_pooling,6,11,7,5,2,-0.26206571433265674
complete_pooling,6,11,7,6,2,-0.43769607633311475
complete_pooling,6,11,7,7,2,-3.7756828437394727
complete_pooling,6,11,7,8,2,-5.450832404404385
complete_pooling,6,11,7,9,3,-6.365596201090872
complete_pooling,6,11,7,10,3,-6.614703889499501
complete_pooling,6,11,7,11,3,-7.24822671311359
complete_pooling,6,11,7,12,3,-6.930077317307354
complete_pooling,6,11,7,14,4,-7.068439185983057
complete_pooling,7,11,7,1,1,-0.07392128607562395
complete_pooling,7,11,7,2,1,-0.006174330015202411
complete_pooling,7,11,7,3,1,-0.034965665660689024
complete_pooling,7,11,7,4,1,-0.12591961274139513
complete_pooling,7,11,7,5,2,-0.14660482640559633
complete_pooling,7,11,7,6,2,-0.4398626154517905
complete_pooling,7,11,7,7,2,-4.019974954280242
complete_pooling,7,11,7,8,2,-5.402307970540859
complete_pooling,7,11,7,9,3,-5.935184706634418
complete_pooling,7,11,7,10,3,-6.518723199544804
complete_pooling,7,11,7,11,3,-7.153943725230163
complete_pooling,7,11,7,12,3,-7.064917427088351
complete_pooling,7,11,7,14,4,-7.35039208610898
complete_pooling,8,11,7,1,1,-0.2557687223923431
complete_pooling,8,11,7,2,1,-0.00842736311547659
complete_pooling,8,11,7,3,1,-0.0405084274872997
complete_pooling,8,11,7,4,1,-0.11764613313993515
complete_pooling,8,11,7,5,2,-0.40184322957088264
complete_pooling,8,11,7,6,2,-0.2601439252682701
complete_pooling,8,11,7,7,2,-0.758580248360193
complete_pooling,8,11,7,8,2,-0.9950020816920356
complete_pooling,8,11,7,9,3,-4.4773334081288905
complete_pooling,8,11,7,10,3,-5.309549956063789
complete_pooling,8,11,7,11,3,-6.047808821426377
complete_pooling,8,11,7,12,3,-6.203275903154477
complete_pooling,8,11,7,14,4,-6.777511919924516
complete_pooling,9,11,7,1,1,-0.23177069511919882
complete_pooling,9,11,7,2,1,-0.007312242033041445
complete_pooling,9,11,7,3,1,-0.03549074300352123
complete_pooling,9,11,7,4,1,-0.2034665495138555
complete_pooling,9,11,7,5,2,-0.18899452641306524
complete_pooling,9,11,7,6,2,-0.39635571580931384
complete_pooling,9,11,7,7,2,-0.6238648696628283
complete_pooling,9,11,7,8,2,-4.343717021819313
complete_pooling,9,11,7,9,3,-5.568270816307212
complete_pooling,9,11,7,10,3,-6.036087089671614
complete_pooling,9,11,7,11,3,-6.476180909240388
complete_pooling,9,11,7,12,3,-6.670496456397039
complete_pooling,9,11,7,14,4,-6.9975636547257105
hierarchical,0,11,7,1,1,-0.025333983019201863
hierarchical,0,11,7,2,1,-0.25990547417032067
hierarchical,0,11,7,3,1,-1.9542770300227161
hierarchical,0,11,7,4,1,-6.626267684796703
hierarchical,0,11,7,5,2,-0.08096344267153191
hierarchical,0,11,7,6,2,-0.38198006194955864
hierarchical,0,11,7,7,2,-6.73069648261413
hierarchical,0,11,7,8,2,-7.322457797241765
hierarchical,0,11,7,9,3,-0.47010413246469446
hierarchical,0,11,7,10,3,-9.858105675720338
hierarchical,0,11,7,11,3,-9.90544661770166
hierarchical,0,11,7,12,3,-9.543196582716893
hierarchical,0,11,7,14,4,-2.820055470089731
hierarchical,10,11,7,1,1,-0.05498806179520701
hierarchical,10,11,7,2,1,-0.2503581963497973
hierarchical,10,11,7,3,1,-1.6437723062289253
hierarchical,10,11,7,4,1,-6.501156925811366
hierarchical,10,11,7,5,2,-0.369597985213872
hierarchical,10,11,7,6,2,-10.374632391387497
hierarchical,10,11,7,7,2,-9.5502093865908
hierarchical,10,11,7,8,2,-10.242795244174276
hierarchical,10,11,7,9,3,-1.3264975143815079
hierarchical,10,11,7,10,3,-10.778281984330732
hierarchical,10,11,7,11,3,-10.174707080846117
hierarchical,10,11,7,12,3,-10.898629537639254
hierarchical,10,11,7,14,4,-2.6484776365578035
hierarchical,11,11,7,1,1,-0.06286638638162857
hierarchical,11,11,7,2,1,-0.27034791203280767
hierarchical,11,11,7,3,1,-6.929988867294984
hierarchical,11,11,7,4,1,-7.8380203949802
hierarchical,11,11,7,5,2,-0.2018073881003381
hierarchical,11,11,7,6,2,-1.6586041147894228
hierarchical,11,11,7,7,2,-6.554666715062231
hierarchical,11,11,7,8,2,-7.336495651213413
hierarchical,11,11,7,9,3,-0.2534485117803841
hierarchical,11,11,7,10,3,-2.5863914565444848
hierarchical,11,11,7,11,3,-7.021025247025371
hierarchical,11,11,7,12,3,-7.384615377929457
hierarchical,11,11,7,14,4,-3.5583183947125505
hierarchical,12,11,7,1,1,-0.07311557800118597
hierarchical,12,11,7,2,1,-0.45535207356907037
hierarchical,12,11,7,3,1,-0.917847576627846
hierarchical,12,11,7,4,1,-1.8530911176655636
hierarchical,12,11,7,5,2,-0.02789402264165374
hierarchical,12,11,7,6,2,-0.799836755838534
hierarchical,12,11,7,7,2,-2.6080018046536413
hierarchical,12,11,7,8,2,-6.39638744003301
hierarchical,12,11,7,9,3,-0.09294090335885141
hierarchical,12,11,7,10,3,-1.7813678254924739
hierarchical,12,11,7,11,3,-7.114865772040153
hierarchical,12,11,7,12,3,-7.302834646399326
hierarchical,12,11,7,14,4,-0.8367567155788542
hierarchical,13,11,7,1,1,-0.35036545999519936
hierarchical,13,11,7,2,1,-0.22780467448449934
hierarchical,13,11,7,3,1,-6.616886259657786
hierarchical,13,11,7,4,1,-7.370063506348689
hierarchical,13,11,7,5,2,-0.06998379205695915
hierarchical,13,11,7,6,2,-1.0012716135961206
hierarchical,13,11,7,7,2,-2.6481085724745324
hierarchical,13,11,7,8,2,-6.599508416199228
hierarchical,13,11,7,9,3,-0.827798752685144
hierarchical,13,11,7,10,3,-9.8236691512865
hierarchical,13,11,7,11,3,-9.65947635501334
hierarchical,13,11,7,12,3,-9.598931082658213
hierarchical,13,11,7,14,4,-2.6644908588616834
hierarchical,14,11,7,1,1,-0.09487139811144725
hierarchical,14,11,7,2,1,-0.19886346899576432
hierarchical,14,11,7,3,1,-1.2844603037732123
hierarchical,14,11,7,4,1,-6.38335044931761
hierarchical,14,11,7,5,2,-0.1753494065636331
hierarchical,14,11,7,6,2,-10.885851628508957
hierarchical,14,11,7,7,2,-10.298044221602126
hierarchical,14,11,7,8,2,-10.719843266840742
hierarchical,14,11,7,9,3,-0.6471072082324377
hierarchical,14,11,7,10,3,-2.2375362233483536
hierarchical,14,11,7,11,3,-3.7137636915249157
hierarchical,14,11,7,12,3,-6.505910713771492
hierarchical,14,11,7,14,4,-1.8886441703892027
hierarchical,15,11,7,1,1,-0.6910639630240495
hierarchical,15,11,7,2,1,-0.428933699628189
hierarchical,15,11,7,3,1,-1.2531599532811164
hierarchical,15,11,7,4,1,-6.39617832997757
hierarchical,15,11,7,5,2,-0.015974274694627887
hierarchical,15,11,7,6,2,-0.8434466384483628
hierarchical,15,11,7,7,2,-3.110954966992267
hierarchical,15,11,7,8,2,-6.689015854130577
hierarchical,15,11,7,9,3,-0.5982653512574211
hierarchical,15,11,7,10,3,-2.141626684906019
hierarchical,15,11,7,11,3,-6.779328079875656
hierarchical,15,11,7,12,3,-7.296446119747529
hierarchical,15,11,7,14,4,-2.106976948557442
hierarchical,16,11,7,1,1,-0.15710259457604522
hierarchical,16,11,7,2,1,-0.46633143978023395
hierarchical,16,11,7,3,1,-1.2336170856466409
hierarchical,16,11,7,4,1,-6.272244833479314
hierarchical,16,11,7,5,2,-0.0037802598925936446
hierarchical,16,11,7,6,2,-1.2505389923021717
hierarchical,16,11,7,7,2,-2.5119815977065603
hierarchical,16,11,7,8,2,-6.748570379183137
hierarchical,16,11,7,9,3,-0.3059348160005832
hierarchical,16,11,7,10,3,-2.7181954867094245
hierarchical,16,11,7,11,3,-2.573678900761696
hierarchical,16,11,7,12,3,-6.620630629571135
hierarchical,16,11,7,14,4,-1.3791239960633528
hierarchical,17,11,7,1,1,-0.060652085290890126
hierarchical,17,11,7,2,1,-0.17464012622307834
hierarchical,17,11,7,3,1,-1.0792290905556108
hierarchical,17,11,7,4,1,-6.268214950678193
hierarchical,17,11,7,5,2,-0.09246079950587581
hierarchical,17,11,7,6,2,-0.7257755419374236
hierarchical,17,11,7,7,2,-2.7548140756229795
hierarchical,17,11,7,8,2,-6.621796680675593
hierarchical,17,11,7,9,3,-1.54233456254574
hierarchical,17,11,7,10,3,-9.736008751417636
hierarchical,17,11,7,11,3,-9.574717151640796
hierarchical,17,11,7,12,3,-9.525015080032516
hierarchical,17,11,7,14,4,-1.7910589472308587
hierarchical,18,11,7,1,1,-0.05869793643071475
hierarchical,18,11,7,2,1,-0.2053482293394247
hierarchical,18,11,7,3,1,-6.843938560760805
hierarchical,18,11,7,4,1,-7.6342355572193075
hierarchical,18,11,7,5,2,-0.13203569398622514
hierarchical,18,11,7,6,2,-0.7787795360960567
hierarchical,18,11,7,7,2,-2.5480586205863975
hierarchical,18,11,7,8,2,-3.3563392240859393
hierarchical,18,11,7,9,3,-0.07223558450148451
hierarchical,18,11,7,10,3,-1.8727239360173586
hierarchical,18,11,7,11,3,-6.591094006471222
hierarchical,18,11,7,12,3,-7.230623594949991
hierarchical,18,11,7,14,4,-1.0639900276442837
hierarchical,19,11,7,1,1,-0.14048108814269966
hierarchical,19,11,7,2,1,-0.31639152889794186
hierarchical,19,11,7,3,1,-7.04290134192115
hierarchical,19,11,7,4,1,-7.261202285069824
hierarchical,19,11,7,5,2,-0.15474591871269897
hierarchical,19,11,7,6,2,-0.9550454720774972
hierarchical,19,11,7,7,2,-7.133456499416571
hierarchical,19,11,7,8,2,-7.338056623324825
hierarchical,19,11,7,9,3,-1.1098879328137237
hierarchical,19,11,7,10,3,-9.65829268484554
hierarchical,19,11,7,11,3,-10.110085252492517
hierarchical,19,11,7,12,3,-9.512234298785103
hierarchical,19,11,7,14,4,-3.1655079510025033
hierarchical,1,11,7,1,1,-0.032903258372684166
hierarchical,1,11,7,2,1,-11.600861822759738
hierarchical,1,11,7,3,1,-11.72648235116058
hierarchical,1,11,7,4,1,-11.480630326151582
hierarchical,1,11,7,5,2,-1.3050388485664544
hierarchical,1,11,7,6,2,-1.3812135715324025
hierarchical,1,11,7,7,2,-6.874643514666706
hierarchical,1,11,7,8,2,-7.39889331792317
hierarchical,1,11,7,9,3,-2.7617146104667576
hierarchical,1,11,7,10,3,-10.321149439843937
hierarchical,1,11,7,11,3,-10.379367214835808
hierarchical,1,11,7,12,3,-10.500552458528482
hierarchical,1,11,7,14,4,-5.221742254863194
hierarchical,20,11,7,1,1,-0.521334271103683
hierarchical,20,11,7,2,1,-11.81251303723401
hierarchical,20,11,7,3,1,-11.925379360882
hierarchical,20,11,7,4,1,-11.339616775378143
hierarchical,20,11,7,5,2,-0.4481259593297012
hierarchical,20,11,7,6,2,-1.6822457970588083
hierarchical,20,11,7,7,2,-2.5021688832023252
hierarchical,20,11,7,8,2,-6.302525240541312
hierarchical,20,11,7,9,3,-0.8567580119473598
hierarchical,20,11,7,10,3,-3.6548179148626776
hierarchical,20,11,7,11,3,-6.962089229617568
hierarchical,20,11,7,12,3,-7.455235617247453
hierarchical,20,11,7,14,4,-2.7266626916997687
hierarchical,21,11,7,1,1,-0.03461780480122552
hierarchical,21,11,7,2,1,-0.17366346995637003
hierarchical,21,11,7,3,1,-1.6102828097261508
hierarchical,21,11,7,4,1,-6.240978445376026
hierarchical,21,11,7,5,2,-0.04766016768503069
hierarchical,21,11,7,6,2,-1.0892800861280778
hierarchical,21,11,7,7,2,-2.2497089929103513
hierarchical,21,11,7,8,2,-6.2841933136208095
hierarchical,21,11,7,9,3,-0.16809015569617008
hierarchical,21,11,7,10,3,-2.028583157219696
hierarchical,21,11,7,11,3,-6.893675935435259
hierarchical,21,11,7,12,3,-7.265077864964491
hierarchical,21,11,7,14,4,-1.0592040298975223
hierarchical,22,11,7,1,1,-0.04521027157457158
hierarchical,22,11,7,2,1,-0.36479740304836394
hierarchical,22,11,7,3,1,-6.731332007609284
hierarchical,22,11,7,4,1,-7.344199642403234
hierarchical,22,11,7,5,2,-0.12261449806083394
hierarchical,22,11,7,6,2,-0.9700009816952003
hierarchical,22,11,7,7,2,-2.678867189979419
hierarchical,22,11,7,8,2,-6.295649995505338
hierarchical,22,11,7,9,3,-0.38468932484716567
hierarchical,22,11,7,10,3,-1.3871920021205355
hierarchical,22,11,7,11,3,-3.7053271695881502
hierarchical,22,11,7,12,3,-6.593165324375661
hierarchical,22,11,7,14,4,-2.0865200017794017
hierarchical,23,11,7,1,1,-0.21925939083175552
hierarchical,23,11,7,2,1,-0.3517731321946974
hierarchical,23,11,7,3,1,-1.5879651350471864
hierarchical,23,11,7,4,1,-6.287119574896372
hierarchical,23,11,7,5,2,-0.02345299060841205
hierarchical,23,11,7,6,2,-0.4772088936569147
hierarchical,23,11,7,7,2,-2.7065298097413653
hierarchical,23,11,7,8,2,-6.3880816921556836
hierarchical,23,11,7,9,3,-0.5506676284912259
hierarchical,23,11,7,10,3,-2.8492611815101885
hierarchical,23,11,7,11,3,-6.692643676100436
hierarchical,23,11,7,12,3,-7.1940347659465
hierarchical,23,11,7,14,4,-1.488844730276913
hierarchical,24,11,7,1,1,-0.05851958000487307
hierarchical,24,11,7,2,1,-0.5430875127727537
hierarchical,24,11,7,3,1,-1.6329864650646737
hierarchical,24,11,7,4,1,-2.3097505280708277
hierarchical,24,11,7,5,2,-0.03797473391532686
hierarchical,24,11,7,6,2,-0.7434189267032458
hierarchical,24,11,7,7,2,-2.597878859626464
hierarchical,24,11,7,8,2,-6.634060408198838
hierarchical,24,11,7,9,3,-0.8932897990078175
hierarchical,24,11,7,10,3,-2.2685730230561187
hierarchical,24,11,7,11,3,-2.9201113355670327
hierarchical,24,11,7,12,3,-3.5208587774473052
hierarchical,24,11,7,14,4,-0.3410301687552357
hierarchical,25,11,7,1,1,-0.0307018258047335
hierarchical,25,11,7,2,1,-0.3723931484076815
hierarchical,25,11,7,3,1,-1.4742611810818502
hierarchical,25,11,7,4,1,-6.5761584961889685
hierarchical,25,11,7,5,2,-0.5121159301167779
hierarchical,25,11,7,6,2,-0.5721978279072603
hierarchical,25,11,7,7,2,-7.044542677637337
hierarchical,25,11,7,8,2,-7.316227009694867
hierarchical,25,11,7,9,3,-2.4321190995375375
hierarchical,25,11,7,10,3,-9.524140491803422
hierarchical,25,11,7,11,3,-9.94945813927349
hierarchical,25,11,7,12,3,-9.495007500933063
hierarchical,25,11,7,14,4,-1.9912790489504355
hierarchical,26,11,7,1,1,-0.10756633633441479
hierarchical,26,11,7,2,1,-0.48199012972919775
hierarchical,26,11,7,3,1,-6.674197209850725
hierarchical,26,11,7,4,1,-7.208083135419124
hierarchical,26,11,7,5,2,-0.13107531107639406
hierarchical,26,11,7,6,2,-10.858102325746659
hierarchical,26,11,7,7,2,-10.119010130969635
hierarchical,26,11,7,8,2,-10.29090024386832
hierarchical,26,11,7,9,3,-1.4185513569935573
hierarchical,26,11,7,10,3,-10.481536399824934
hierarchical,26,11,7,11,3,-10.935890837077126
hierarchical,26,11,7,12,3,-9.94283869915676
hierarchical,26,11,7,14,4,-4.945979974948727
hierarchical,27,11,7,1,1,-0.07831851260699806
hierarchical,27,11,7,2,1,-0.5061184125021293
hierarchical,27,11,7,3,1,-1.3360366531553145
hierarchical,27,11,7,4,1,-6.062567715615577
hierarchical,27,11,7,5,2,-0.1350145997515142
hierarchical,27,11,7,6,2,-1.0074818906421754
hierarchical,27,11,7,7,2,-6.846962391517994
hierarchical,27,11,7,8,2,-7.593026784010118
hierarchical,27,11,7,9,3,-0.30612903422802534
hierarchical,27,11,7,10,3,-2.0306227956315186
hierarchical,27,11,7,11,3,-7.168644201333714
hierarchical,27,11,7,12,3,-7.184936433575132
hierarchical,27,11,7,14,4,-2.0417714020378455
hierarchical,28,11,7,1,1,-0.13900192132480174
hierarchical,28,11,7,2,1,-0.32288141245594576
hierarchical,28,11,7,3,1,-7.044821701495945
hierarchical,28,11,7,4,1,-7.198218260699198
hierarchical,28,11,7,5,2,-0.09623514972143704
hierarchical,28,11,7,6,2,-1.0765315951085022
hierarchical,28,11,7,7,2,-1.7720917114803498
hierarchical,28,11,7,8,2,-6.436007754738048
hierarchical,28,11,7,9,3,-0.660786243777565
hierarchical,28,11,7,10,3,-3.0624018177285954
hierarchical,28,11,7,11,3,-6.647504955968254
hierarchical,28,11,7,12,3,-7.192503447057632
hierarchical,28,11,7,14,4,-1.6042987591076887
hierarchical,29,11,7,1,1,-0.05292063478553282
hierarchical,29,11,7,2,1,-0.21053210909445494
hierarchical,29,11,7,3,1,-6.3619810879627465
hierarchical,29,11,7,4,1,-7.421128683473972
hierarchical,29,11,7,5,2,-0.028207609081967244
hierarchical,29,11,7,6,2,-0.7794960027985489
hierarchical,29,11,7,7,2,-6.9192063067115
hierarchical,29,11,7,8,2,-7.279763597499526
hierarchical,29,11,7,9,3,-0.8226694007624502
hierarchical,29,11,7,10,3,-9.486284345517937
hierarchical,29,11,7,11,3,-10.085746861872153
hierarchical,29,11,7,12,3,-9.567537715885551
hierarchical,29,11,7,14,4,-2.2735750196275863
hierarchical,2,11,7,1,1,-0.027592342837870425
hierarchical,2,11,7,2,1,-0.4006398934458169
hierarchical,2,11,7,3,1,-1.501595296020293
hierarchical,2,11,7,4,1,-6.508391965868642
hierarchical,2,11,7,5,2,-0.2058100232408506
hierarchical,2,11,7,6,2,-1.1600901552229994
hierarchical,2,11,7,7,2,-6.576651172367314
hierarchical,2,11,7,8,2,-6.92279398131509
hierarchical,2,11,7,9,3,-0.5425495357353648
hierarchical,2,11,7,10,3,-9.828364817780736
hierarchical,2,11,7,11,3,-10.04378670891815
hierarchical,2,11,7,12,3,-9.75871774052121
hierarchical,2,11,7,14,4,-2.5165050276023173
hierarchical,30,11,7,1,1,-0.46905859501060126
hierarchical,30,11,7,2,1,-0.2236247371948005
hierarchical,30,11,7,3,1,-0.8296707278277503
hierarchical,30,11,7,4,1,-1.8314881262555147
hierarchical,30,11,7,5,2,-0.018914445701558077
hierarchical,30,11,7,6,2,-0.9204858908722285
hierarchical,30,11,7,7,2,-6.582539569495734
hierarchical,30,11,7,8,2,-7.2239029012957285
hierarchical,30,11,7,9,3,-1.1343087252021213
hierarchical,30,11,7,10,3,-9.61985522544391
hierarchical,30,11,7,11,3,-9.916695890677376
hierarchical,30,11,7,12,3,-9.850406972715113
hierarchical,30,11,7,14,4,-3.1842145762021663
hierarchical,31,11,7,1,1,-0.02661719742829036
hierarchical,31,11,7,2,1,-0.480324039034894
hierarchical,31,11,7,3,1,-6.5574322685626205
hierarchical,31,11,7,4,1,-7.391905673725292
hierarchical,31,11,7,5,2,-0.20753252163837738
hierarchical,31,11,7,6,2,-1.721666766323182
hierarchical,31,11,7,7,2,-7.219583696263193
hierarchical,31,11,7,8,2,-7.217348107405554
hierarchical,31,11,7,9,3,-0.2709693671991786
hierarchical,31,11,7,10,3,-2.876732658671626
hierarchical,31,11,7,11,3,-6.739410598619414
hierarchical,31,11,7,12,3,-7.3982790578274304
hierarchical,31,11,7,14,4,-3.043153635814629
hierarchical,32,11,7,1,1,-0.10801439511978125
hierarchical,32,11,7,2,1,-0.44030943085041585
hierarchical,32,11,7,3,1,-1.7553363034373053
hierarchical,32,11,7,4,1,-6.284416246480253
hierarchical,32,11,7,5,2,-0.03265452042533928
hierarchical,32,11,7,6,2,-1.9279408895010945
hierarchical,32,11,7,7,2,-2.2403325811985635
hierarchical,32,11,7,8,2,-6.14928411904433
hierarchical,32,11,7,9,3,-0.23043461145429944
hierarchical,32,11,7,10,3,-1.8223301509960945
hierarchical,32,11,7,11,3,-6.993952149465679
hierarchical,32,11,7,12,3,-7.231256309640836
hierarchical,32,11,7,14,4,-1.8490665081367048
hierarchical,33,11,7,1,1,-0.12264543980582593
hierarchical,33,11,7,2,1,-11.878564545515124
hierarchical,33,11,7,3,1,-11.467809973656799
hierarchical,33,11,7,4,1,-10.844113277450102
hierarchical,33,11,7,5,2,-1.961684117095402
hierarchical,33,11,7,6,2,-11.794923846876323
hierarchical,33,11,7,7,2,-11.475755028766267
hierarchical,33,11,7,8,2,-11.126035595142133
hierarchical,33,11,7,9,3,-3.4807014492649597
hierarchical,33,11,7,10,3,-10.673606879960436
hierarchical,33,11,7,11,3,-11.475830734072472
hierarchical,33,11,7,12,3,-11.118735851769266
hierarchical,33,11,7,14,4,-6.374599821448026
hierarchical,34,11,7,1,1,-0.37091306539896257
hierarchical,34,11,7,2,1,-0.375855243674426
hierarchical,34,11,7,3,1,-1.5965556409144224
hierarchical,34,11,7,4,1,-6.694352575129688
hierarchical,34,11,7,5,2,-0.130417955204578
hierarchical,34,11,7,6,2,-1.0701833552948867
hierarchical,34,11,7,7,2,-6.770960504499637
hierarchical,34,11,7,8,2,-7.252256434811093
hierarchical,34,11,7,9,3,-1.224628359882413
hierarchical,34,11,7,10,3,-10.023588249473356
hierarchical,34,11,7,11,3,-9.567831319605572
hierarchical,34,11,7,12,3,-9.778746103162321
hierarchical,34,11,7,14,4,-2.4967174504889407
hierarchical,35,11,7,1,1,-0.37258792703838156
hierarchical,35,11,7,2,1,-0.341425752627
hierarchical,35,11,7,3,1,-1.4448517221818415
hierarchical,35,11,7,4,1,-6.543401833354085
hierarchical,35,11,7,5,2,-0.47105288392218364
hierarchical,35,11,7,6,2,-10.377581604806677
hierarchical,35,11,7,7,2,-10.418727658089653
hierarchical,35,11,7,8,2,-10.450455065501624
hierarchical,35,11,7,9,3,-1.6157813954551692
hierarchical,35,11,7,10,3,-9.979448999345308
hierarchical,35,11,7,11,3,-10.273759176226964
hierarchical,35,11,7,12,3,-10.97902027910858
hierarchical,35,11,7,14,4,-3.3063306502361662
hierarchical,36,11,7,1,1,-0.08266310506175506
hierarchical,36,11,7,2,1,-0.5343900057694064
hierarchical,36,11,7,3,1,-1.7044710465126798
hierarchical,36,11,7,4,1,-6.4900300349845965
hierarchical,36,11,7,5,2,-0.03386573192764787
hierarchical,36,11,7,6,2,-1.1269348606462586
hierarchical,36,11,7,7,2,-6.623733436418361
hierarchical,36,11,7,8,2,-7.305769264972504
hierarchical,36,11,7,9,3,-0.5812023389600043
hierarchical,36,11,7,10,3,-9.648649046727712
hierarchical,36,11,7,11,3,-9.730882958823457
hierarchical,36,11,7,12,3,-9.749524039541505
hierarchical,36,11,7,14,4,-2.550878687799102
hierarchical,37,11,7,1,1,-0.1688939553069986
hierarchical,37,11,7,2,1,-11.740023285867702
hierarchical,37,11,7,3,1,-11.881734341907311
hierarchical,37,11,7,4,1,-11.690124073431322
hierarchical,37,11,7,5,2,-0.05521215110058355
hierarchical,37,11,7,6,2,-11.801579001141462
hierarchical,37,11,7,7,2,-11.64796643111653
hierarchical,37,11,7,8,2,-11.160345293321903
hierarchical,37,11,7,9,3,-4.276896429016169
hierarchical,37,11,7,10,3,-11.657183199782825
hierarchical,37,11,7,11,3,-11.519581780691054
hierarchical,37,11,7,12,3,-11.199666729598508
hierarchical,37,11,7,14,4,-5.801324476495073
hierarchical,38,11,7,1,1,-0.11096674748512213
hierarchical,38,11,7,2,1,-0.3992783147589629
hierarchical,38,11,7,3,1,-0.918298371470371
hierarchical,38,11,7,4,1,-6.330754032320597
hierarchical,38,11,7,5,2,-0.038111185202325336
hierarchical,38,11,7,6,2,-0.9574064156922154
hierarchical,38,11,7,7,2,-2.26141181838679
hierarchical,38,11,7,8,2,-6.3710782241080945
hierarchical,38,11,7,9,3,-0.411452689305623
hierarchical,38,11,7,10,3,-9.521644563470787
hierarchical,38,11,7,11,3,-9.6098601193407
hierarchical,38,11,7,12,3,-9.079136310617148
hierarchical,38,11,7,14,4,-2.102731545660241
hierarchical,39,11,7,1,1,-0.07966696777396731
hierarchical,39,11,7,2,1,-0.5720218713234005
hierarchical,39,11,7,3,1,-1.566450842912108
hierarchical,39,11,7,4,1,-2.013009172165164
hierarchical,39,11,7,5,2,-0.023869589733298075
hierarchical,39,11,7,6,2,-1.2359711832146942
hierarchical,39,11,7,7,2,-1.8121903939073685
hierarchical,39,11,7,8,2,-2.6534803537732436
hierarchical,39,11,7,9,3,-0.18209128148764012
hierarchical,39,11,7,10,3,-1.386983414529926
hierarchical,39,11,7,11,3,-6.827941578896237
hierarchical,39,11,7,12,3,-7.301316270627998
hierarchical,39,11,7,14,4,-1.0044510899869366
hierarchical,3,11,7,1,1,-0.11110670969941686
hierarchical,3,11,7,2,1,-0.4194812233914504
hierarchical,3,11,7,3,1,-6.799438542226387
hierarchical,3,11,7,4,1,-7.190315269538186
