0,1,1,0.6,1,0.1
1,1,1,0.6,1,0.01
2,1,1,0.6,1,0.001
3,1,1,0.6,1,0.0001
4,1,1,0.6,1,1e-05
5,1,1,0.6,2,0.1
6,1,1,0.6,2,0.01
7,1,1,0.6,2,0.001
8,1,1,0.6,2,0.0001
9,1,1,0.6,2,1e-05
10,1,1,0.6,4,0.1
11,1,1,0.6,4,0.01
12,1,1,0.6,4,0.001
13,1,1,0.6,4,0.0001
14,1,1,0.6,4,1e-05
15,1,1,0.6,8,0.1
16,1,1,0.6,8,0.01
17,1,1,0.6,8,0.001
18,1,1,0.6,8,0.0001
19,1,1,0.6,8,1e-05
20,1,1,0.6,16,0.1
21,1,1,0.6,16,0.01
22,1,1,0.6,16,0.001
23,1,1,0.6,16,0.0001
24,1,1,0.6,16,1e-05
25,1,1,0.6,32,0.1
26,1,1,0.6,32,0.01
27,1,1,0.6,32,0.001
28,1,1,0.6,32,0.0001
29,1,1,0.6,32,1e-05
30,1,1,0.8,1,0.1
31,1,1,0.8,1,0.01
32,1,1,0.8,1,0.001
33,1,1,0.8,1,0.0001
34,1,1,0.8,1,1e-05
35,1,1,0.8,2,0.1
36,1,1,0.8,2,0.01
37,1,1,0.8,2,0.001
38,1,1,0.8,2,0.0001
39,1,1,0.8,2,1e-05
40,1,1,0.8,4,0.1
41,1,1,0.8,4,0.01
42,1,1,0.8,4,0.001
43,1,1,0.8,4,0.0001
44,1,1,0.8,4,1e-05
45,1,1,0.8,8,0.1
46,1,1,0.8,8,0.01
47,1,1,0.8,8,0.001
48,1,1,0.8,8,0.0001
49,1,1,0.8,8,1e-05
50,1,1,0.8,16,0.1
51,1,1,0.8,16,0.01
52,1,1,0.8,16,0.001
53,1,1,0.8,16,0.0001
54,1,1,0.8,16,1e-05
55,1,1,0.8,32,0.1
56,1,1,0.8,32,0.01
57,1,1,0.8,32,0.001
58,1,1,0.8,32,0.0001
59,1,1,0.8,32,1e-05
60,1,1,1,1,0.1
61,1,1,1,1,0.01
62,1,1,1,1,0.001
63,1,1,1,1,0.0001
64,1,1,1,1,1e-05
65,1,1,1,2,0.1
66,1,1,1,2,0.01
67,1,1,1,2,0.001
68,1,1,1,2,0.0001
69,1,1,1,2,1e-05
70,1,1,1,4,0.1
71,1,1,1,4,0.01
72,1,1,1,4,0.001
73,1,1,1,4,0.0001
74,1,1,1,4,1e-05
75,1,1,1,8,0.1
76,1,1,1,8,0.01
77,1,1,1,8,0.001
78,1,1,1,8,0.0001
79,1,1,1,8,1e-05
80,1,1,1,16,0.1
81,1,1,1,16,0.01
82,1,1,1,16,0.001
83,1,1,1,16,0.0001
84,1,1,1,16,1e-05
85,1,1,1,32,0.1
86,1,1,1,32,0.01
87,1,1,1,32,0.001
88,1,1,1,32,0.0001
89,1,1,1,32,1e-05
90,2,2,0.6,1,0.1
91,2,2,0.6,1,0.01
92,2,2,0.6,1,0.001
93,2,2,0.6,1,0.0001
94,2,2,0.6,1,1e-05
95,2,2,0.6,2,0.1
96,2,2,0.6,2,0.01
97,2,2,0.6,2,0.001
98,2,2,0.6,2,0.0001
99,2,2,0.6,2,1e-05
100,2,2,0.6,4,0.1
101,2,2,0.6,4,0.01
102,2,2,0.6,4,0.001
103,2,2,0.6,4,0.0001
104,2,2,0.6,4,1e-05
105,2,2,0.6,8,0.1
106,2,2,0.6,8,0.01
107,2,2,0.6,8,0.001
108,2,2,0.6,8,0.0001
109,2,2,0.6,8,1e-05
110,2,2,0.6,16,0.1
111,2,2,0.6,16,0.01
112,2,2,0.6,16,0.001
113,2,2,0.6,16,0.0001
114,2,2,0.6,16,1e-05
115,2,2,0.6,32,0.1
116,2,2,0.6,32,0.01
117,2,2,0.6,32,0.001
118,2,2,0.6,32,0.0001
119,2,2,0.6,32,1e-05
120,2,2,0.8,1,0.1
121,2,2,0.8,1,0.01
122,2,2,0.8,1,0.001
123,2,2,0.8,1,0.0001
124,2,2,0.8,1,1e-05
125,2,2,0.8,2,0.1
126,2,2,0.8,2,0.01
127,2,2,0.8,2,0.001
128,2,2,0.8,2,0.0001
129,2,2,0.8,2,1e-05
130,2,2,0.8,4,0.1
131,2,2,0.8,4,0.01
132,2,2,0.8,4,0.001
133,2,2,0.8,4,0.0001
134,2,2,0.8,4,1e-05
135,2,2,0.8,8,0.1
136,2,2,0.8,8,0.01
137,2,2,0.8,8,0.001
138,2,2,0.8,8,0.0001
139,2,2,0.8,8,1e-05
140,2,2,0.8,16,0.1
141,2,2,0.8,16,0.01
142,2,2,0.8,16,0.001
143,2,2,0.8,16,0.0001
144,2,2,0.8,16,1e-05
145,2,2,0.8,32,0.1
146,2,2,0.8,32,0.01
147,2,2,0.8,32,0.001
148,2,2,0.8,32,0.0001
149,2,2,0.8,32,1e-05
150,2,2,1,1,0.1
