0,1,1,0.6
1,1,1,0.8
2,1,1,1
3,1,2,0.6
4,1,2,0.8
5,1,2,1
6,1,4,0.6
7,1,4,0.8
8,1,4,1
9,1,8,0.6
10,1,8,0.8
11,1,8,1
12,1,16,0.6
13,1,16,0.8
14,1,16,1
15,2,1,0.6
16,2,1,0.8
17,2,1,1
18,2,2,0.6
19,2,2,0.8
20,2,2,1
21,2,4,0.6
22,2,4,0.8
23,2,4,1
24,2,8,0.6
25,2,8,0.8
26,2,8,1
27,2,16,0.6
28,2,16,0.8
29,2,16,1
30,4,1,0.6
31,4,1,0.8
32,4,1,1
33,4,2,0.6
34,4,2,0.8
35,4,2,1
36,4,4,0.6
37,4,4,0.8
38,4,4,1
39,4,8,0.6
40,4,8,0.8
41,4,8,1
42,4,16,0.6
43,4,16,0.8
44,4,16,1
45,8,1,0.6
46,8,1,0.8
47,8,1,1
48,8,2,0.6
49,8,2,0.8
50,8,2,1
51,8,4,0.6
52,8,4,0.8
53,8,4,1
54,8,8,0.6
55,8,8,0.8
56,8,8,1
57,8,16,0.6
58,8,16,0.8
59,8,16,1
60,16,1,0.6
61,16,1,0.8
62,16,1,1
63,16,2,0.6
64,16,2,0.8
65,16,2,1
66,16,4,0.6
67,16,4,0.8
68,16,4,1
69,16,8,0.6
70,16,8,0.8
71,16,8,1
72,16,16,0.6
73,16,16,0.8
74,16,16,1
