alpha,costWeight,priorSigma,time,speakerID,listenerID,partnerID,utt,longUttScore,object,object1Score
11,7,1,7,1,3,2,word1,-1.0665789335286675,object1,-0.0462844249175641
11,7,1,8,3,1,2,word1,-6.2571196287676045,object2,-0.32458511915744215
11,7,1,5,2,4,2,word1_word2,-1.3603905543504882,object1,-0.29641337460408773
11,7,1,6,4,2,2,word1,-2.9962923197225173,object1,-0.280266412735982
11,7,1,7,2,4,2,word1,-3.4520331877532517,object1,-0.02642859382717772
11,7,1,8,4,2,2,word1,-7.005359031181136,object2,-0.2495023645444926
11,7,1,9,1,4,3,word1_word2,-0.13189417605875775,object2,-0.2886594378659218
11,7,1,10,4,1,3,word1,-13.077287214731355,object2,-0.3858236549472913
11,7,1,11,1,4,3,word1_word2,-0.07482335130210066,object1,-0.28490486269021137
11,7,1,12,4,1,3,word1,-13.157148704963108,object1,-0.38450945296464184
11,7,1,9,2,3,3,word1,-2.119748207315837,object1,-0.25089591233283537
11,7,1,10,3,2,3,word2,-6.68256518406952,object2,-0.5495268531008399
11,7,1,11,2,3,3,word1,-52.836047782893,object1,-0.19850219056114163
11,7,1,12,3,2,3,word2,-6.55902923305384,object2,-2.802359796784769
11,7,1,1,1,2,1,word1_word2,-0.09564789970784565,object1,-0.22157589301722433
11,7,1,2,2,1,1,word2,-2.3626098102457025,object1,-0.35421689503141757
11,7,1,3,1,2,1,word1_word2,-0.08632990630994906,object1,-0.03810120558491248
11,7,1,4,2,1,1,word2,-6.65263494050671,object2,-0.2993052206129996
11,7,1,1,3,4,1,word1_word2,-0.032246249438728176,object1,-0.2229818945117266
11,7,1,2,4,3,1,word1_word2,-0.06719370989991455,object2,-0.21542650095964713
11,7,1,3,3,4,1,word1_word2,-0.049172462344849115,object1,-0.22646542145023488
11,7,1,4,4,3,1,word1_word2,-0.07483997831819515,object1,-0.2166741867046007
11,7,1,5,1,3,2,word1_word2,-0.0074837497385403205,object1,-0.02932608947822605
11,7,1,6,3,1,2,word2,-6.09969475332932,object1,-0.3314383232482684
11,7,1,7,1,3,2,word1_word2,-0.004976024724079803,object1,-0.02891222238651655
11,7,1,8,3,1,2,word2,-6.241894605766269,object1,-0.33307539365904293
11,7,1,5,2,4,2,word1,-1.0010073104127744,object1,-0.32413982584977163
11,7,1,6,4,2,2,word1,-11.092590892981583,object1,-0.27709955770098527
11,7,1,7,2,4,2,word1,-3.7702725336682232,object1,-0.027550010630039333
11,7,1,8,4,2,2,word1,-10.677529327304697,object2,-0.2573250464093527
11,7,1,9,1,4,3,word2,-4.488512370658718,object1,-0.004414617426054215
11,7,1,10,4,1,3,word2,-13.325496285657096,object2,-0.274995862951933
11,7,1,11,1,4,3,word2,-4.79402924525601,object1,-0.0044149163071448005
11,7,1,12,4,1,3,word2,-13.388452669860099,object1,-0.2733180814157759
11,7,1,9,2,3,3,word1_word2,-0.17665418345300302,object1,-0.0014819219337065667
11,7,1,10,3,2,3,word2,-7.019032816540504,object1,-0.09964271848160648
11,7,1,11,2,3,3,word2,-6.7919652208681,object1,-0.004633079713788035
11,7,1,12,3,2,3,word2,-7.373570788416901,object1,-0.01718761472262512
11,7,1,1,1,2,1,word1_word2,-0.026322439152853174,object1,-0.21303279705210015
11,7,1,2,2,1,1,word1,-1.9172420446589378,object1,-0.3481651451586945
11,7,1,3,1,2,1,word1_word2,-0.25720095966998024,object1,-0.040366057775353646
11,7,1,4,2,1,1,word1,-6.684489008535348,object1,-0.31695465270314604
11,7,1,1,3,4,1,word1_word2,-0.027381256454500267,object1,-0.23774496856573762
11,7,1,2,4,3,1,word1_word2,-0.05593212337988624,object1,-0.2194474686930738
11,7,1,3,3,4,1,word1_word2,-0.03495167874068279,object2,-0.23133927157413461
11,7,1,4,4,3,1,word1_word2,-0.08751045374386382,object1,-0.22019855415635115
11,7,1,5,1,3,2,word1_word2,-0.0035253246409467586,object1,-0.025576823082593604
11,7,1,6,3,1,2,word1,-6.727652252151211,object2,-0.3477662416128399
11,7,1,7,1,3,2,word1_word2,-0.005980417964693115,object1,-0.02465566229269411
11,7,1,8,3,1,2,word1,-6.711854595919625,object2,-0.34279419461919325
11,7,1,5,2,4,2,word1_word2,-0.03698951587688978,object2,-0.2623386921492958
11,7,1,6,4,2,2,word3_word4,-140.66856279632216,object2,-1.1660939087726725
11,7,1,7,2,4,2,word1_word2,-1.4362634135222763,object2,-1.8689962836417269
11,7,1,8,4,2,2,word4,-79.27582565605724,object2,-1.1924680106585663
11,7,1,9,1,4,3,word2,-9.881061291872435,object1,-0.0015791600609537516
11,7,1,10,4,1,3,word2,-12.903211544251867,object2,-0.2833788408969414
11,7,1,11,1,4,3,word2,-10.740032780888534,object1,-0.0019681809949097704
11,7,1,12,4,1,3,word2,-12.928076773185687,object1,-0.28442817733847353
11,7,1,9,2,3,3,word2,-5.861590201360287,object1,-0.0016016926092059908
11,7,1,10,3,2,3,word2,-8.83889761535391,object1,-0.04203254895244839
11,7,1,11,2,3,3,word2,-11.153399105655954,object1,-0.0007678111942868388
11,7,1,12,3,2,3,word2,-8.623102771671572,object1,-0.01626769650935074
11,7,1,1,1,2,1,word1_word2,-0.1617457692333453,object1,-0.2004030479112387
11,7,1,2,2,1,1,word2,-2.0168923527106384,object1,-0.371734446560775
11,7,1,3,1,2,1,word1_word2,-0.02029760156580817,object1,-0.03422902449084453
11,7,1,4,2,1,1,word2,-6.683184692387768,object1,-0.31091808588881265
11,7,1,1,3,4,1,word1_word2,-0.6893124021464168,object1,-0.2498973425091969
11,7,1,2,4,3,1,word1_word2,-0.06192201137530169,object2,-0.22971819110349126
11,7,1,3,3,4,1,word2,-0.47538361616546615,object1,-0.3181532816724355
11,7,1,4,4,3,1,word1_word2,-0.08204945271402402,object1,-0.22996362060231396
11,7,1,5,1,3,2,word1_word2,-0.0404747816456351,object1,-0.02746038554429394
11,7,1,6,3,1,2,word2,-6.533203293821262,object1,-0.33212114637739476
11,7,1,7,1,3,2,word1_word2,-0.03118864661865223,object1,-0.026653759374879505
11,7,1,8,3,1,2,word2,-6.307465633763375,object1,-0.33491040860015453
11,7,1,5,2,4,2,word1_word2,-0.19798627033216581,object1,-0.2561352122881485
11,7,1,6,4,2,2,word2,-3.175166136700705,object1,-0.23925145095761843
11,7,1,7,2,4,2,word1_word2,-1.113010770075331,object1,-0.036043335425116035
11,7,1,8,4,2,2,word2,-6.721479448543732,object2,-0.22713956691404263
11,7,1,9,1,4,3,word2,-3.944180879008151,object1,-0.008164495766435406
11,7,1,10,4,1,3,word2,-17.49154085940551,object1,-0.2869650460728423
11,7,1,11,1,4,3,word2,-4.142103660938517,object1,-0.008228851735057104
11,7,1,12,4,1,3,word2,-17.545518224540572,object2,-0.2834776681952197
11,7,1,9,2,3,3,word1_word2,-0.10904291296343166,object1,-0.0016722014243173641
11,7,1,10,3,2,3,word2,-7.173795304439295,object1,-0.10375061579781522
11,7,1,11,2,3,3,word2,-6.74517278656754,object1,-0.003418323252406084
11,7,1,12,3,2,3,word2,-7.41482268491266,object1,-0.018561517725854154
11,7,1,1,1,2,1,word1_word2,-0.4607951722060015,object2,-0.2135136782176172
11,7,1,2,2,1,1,word3_word4,-153.98566909452745,object2,-1.0339490481031186
11,7,1,3,1,2,1,word1_word2,-0.3401515295332729,object2,-1.8067611642136938
11,7,1,4,2,1,1,word4,-93.16379765458696,object2,-1.0557316517832367
11,7,1,1,3,4,1,word1_word2,-0.2018516495342411,object1,-0.5701847368224258
11,7,1,2,4,3,1,word1,-1.3631429443713117,object2,-0.5432476553420597
11,7,1,3,3,4,1,word1_word2,-0.15866866318433634,object1,-0.5729027761919938
11,7,1,4,4,3,1,word1,-0.9971699953747618,object1,-0.5451098351543747
11,7,1,5,1,3,2,word2,-1.6332771088270448,object1,-0.5457479926372825
11,7,1,6,3,1,2,word2,-84.84238142984933,object1,-0.46862119246064254
11,7,1,7,1,3,2,word1_word2,-1.1151777904705324,object2,-2.4074977021255815
11,7,1,8,3,1,2,word2,-86.21813460128747,object1,-0.4681964292635988
11,7,1,5,2,4,2,word2,-2.0879487579964575,object1,-0.4683750713503365
11,7,1,6,4,2,2,word2,-19.036259724439343,object1,-0.39528345393478903
11,7,1,7,2,4,2,word2,-9.449279187349513,object1,-0.026512001550688006
11,7,1,8,4,2,2,word2,-18.45291670025051,object2,-0.3809012091297694
11,7,1,9,1,4,3,word2,-10.079434390795122,object1,-0.023080841997654644
11,7,1,10,4,1,3,word2,-6.724787639757258,object1,-0.2832180956400843
11,7,1,11,1,4,3,word2,-8.731623278556405,object2,-0.02372900657365458
11,7,1,12,4,1,3,word2,-6.716331131490913,object1,-0.2847755692576707
11,7,1,9,2,3,3,word2,-11.051380994420036,object1,-0.01121599292750106
11,7,1,10,3,2,3,word2,-102.12784152140163,object1,-0.04225751992162784
11,7,1,11,2,3,3,word2,-16.6604285191937,object1,-0.007495050966352872
11,7,1,12,3,2,3,word2,-101.22711509860758,object1,-0.023129947128129116
11,7,1,1,1,2,1,word1_word2,-0.16786195455624403,object1,-0.2124990688420029
11,7,1,2,2,1,1,word2,-2.4044466414935592,object1,-0.355638761857629
11,7,1,3,1,2,1,word1_word2,-0.042353279594763656,object1,-0.040263409884356414
11,7,1,4,2,1,1,word2,-6.666792122204763,object1,-0.3080381734918912
11,7,1,1,3,4,1,word1_word2,-0.014906178000753624,object1,-0.22901185152821404
11,7,1,2,4,3,1,word1_word2,-0.07948314425282994,object1,-0.23084094293975302
11,7,1,3,3,4,1,word1_word2,-0.028484937486542402,object2,-0.23421752757265468
11,7,1,4,4,3,1,word1_word2,-0.06688575573373967,object1,-0.23087033781980923
11,7,1,5,1,3,2,word1_word2,-0.09626272968885985,object1,-0.025726370315178677
11,7,1,6,3,1,2,word2,-6.4075390662037846,object2,-0.3184610503170229
11,7,1,7,1,3,2,word1_word2,-0.09919031039462568,object1,-0.024818885763494357
11,7,1,8,3,1,2,word2,-6.403335757893251,object1,-0.31344559194091326
11,7,1,5,2,4,2,word1_word2,-0.2643405558884025,object1,-0.25582889153225674
11,7,1,6,4,2,2,word2,-3.67696223096222,object1,-0.25732679126052393
11,7,1,7,2,4,2,word1_word2,-1.0278310240196618,object1,-0.03609076556097268
11,7,1,8,4,2,2,word2,-6.760243713096205,object1,-0.21801136934022422
11,7,1,9,1,4,3,word1,-9.925936899573212,object1,-0.0022697372197718977
11,7,1,10,4,1,3,word1,-12.712843261691978,object2,-0.2712137078489437
11,7,1,11,1,4,3,word1,-10.59061662533139,object1,-0.0019233367268535952
11,7,1,12,4,1,3,word1,-12.623137101624915,object1,-0.2675015489020359
11,7,1,9,2,3,3,word1_word2,-0.02638509433131725,object1,-0.024709325015161508
11,7,1,10,3,2,3,word1,-6.9071194078473415,object1,-0.09201878781046768
11,7,1,11,2,3,3,word1,-6.757402935843264,object2,-0.08311920857471716
11,7,1,12,3,2,3,word1,-6.504772825439048,object2,-0.6716673381071792
11,7,1,1,1,2,1,word1_word2,-0.08504637361851404,object1,-0.19859307715040478
11,7,1,2,2,1,1,word2,-2.365077823252424,object2,-0.36493662463501086
11,7,1,3,1,2,1,word1,-4.697556150251273,object1,-0.014274803649023605
11,7,1,4,2,1,1,word1,-7.678031993477374,object1,-0.2680752205215476
11,7,1,1,3,4,1,word1,-6.306500925222824,object2,-0.2615188314833864
11,7,1,2,4,3,1,word1,-5.38286912660783,object1,-0.2771966341605809
11,7,1,3,3,4,1,word1,-6.383307423413414,object1,-0.2666245523305894
11,7,1,4,4,3,1,word1,-6.1410394122281495,object2,-0.2714227774556038
11,7,1,5,1,3,2,word1,-4.637472162177993,object1,-0.007117097987780356
11,7,1,6,3,1,2,word1,-10.221786851020623,object1,-0.28922220455665715
11,7,1,7,1,3,2,word1,-4.9568602529466546,object1,-0.007632181842917273
11,7,1,8,3,1,2,word1,-10.044847370761994,object1,-0.28505295841169664
11,7,1,5,2,4,2,word1,-4.685275374446597,object1,-0.27453352586296265
11,7,1,6,4,2,2,word1,-12.42952618096859,object1,-0.2061509726076046
11,7,1,7,2,4,2,word1,-7.783690674483804,object1,-0.029558696281986405
11,7,1,8,4,2,2,word1,-11.665537265782103,object1,-0.1920859464178931
11,7,1,9,1,4,3,word1_word2,-0.007802408712379353,object1,-0.009675327622581551
11,7,1,10,4,1,3,word2,-6.854034236364124,object1,-0.33908058881458136
11,7,1,11,1,4,3,word1_word2,-0.006894930103357015,object1,-0.009205397455627352
11,7,1,12,4,1,3,word2,-6.889275987884298,object1,-0.33929780980875096
11,7,1,9,2,3,3,word1,-13.307867066581894,object1,-0.0036397331072111658
11,7,1,10,3,2,3,word1,-10.147588986402102,object1,-0.051782544200552484
11,7,1,11,2,3,3,word1,-20.56271243697676,object1,-0.0027817080132458856
11,7,1,12,3,2,3,word1,-9.612179854965296,object1,-0.016485625525792084
11,7,1,1,1,2,1,word1_word2,-0.04389833356530919,object1,-0.23377677087105211
11,7,1,2,2,1,1,word1,-2.3072773350255567,object2,-0.34997210762787695
11,7,1,3,1,2,1,word2,-4.453247881033363,object1,-0.009630900389954539
11,7,1,4,2,1,1,word2,-7.77327584490393,object1,-0.27375409125211375
11,7,1,1,3,4,1,word2,-5.852251146528388,object2,-0.27862953114607336
11,7,1,2,4,3,1,word2,-4.643666311675684,object1,-0.27168788513282766
11,7,1,3,3,4,1,word2,-6.1248530479386964,object1,-0.2816300186072652
11,7,1,4,4,3,1,word2,-5.207023813731123,object1,-0.27498558162653514
11,7,1,5,1,3,2,word2,-6.690510202976413,object1,-0.0063607435881865475
11,7,1,6,3,1,2,word2,-9.25056659585578,object1,-0.29338831925881287
11,7,1,7,1,3,2,word2,-6.398525732649318,object1,-0.00643519385813279
11,7,1,8,3,1,2,word2,-9.308876280343268,object2,-0.294659795609284
11,7,1,5,2,4,2,word2,-5.941220328046338,object1,-0.2923341959616115
11,7,1,6,4,2,2,word2,-12.322427700921669,object1,-0.20674276146205267
11,7,1,7,2,4,2,word2,-7.840823378260801,object1,-0.023452759194304503
11,7,1,8,4,2,2,word2,-12.240047704186004,object1,-0.19256103634358407
11,7,1,9,1,4,3,word1_word2,-0.010592298960794779,object1,-0.07048421168805302
11,7,1,10,4,1,3,word1,-3.5033133093375586,object1,-0.3915968897306188
11,7,1,11,1,4,3,word1_word2,-0.0201480723799465,object1,-0.07256811400536069
11,7,1,12,4,1,3,word2,-3.455671897312494,object1,-0.3391271399273132
11,7,1,9,2,3,3,word2,-15.635098134708876,object1,-0.07728804679808746
11,7,1,10,3,2,3,word1,-4.368661999768153,object1,-0.40490461068799016
11,7,1,11,2,3,3,word1,-6.036992995956558,object2,-2.0924427050101553
11,7,1,12,3,2,3,word1,-3.755935933275998,object2,-0.6720047645877781
11,7,1,1,1,2,1,word1_word2,-0.11823279315813538,object1,-0.20830265055041378
11,7,1,2,2,1,1,word1,-2.325101050443065,object2,-0.3402869884503914
11,7,1,3,1,2,1,word2,-3.5816380642296366,object1,-0.011679799299007343
11,7,1,4,2,1,1,word2,-7.558293826647985,object1,-0.27446833883902544
11,7,1,1,3,4,1,word2,-6.238155365987275,object1,-0.2634190965300556
11,7,1,2,4,3,1,word2,-5.61693713031973,object2,-0.2851333640917707
11,7,1,3,3,4,1,word2,-6.572989433866574,object1,-0.26310041753990276
11,7,1,4,4,3,1,word2,-5.702753879491656,object1,-0.285862097962695
11,7,1,5,1,3,2,word2,-5.166469423806781,object1,-0.0077094561775275395
11,7,1,6,3,1,2,word2,-9.845273906828863,object1,-0.3014995876548115
11,7,1,7,1,3,2,word2,-5.057106988631396,object1,-0.008440473052346416
11,7,1,8,3,1,2,word2,-9.830927281338937,object1,-0.30214101274288657
11,7,1,5,2,4,2,word2,-4.980598615758282,object1,-0.3073420546596471
11,7,1,6,4,2,2,word2,-12.928253089298396,object1,-0.20744998592636132
11,7,1,7,2,4,2,word2,-7.338828423643111,object1,-0.021320799413796266
11,7,1,8,4,2,2,word2,-11.197421716387991,object1,-0.18072603207987642
11,7,1,9,1,4,3,word1_word2,-0.014793174947172487,object1,-0.08029328108325426
11,7,1,10,4,1,3,word2,-4.3164690898697895,object1,-0.34792844655539973
11,7,1,11,1,4,3,word1_word2,-0.030723772500095975,object1,-0.07687745840177244
11,7,1,12,4,1,3,word1_word2,-4.275928001165988,object1,-0.27662777243670017
11,7,1,9,2,3,3,word2,-10.178843011317547,object1,-0.0035741539442575966
11,7,1,10,3,2,3,word2,-11.026804278395725,object1,-0.051693538394570915
11,7,1,11,2,3,3,word2,-19.3318238215437,object1,-0.003650027321251947
11,7,1,12,3,2,3,word2,-10.766276434665066,object1,-0.016761289758345947
11,7,1,1,1,2,1,word1_word2,-0.31371144241357013,object1,-0.2157497268443836
11,7,1,2,2,1,1,word1,-1.877416785671459,object2,-0.34336423173598085
11,7,1,3,1,2,1,word2,-4.176106961044995,object1,-0.013979163071802924
11,7,1,4,2,1,1,word2,-7.685097140814843,object2,-0.27324333207570806
11,7,1,1,3,4,1,word2,-6.741154769073919,object1,-0.30379151922128245
11,7,1,2,4,3,1,word2,-4.935089202944333,object1,-0.25534128356401564
11,7,1,3,3,4,1,word2,-6.932135475268293,object1,-0.3042026706200572
11,7,1,4,4,3,1,word2,-6.254159409756256,object1,-0.25165990214334055
11,7,1,5,1,3,2,word2,-4.143162087147871,object1,-0.006449385168030553
11,7,1,6,3,1,2,word2,-9.518139238850738,object2,-0.31158782651661165
11,7,1,7,1,3,2,word2,-4.05238694081843,object1,-0.006289206509437811
11,7,1,8,3,1,2,word2,-9.55552409516977,object1,-0.3121733886186774
11,7,1,5,2,4,2,word1_word2,-0.04511764251421365,object2,-0.3815278536363502
11,7,1,6,4,2,2,word3_word4,-155.18900557606304,object2,-0.8845315027291915
11,7,1,7,2,4,2,word2,-0.6077286148038966,object2,-1.0286114798574806
11,7,1,8,4,2,2,word1,-122.45508831354611,object2,-0.5039071607024516
11,7,1,9,1,4,3,word1_word2,-0.007058033837473905,object1,-0.09097106462520353
11,7,1,10,4,1,3,word2,-11.446737241963625,object1,-0.35757138544965494
11,7,1,11,1,4,3,word1_word2,-0.011444868305858396,object1,-0.09349906427242854
11,7,1,12,4,1,3,word2,-11.405826871907788,object1,-0.36148665065900676
11,7,1,9,2,3,3,word2,-11.596344091495588,object1,-0.0766078532363964
11,7,1,10,3,2,3,word1,-3.0194757275480875,object1,-0.490278306416594
11,7,1,11,2,3,3,word2,-6.425939519490293,object1,-0.07002309305303758
11,7,1,12,3,2,3,word1,-4.8189030142233875,object1,-0.0572330810222201
11,7,1,1,1,2,1,word1_word2,-0.09101502040496368,object1,-0.21351271748138145
11,7,1,2,2,1,1,word2,-2.4503014477524467,object1,-0.3622886433788244
11,7,1,3,1,2,1,word1_word2,-0.007444046622339322,object1,-0.0391968799859526
11,7,1,4,2,1,1,word2,-6.70425758166526,object2,-0.3179097872589016
11,7,1,1,3,4,1,word1_word2,-0.018430837986365207,object1,-0.2251739808982892
11,7,1,2,4,3,1,word1_word2,-0.3234294122401416,object1,-0.22704817727900756
11,7,1,3,3,4,1,word1_word2,-0.038573120370855876,object1,-0.22453795249944178
11,7,1,4,4,3,1,word1_word2,-0.2685701031939976,object2,-0.2219387665617407
11,7,1,5,1,3,2,word1_word2,-0.007696372014208885,object1,-0.021149825254617078
11,7,1,6,3,1,2,word2,-6.520297200104377,object1,-0.336255060336862
11,7,1,7,1,3,2,word1_word2,-0.011583316824300062,object1,-0.020831556177330474
11,7,1,8,3,1,2,word2,-6.493253465405409,object2,-0.34048259974998557
11,7,1,5,2,4,2,word1_word2,-1.0588961783714765,object1,-0.2921781063728096
11,7,1,6,4,2,2,word1,-2.4360063226046447,object2,-0.3231227859369906
11,7,1,7,2,4,2,word1_word2,-0.09604560573868783,object1,-0.10910269583666628
11,7,1,8,4,2,2,word2,-7.1651287298666615,object2,-0.3336948933329459
11,7,1,9,1,4,3,word2,-3.4071191034237884,object1,-0.003800910328553488
11,7,1,10,4,1,3,word2,-13.413783891008313,object1,-0.2954908192725629
11,7,1,11,1,4,3,word2,-3.392491373769438,object1,-0.003864308742026182
11,7,1,12,4,1,3,word2,-13.301083129335911,object1,-0.2924659986169373
11,7,1,9,2,3,3,word1_word2,-0.03949079857981982,object1,-0.02420479492941337
11,7,1,10,3,2,3,word1,-6.813371052617304,object2,-0.0951643256436244
11,7,1,11,2,3,3,word2,-8.212300195723753,object2,-0.9918335719403844
11,7,1,12,3,2,3,word1,-6.740166648277742,object2,-1.0435955446432936
11,7,1,1,1,2,1,word1_word2,-0.10685347052879382,object1,-0.23915236896950473
11,7,1,2,2,1,1,word2,-2.14415295787842,object2,-0.3742116800046577
11,7,1,3,1,2,1,word1,-4.241995407017953,object1,-0.012281614290263145
11,7,1,4,2,1,1,word1,-7.749089666534349,object1,-0.26988015992253256
11,7,1,1,3,4,1,word1,-5.5792364699346715,object1,-0.2770187078975929
11,7,1,2,4,3,1,word1,-4.953319375138964,object1,-0.2807533473303485
11,7,1,3,3,4,1,word1,-5.651419202188735,object1,-0.2768314030227985
11,7,1,4,4,3,1,word1,-5.1623090846850666,object2,-0.28331644695690483
11,7,1,5,1,3,2,word1,-4.8325960574585665,object1,-0.009613035995918529
11,7,1,6,3,1,2,word1,-10.116717313152932,object1,-0.2956799300464128
11,7,1,7,1,3,2,word1,-5.322469821883375,object1,-0.009173713441627648
11,7,1,8,3,1,2,word1,-10.0207920170393,object1,-0.29804437273946693
11,7,1,5,2,4,2,word1,-5.368365528160354,object1,-0.310096502015389
11,7,1,6,4,2,2,word1,-12.83904912057993,object1,-0.2093001687285535
11,7,1,7,2,4,2,word1,-7.593952628999144,object1,-0.02853406519547596
11,7,1,8,4,2,2,word1,-11.453934005374077,object1,-0.1870796733816625
11,7,1,9,1,4,3,word1_word2,-0.0025566507068077488,object1,-0.07684160100913164
11,7,1,10,4,1,3,word2,-3.5244808898691726,object2,-0.37682482200611844
11,7,1,11,1,4,3,word1_word2,-0.0024353188282829953,object1,-0.0727972318151043
11,7,1,12,4,1,3,word2,-3.468178265816029,object1,-0.3712350572764022
11,7,1,9,2,3,3,word1,-11.140522854764733,object1,-0.004315483584122299
11,7,1,10,3,2,3,word1,-10.977193252429718,object1,-0.044454348938358305
11,7,1,11,2,3,3,word1,-18.462830691071645,object1,-0.0034434280030433365
11,7,1,12,3,2,3,word1,-10.426055668624166,object1,-0.014898736313643867
11,7,1,1,1,2,1,word1_word2,-0.08838204385570594,object2,-0.2343337622438661
11,7,1,2,2,1,1,word3_word4,-154.2674685858492,object2,-1.0433013827801787
11,7,1,3,1,2,1,word1_word2,-0.1566998692619847,object2,-1.8573776706159721
11,7,1,4,2,1,1,word4,-90.17762372374443,object1,-1.0579228711462563
11,7,1,1,3,4,1,word1_word2,-0.1379020805947917,object1,-0.56098296082527
11,7,1,2,4,3,1,word1_word2,-0.5663936089735203,object1,-0.5122125654240669
11,7,1,3,3,4,1,word1_word2,-0.07116961301183261,object2,-0.5597775574777363
11,7,1,4,4,3,1,word2,-0.25095403506784214,object1,-0.5319329786483679
11,7,1,5,1,3,2,word1_word2,-0.6025305231395705,object2,-2.614507048480502
11,7,1,6,3,1,2,word1,-90.86953883347039,object1,-0.48618239420313375
11,7,1,7,1,3,2,word1,-0.35656920941007536,object1,-0.5678957396459084
11,7,1,8,3,1,2,word1,-90.20959045032518,object1,-0.4887894161566123
11,7,1,5,2,4,2,word1_word2,-0.15003980613535373,object1,-0.5252674959920752
11,7,1,6,4,2,2,word1,-1.3711678198141115,object1,-0.4760206526849192
11,7,1,7,2,4,2,word1_word2,-0.38829245963844267,object1,-0.046327627399281764
11,7,1,8,4,2,2,word1,-6.59645548706002,object1,-0.424430245879609
11,7,1,9,1,4,3,word1_word2,-0.08859141217271824,object1,-0.4101176372392289
11,7,1,10,4,1,3,word2,-16.811397701381473,object1,-0.5208697997658002
11,7,1,11,1,4,3,word1_word2,-0.05831643753536044,object1,-0.4061190627146676
11,7,1,12,4,1,3,word2,-16.71408253674386,object2,-0.5306683269874573
11,7,1,9,2,3,3,word1,-8.485206639741264,object1,-0.01141115556202112
11,7,1,10,3,2,3,word1,-93.14884553646955,object1,-0.05823278878593828
11,7,1,11,2,3,3,word1,-20.422636975207237,object1,-0.014939210340485717
11,7,1,12,3,2,3,word1,-92.12220804531344,object1,-0.01899181557574349
11,7,1,1,1,2,1,word1_word2,-0.23739826695833002,object1,-0.2148139253680702
11,7,1,2,2,1,1,word1,-2.6035866669980567,object1,-0.3752890152066511
11,7,1,3,1,2,1,word1_word2,-0.012469430674087895,object1,-0.038701329806136414
11,7,1,4,2,1,1,word1,-6.701764128589273,object2,-0.31353716080761757
11,7,1,1,3,4,1,word1_word2,-0.07657947549385469,object1,-0.22328664079299662
11,7,1,2,4,3,1,word1,-0.18831422159758665,object2,-0.3041818882182542
11,7,1,3,3,4,1,word1_word2,-0.07490742618113799,object1,-0.22175948360777206
11,7,1,4,4,3,1,word1_word2,-0.24994248882914857,object2,-0.23517322201785004
11,7,1,5,1,3,2,word1_word2,-0.014560692071839328,object1,-0.029177087765186138
11,7,1,6,3,1,2,word1,-6.347717894990218,object2,-0.34284681454366756
11,7,1,7,1,3,2,word1_word2,-0.011987597373426716,object1,-0.029666983508981237
11,7,1,8,3,1,2,word1,-6.534143783174416,object1,-0.3459876332962326
11,7,1,5,2,4,2,word2,-1.7827429367727419,object1,-0.3085409393511902
11,7,1,6,4,2,2,word2,-10.485949783835494,object1,-0.27576046684910316
11,7,1,7,2,4,2,word1_word2,-2.3402168487621826,object2,-0.09566387630080588
11,7,1,8,4,2,2,word2,-147.558541884659,object1,-0.3049090708032512
11,7,1,9,1,4,3,word2,-10.130822401908663,object1,-0.00350432082450103
11,7,1,10,4,1,3,word2,-14.915006071920617,object2,-0.2501802749299389
11,7,1,11,1,4,3,word2,-9.831603623190226,object1,-0.0032123004187926446
11,7,1,12,4,1,3,word2,-15.128540549381466,object1,-0.2524571157128872
11,7,1,9,2,3,3,word1_word2,-0.15715075678843954,object1,-0.02797341185650278
11,7,1,10,3,2,3,word2,-6.580804137728094,object1,-0.08917806582764339
11,7,1,11,2,3,3,word2,-6.793466789013222,object1,-0.08018720958946265
11,7,1,12,3,2,3,word2,-6.789523013514395,object1,-0.019613170820833168
11,7,1,1,1,2,1,word1,-0.36900330152752764,object2,-0.3371319477800067
11,7,1,2,2,1,1,word2,-71.46965866700747,object1,-0.3742501900821889
11,7,1,3,1,2,1,word2,-3.8479635084075525,object1,-0.031537487683446976
11,7,1,4,2,1,1,word2,-34.63354620867823,object1,-0.293464683457848
11,7,1,1,3,4,1,word2,-10.10043003767639,object1,-0.29894673951710415
11,7,1,2,4,3,1,word2,-8.555499468364808,object1,-0.2913224830591069
11,7,1,3,3,4,1,word2,-9.178482797476825,object2,-0.2982856161319056
11,7,1,4,4,3,1,word2,-8.739357289064415,object1,-0.29086598015826254
11,7,1,5,1,3,2,word2,-7.275561168449557,object1,-0.02433962726107582
11,7,1,6,3,1,2,word2,-29.238650360825925,object1,-0.30373596016033744
11,7,1,7,1,3,2,word2,-7.743833998394315,object1,-0.02325816705938835
11,7,1,8,3,1,2,word2,-29.068779333946086,object2,-0.29896633431166586
11,7,1,5,2,4,2,word2,-6.172810662626859,object2,-0.3018649212517627
11,7,1,6,4,2,2,word1,-74.06139491188186,object2,-0.6256953447157688
11,7,1,7,2,4,2,word2,-9.604534522538124,object2,-2.2565870871114013
11,7,1,8,4,2,2,word3_word4,-233.83993985636658,object2,-1.044127383035581
11,7,1,9,1,4,3,word1_word2,-0.014064524158136827,object1,-0.07980366437898147
11,7,1,10,4,1,3,word1_word2,-3.2444802953288328,object2,-0.27360767146984744
11,7,1,11,1,4,3,word1_word2,-0.010977314141101207,object1,-0.0787189249699447
11,7,1,12,4,1,3,word1,-3.30648408554271,object1,-0.3963073965963326
