time,partnerID,prediction
0,1,0.49288947123911886
1,1,0.8956855366037917
2,1,0.9466687240165905
3,1,0.9562153521083996
4,2,0.6257347900164065
5,2,0.9316052790383488
6,2,0.944806697943808
7,2,0.9683699131449957
8,3,0.6792080728515035
9,3,0.9373558237984511
10,3,0.9630763843562391
11,3,0.9637951929247275
12,4,0.7439529455008016
