chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
18,11,7,6,3,1,2,word2,-1.3310280628104465,-6.258362220680979,-4.794719027039365,object1,-0.07817732792488889
18,11,7,7,1,3,2,word2,-7.043640615655039,-25.276715092888097,-20.505831857088822,object1,-0.009797166064158161
18,11,7,8,3,1,2,word2,-7.392594354634662,-27.933379944527662,-25.703113127403896,object1,-0.004289687187132013
18,11,7,5,2,4,2,word2,-1.3070947975166547,-17.153772285870332,-26.207568300761768,object1,-0.26980489995743034
18,11,7,6,4,2,2,word2,-12.077079108285567,-52.77714980080832,-79.42954511745111,object1,-0.014605738129382918
18,11,7,7,2,4,2,word2,-11.11597994962364,-53.02856845378014,-91.5980576916748,object1,-0.006170479996100934
18,11,7,8,4,2,2,word2,-11.637999995804732,-55.87547023032818,-96.63615883170975,object1,-0.0042752651066841965
18,11,7,9,1,4,3,word1_word2,-1.4349350387575441,-18.11429096808112,-40.20635137609226,object1,-0.2669250239151466
18,11,7,10,4,1,3,word2,-3.523242181103674,-11.137538715574896,-6.256316353110547,object1,-0.06235872499579294
18,11,7,11,1,4,3,word2,-6.953340926960173,-25.299744729598405,-20.17453651372426,object1,-0.009194404281854139
18,11,7,12,4,1,3,word2,-7.277838408993267,-27.984491141754106,-27.71921040229375,object1,-0.003941612642664041
18,11,7,9,2,3,3,word2,-5.288268082633941,-27.06735343227817,-31.974202505837997,object1,-0.1991809692721386
18,11,7,10,3,2,3,word2,-9.904704063024418,-46.20356401303869,-87.20770283247576,object1,-0.017872471618420784
18,11,7,11,2,3,3,word2,-11.581123889589273,-56.28060823071185,-86.63663661331191,object1,-0.005336627678446592
18,11,7,12,3,2,3,word2,-10.495052178125814,-53.26957101841432,-100.76570352909846,object1,-0.0030866284000756663
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
19,11,7,1,1,2,1,word1_word2,-0.20015426616283005,-2.2057586839424843,-4.145565578218648,object1,-0.2418798156775018
19,11,7,2,2,1,1,word1_word2,-0.30313360184681326,-1.5011719003041044,-0.8724225469416423,object1,-0.022564162139333765
19,11,7,3,1,2,1,word2,-1.567463847218093,-1.6059157218628644,-0.8183420365119217,object1,-0.05938018804137119
19,11,7,4,2,1,1,word2,-6.338758091477512,-19.092548771229424,-9.015827857665698,object1,-0.009137324476527571
19,11,7,1,3,4,1,word1_word2,-0.04447500861099841,-3.9520872144175243,-4.690333813681247,object1,-0.23213159470420425
19,11,7,2,4,3,1,word1,-0.23089545445922977,-2.0426610134722303,-0.6330779543355315,object1,-0.11205824822048613
19,11,7,3,3,4,1,word1,-7.124968388283939,-0.0008050824536560253,-0.0011241154062595659,object1,-0.012565158457585095
19,11,7,4,4,3,1,word1,-7.40006861312106,-0.0006113976898057067,-0.0009432630566000068,object1,-0.005963581205029383
19,11,7,5,1,3,2,word1_word2,-0.05517154398219051,-11.220591588936905,-0.26432513975864314,object1,-0.2391412744661827
19,11,7,6,3,1,2,word1,-1.2187976952916735,-0.35517260890787844,-3.8575157081651135,object1,-0.12880582613089012
19,11,7,7,1,3,2,word1,-6.6648847993820235,-0.0012757209198940393,-0.0010185592987053422,object1,-0.009086560818256439
19,11,7,8,3,1,2,word1,-7.324639169194194,-0.0006593147466648642,-0.0009548048066712738,object1,-0.005884693115695315
19,11,7,5,2,4,2,word1_word2,-0.04142423149974652,-11.58273649400875,-0.7476393914949853,object1,-0.24592771786470125
19,11,7,6,4,2,2,word1,-1.1639236077771926,-0.3841397233612439,-3.629011749247715,object1,-0.12464309988492873
19,11,7,7,2,4,2,word1,-6.618412118456303,-0.001336488718644558,-0.0010338981238202263,object1,-0.010148090280454452
19,11,7,8,4,2,2,word1,-7.187929020518078,-0.0007559381029284995,-0.0009395081086651771,object1,-0.004820702429789378
19,11,7,9,1,4,3,word1_word2,-0.002526081734846031,-6.169198191994795,-0.0047518610379847104,object1,-0.1822721300115631
19,11,7,10,4,1,3,word1,-2.2285841135569466,-0.11416881736691477,-0.5375235156372025,object1,-0.08843745511858118
19,11,7,11,1,4,3,word1,-6.702608859926798,-0.001228464698181552,-0.0010322470331711455,object1,-0.007845721993660086
19,11,7,12,4,1,3,word1,-7.300168914597336,-0.0006756528903082611,-0.0009700092408859373,object1,-0.00523533691937624
19,11,7,9,2,3,3,word1_word2,-0.002042150991009353,-7.885147740795897,-0.020269244288154922,object1,-0.18931070511331544
19,11,7,10,3,2,3,word1,-2.202427028208476,-0.11727540017545468,-0.5114246338701403,object1,-0.08684587448746955
19,11,7,11,2,3,3,word1,-6.438340691676652,-0.0016003482763302906,-0.0010829447997587071,object1,-0.00934615497000313
19,11,7,12,3,2,3,word1,-7.33906028937295,-0.0006498718526090429,-0.0009667773998476031,object1,-0.004537205007918436
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
1,11,7,1,1,2,1,word1_word2,-0.1040080187075425,-2.6303393820762544,-4.8722034881437155,object1,-0.22131995496889934
1,11,7,2,2,1,1,word1_word2,-0.5760168598804647,-4.369584641871057,-1.6601513138341082,object1,-0.022719981300334032
1,11,7,3,1,2,1,word2,-1.1776316557409885,-1.4823543283732585,-0.29096538045211245,object1,-0.07749417192506121
1,11,7,4,2,1,1,word2,-6.352298666232949,-16.318743974171536,-8.038970046386762,object1,-0.009845467853795826
1,11,7,1,3,4,1,word1_word2,-0.1075294946009075,-2.9582203321369462,-3.387967573566396,object1,-0.20719328954971653
1,11,7,2,4,3,1,word1_word2,-0.5425846373403792,-3.08945658656609,-0.5885673593319468,object1,-0.02361805567670612
1,11,7,3,3,4,1,word1,-1.21988448259453,-1.6198819078644109,-0.3822064938029417,object1,-0.062150455746322
1,11,7,4,4,3,1,word1,-6.442617296389718,-0.0015935873555735912,-0.0013213232442091298,object1,-0.007864206612289067
1,11,7,5,1,3,2,word1_word2,-0.0410470494161429,-11.252612918434817,-1.4951418155275427,object2,-0.2333639089122283
1,11,7,6,3,1,2,word1,-1.3130128942762553,-0.3196522346347947,-3.549403640604581,object1,-0.12419559613726408
1,11,7,7,1,3,2,word1,-6.165611985769439,-0.002102801543609026,-0.0010808707490674964,object1,-0.00969747052233963
1,11,7,8,3,1,2,word1,-7.393902892173586,-0.0006151802064717814,-0.0009465067093880463,object1,-0.0037836630693402285
1,11,7,5,2,4,2,word1_word2,-0.025638342137902562,-12.048384457041537,-0.9866108302224035,object2,-0.22747534203620937
1,11,7,6,4,2,2,word1_word2,-1.1619095273425943,-0.3803457987354939,-2.1762529300984603,object1,-0.015979309572523817
1,11,7,7,2,4,2,word2,-2.887929003990948,-4.952515537607489,-0.26447360777330603,object1,-0.0762068774565246
1,11,7,8,4,2,2,word2,-6.170195939091943,-12.82878253525211,-9.707437874652317,object1,-0.008528432512924244
1,11,7,9,1,4,3,word1_word2,-0.0022529220732750124,-6.613122635402842,-6.361804904151718,object1,-0.16590196610291683
1,11,7,10,4,1,3,word1_word2,-0.5837251789637463,-1.515262763922113,-0.47085514554056646,object1,-0.01615994112838192
1,11,7,11,1,4,3,word1,-2.1876773166266386,-0.297672267453132,-0.5641129413983421,object1,-0.04989467574646486
1,11,7,12,4,1,3,word1,-5.916810682874182,-0.002706018859944487,-0.0016681252986128108,object1,-0.0063781012568520975
1,11,7,9,2,3,3,word1_word2,-0.53972605441448,-14.406674806286322,-0.03902864613492344,object1,-0.16506328384338276
1,11,7,10,3,2,3,word1,-2.1085864362810867,-0.13017854988571637,-5.483439387805517,object1,-0.13088100294081326
1,11,7,11,2,3,3,word1,-6.107831292493279,-0.002228088207445414,-0.0011070017504728157,object1,-0.00972680892201065
1,11,7,12,3,2,3,word1,-7.622694844014119,-0.0004893413850286259,-0.0009688279764006873,object1,-0.005478018871431789
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
20,11,7,1,1,2,1,word1_word2,-0.1341715728072863,-2.432421493715303,-3.2610989341532712,object1,-0.21492327315624196
20,11,7,2,2,1,1,word1_word2,-0.3560367011485362,-1.7631523128687228,-0.23499528366397193,object1,-0.024836538399757004
20,11,7,3,1,2,1,word1,-1.441721549669822,-0.6691358181041344,-1.0764025908173434,object1,-0.07084073426143728
20,11,7,4,2,1,1,word1,-6.139553831930815,-0.002158693174006669,-0.0013753425888047024,object1,-0.00820376695691063
20,11,7,1,3,4,1,word1_word2,-0.1967732627178975,-2.728973365444095,-5.204715577111039,object1,-0.24978003286702663
20,11,7,2,4,3,1,word1_word2,-0.562455107905059,-1.4143407261016279,-0.5185073485620713,object1,-0.02168044544725256
20,11,7,3,3,4,1,word1,-1.5148518188925824,-0.3457054301565794,-1.2253346452635085,object1,-0.07489613846224888
20,11,7,4,4,3,1,word1,-6.580201031219976,-0.0013885507625346208,-0.001960387113067323,object1,-0.010003873083020287
20,11,7,5,1,3,2,word1_word2,-0.07504362525973123,-2.6272300118102057,-1.687427937027504,object1,-0.22994175648685658
20,11,7,6,3,1,2,word1,-1.2248812763307058,-0.38066049752736225,-0.07428904439516688,object1,-0.07432799830950498
20,11,7,7,1,3,2,word1,-6.666254223609831,-0.0012739704975928323,-0.0010334485822677984,object1,-0.008477062453845554
20,11,7,8,3,1,2,word1,-7.245440654897298,-0.000713674324206444,-0.0008780825772431118,object1,-0.0032088981476004704
20,11,7,5,2,4,2,word1_word2,-0.019647681828253362,-3.944338426383709,-1.4453070493604159,object1,-0.23500537548850772
20,11,7,6,4,2,2,word1,-1.1693763703494753,-0.38468595140851725,-0.17737169482234266,object1,-0.07926748210309635
20,11,7,7,2,4,2,word1,-6.783021580879125,-0.0011334892738527618,-0.0010823786204384683,object1,-0.009806395987374478
20,11,7,8,4,2,2,word1,-7.46951957578702,-0.0005703647985306299,-0.0008942262526686643,object1,-0.004127484357428075
20,11,7,9,1,4,3,word1,-0.39979886060039854,-1.1100428055554943,-0.07438133991384542,object1,-0.19673201706089843
20,11,7,10,4,1,3,word1,-9.897271917143962,-0.00005031301530596858,-0.00003659585350318191,object1,-0.013621002717878429
20,11,7,11,1,4,3,word1,-10.055276691906375,-0.00004295939407406649,-0.00005202963831860008,object1,-0.00684950976245067
20,11,7,12,4,1,3,word1,-9.494872487271355,-0.0000752394496785273,-0.00005741105996287972,object1,-0.004381993812701826
20,11,7,9,2,3,3,word1_word2,-1.0241774720938996,-0.4448690575250894,-0.029240387131324024,object1,-0.17483086296281228
20,11,7,10,3,2,3,word1,-2.1012552561525553,-0.13100136003082968,-0.013545198866038832,object1,-0.0553030021497597
20,11,7,11,2,3,3,word1,-6.722019397652004,-0.001204830368692298,-0.0011239613239446198,object1,-0.010896923732421042
20,11,7,12,3,2,3,word1,-7.347058289492421,-0.000644693234510863,-0.0009181118924442092,object1,-0.004175359680749864
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
21,11,7,1,1,2,1,word1_word2,-0.11290675766354863,-3.6530548090811266,-3.921803265549606,object1,-0.22564854181049646
21,11,7,2,2,1,1,word1_word2,-0.25554282931416233,-3.2245505520360673,-0.32473840331159204,object1,-0.02333678089673891
21,11,7,3,1,2,1,word2,-1.099957288796805,-0.9084346768652303,-0.8429092306883207,object1,-0.05765451240526727
21,11,7,4,2,1,1,word2,-6.272390949949161,-18.434394604191077,-8.59366063967516,object1,-0.01085869956880726
21,11,7,1,3,4,1,word2,-0.24919062783955676,-5.511673056411077,-2.7016534670773957,object2,-0.35808818734877423
21,11,7,2,4,3,1,word2,-11.753790746388601,-49.248129972130464,-73.1024243060862,object1,-0.023446782710848588
21,11,7,3,3,4,1,word2,-10.86857298922577,-48.14432052805993,-76.86831858176971,object1,-0.009366369095007663
21,11,7,4,4,3,1,word2,-11.680913051771286,-55.449059017659025,-85.20025854097493,object1,-0.004690845520426644
21,11,7,5,1,3,2,word1_word2,-0.046139644724199486,-11.843970992291418,-22.755974787571198,object2,-0.2938206941575533
21,11,7,6,3,1,2,word2,-1.763224628767915,-6.951626288045336,-2.52558679304603,object1,-0.07881458259780973
21,11,7,7,1,3,2,word2,-6.941887918687334,-23.86345647312745,-17.743388785260358,object1,-0.010915023713095964
21,11,7,8,3,1,2,word2,-7.471758928443648,-29.61697368104938,-23.35459179509165,object1,-0.004447546538458037
21,11,7,5,2,4,2,word1_word2,-0.06910938133796667,-12.414479813549988,-25.67960252824642,object1,-0.2961836604580824
21,11,7,6,4,2,2,word2,-1.082717093763286,-5.2291570229626565,-3.1896843143965725,object1,-0.0707484145206744
21,11,7,7,2,4,2,word2,-6.95647990147028,-23.422226204940436,-19.54565159760388,object1,-0.010703954299057638
21,11,7,8,4,2,2,word2,-7.508807104659832,-28.181947151052633,-24.4450625431083,object1,-0.003925269174335882
21,11,7,9,1,4,3,word2,-1.153582450098966,-15.593355507196225,-32.14276391751554,object1,-0.18903563445585736
21,11,7,10,4,1,3,word2,-10.613707010468472,-49.44040413927831,-60.11600998741743,object1,-0.017124883973045485
21,11,7,11,1,4,3,word2,-9.667478122229548,-43.45600275332145,-86.47380561938799,object1,-0.004824501582168373
21,11,7,12,4,1,3,word2,-10.495524981988613,-52.8949356008178,-78.85696976667992,object1,-0.003503349893417554
21,11,7,9,2,3,3,word2,-2.097392024207455,-18.2842103453735,-29.717262886490435,object2,-0.2005765536900243
21,11,7,10,3,2,3,word2,-10.34682256180298,-46.001116089211514,-61.72297619935325,object1,-0.01632464969176579
21,11,7,11,2,3,3,word2,-9.665083563814937,-44.66155780366455,-81.37407529327993,object1,-0.007090230716366121
21,11,7,12,3,2,3,word2,-10.643192153617683,-52.43806772839051,-80.4226859752384,object1,-0.0031952955064770837
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
22,11,7,1,1,2,1,word1_word2,-0.08772373451174427,-4.288593194650211,-4.632139275682601,object1,-0.21975515549225355
22,11,7,2,2,1,1,word1_word2,-0.2796081758050946,-1.6918095638820851,-0.7375588428476565,object1,-0.022217630011629585
22,11,7,3,1,2,1,word1_word2,-0.8292464390310172,-0.8813424225208345,-0.5320478514576247,object1,-0.008007005455031864
22,11,7,4,2,1,1,word2,-2.441348349176323,-1.3098346964063765,-0.6613849166020298,object1,-0.04522159002778517
22,11,7,1,3,4,1,word1_word2,-0.14565844943504658,-4.122887098920874,-2.5135810130546337,object2,-0.21748385876912638
22,11,7,2,4,3,1,word1_word2,-0.19402199336856185,-2.101688077266825,-0.5884396654015979,object1,-0.022409472386489687
22,11,7,3,3,4,1,word1_word2,-1.5477902417387812,-0.9590204714436261,-0.899924465368965,object1,-0.0069642454909765745
22,11,7,4,4,3,1,word1,-1.648377403502703,-0.6836681890220042,-0.5205873363479687,object1,-0.03869516992319915
22,11,7,5,1,3,2,word1_word2,-0.012665287582457604,-9.928051392139416,-3.758245976869947,object2,-0.22817707398078726
22,11,7,6,3,1,2,word1,-0.4746851443824235,-1.0299009076848018,-0.9625635216345679,object1,-0.09636453518928532
22,11,7,7,1,3,2,word1,-6.998943437989505,-0.0009132635621043291,-0.0011732264496374125,object1,-0.0103571889005031
22,11,7,8,3,1,2,word1,-7.363673472207768,-0.0006340666695195327,-0.0008719693906799121,object1,-0.004940445386662427
22,11,7,5,2,4,2,word1_word2,-0.023409588778544977,-9.413459010004289,-2.5193106170455906,object1,-0.23558637373354496
22,11,7,6,4,2,2,word1,-0.6576067723797152,-0.9234549694505071,-1.520510993736835,object1,-0.10147157270778895
22,11,7,7,2,4,2,word1,-6.501862905121777,-0.0015017719136931154,-0.0010422857223969706,object1,-0.00981318568753858
22,11,7,8,4,2,2,word1,-7.2023356925188295,-0.0007451215889045648,-0.0009133630818975566,object1,-0.004231760030972943
22,11,7,9,1,4,3,word1_word2,-0.009720684166488422,-4.667781453191438,-0.41959691806489374,object1,-0.16173123847353815
22,11,7,10,4,1,3,word1,-1.9381168749842885,-0.15774289374499337,-0.28657283933198474,object1,-0.07710881603631044
22,11,7,11,1,4,3,word1,-6.439988060060759,-0.0015977496022293522,-0.0010394687336762706,object1,-0.009117424819482828
22,11,7,12,4,1,3,word1,-7.248171830517048,-0.0007117271261361147,-0.0009293973969608638,object1,-0.00472500036094326
22,11,7,9,2,3,3,word1_word2,-0.002057971718826843,-6.9980272041296665,-0.3294426171830658,object1,-0.17309428121486933
22,11,7,10,3,2,3,word1,-1.9367931885762941,-0.15863891130928587,-0.3656408026093399,object1,-0.08295922495788653
22,11,7,11,2,3,3,word1,-6.53639058269943,-0.0014507857588786262,-0.001156792485804991,object1,-0.01114488645629514
22,11,7,12,3,2,3,word1,-7.379043676285369,-0.0006243924316996942,-0.0009166726373733811,object1,-0.0037729872706474582
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
23,11,7,1,1,2,1,word1_word2,-0.07777885956490495,-4.893697208854992,-5.946793104489225,object2,-0.21925018425743942
23,11,7,2,2,1,1,word1_word2,-0.30979732817647937,-2.17137265727483,-0.4707223844746373,object1,-0.017562249226019105
23,11,7,3,1,2,1,word2,-0.9055210652099851,-1.0919773152332013,-0.8865043863753731,object1,-0.06581541621164635
23,11,7,4,2,1,1,word2,-6.53736708083355,-16.839637156469756,-8.150344112800912,object1,-0.009602930989117759
23,11,7,1,3,4,1,word1_word2,-0.052985967704337604,-3.8736679928012556,-1.6034992069051481,object2,-0.22332419329859007
23,11,7,2,4,3,1,word2,-0.20337893195421938,-3.272720821724782,-0.713623068499853,object1,-0.11663476600662358
23,11,7,3,3,4,1,word2,-6.8528062598986565,-22.851813720136573,-15.461050866588758,object1,-0.0164216929693025
23,11,7,4,4,3,1,word2,-7.529508894082402,-26.727895432195062,-24.212695962667517,object1,-0.004885750097788414
23,11,7,5,1,3,2,word1_word2,-0.08840462537072835,-10.420819651103884,-19.229541610624896,object2,-0.23133862476497594
23,11,7,6,3,1,2,word2,-0.7298508259168096,-3.916472207691374,-3.6457485600033728,object1,-0.07463350315417577
23,11,7,7,1,3,2,word2,-7.017868308007635,-23.099984377220256,-20.314773612282213,object1,-0.009562482319520327
23,11,7,8,3,1,2,word2,-7.256933095674258,-25.7203961832439,-23.72590458132607,object1,-0.004063981223879511
23,11,7,5,2,4,2,word1_word2,-0.028668189238864338,-11.49818162848373,-16.770800190952478,object1,-0.25671672656390543
23,11,7,6,4,2,2,word2,-2.263219609374289,-6.491835437426527,-2.578001823234857,object2,-0.07873275327413458
23,11,7,7,2,4,2,word2,-6.924715156361941,-22.140895433485696,-17.210891366464043,object1,-0.010499899633093345
23,11,7,8,4,2,2,word2,-7.296725275015771,-26.94329395838514,-23.865447056685575,object1,-0.004805139585047855
23,11,7,9,1,4,3,word2,-0.30785571646260834,-13.659677459935278,-26.229381708207715,object1,-0.1935191550047458
23,11,7,10,4,1,3,word2,-10.201947961713692,-46.815481632821495,-63.75078188829669,object1,-0.013890736573595675
23,11,7,11,1,4,3,word2,-9.568032705617068,-46.804901857518054,-77.21751739365351,object1,-0.006068724109832503
23,11,7,12,4,1,3,word2,-9.823299666143667,-48.611374034638295,-76.87420143404445,object1,-0.0028378297163057275
23,11,7,9,2,3,3,word1_word2,-0.5127747916210019,-14.598682393116292,-24.257723063761038,object1,-0.17419365291330463
23,11,7,10,3,2,3,word2,-1.9536981893244771,-6.734694813941715,-5.398661030208773,object1,-0.06451835428855972
23,11,7,11,2,3,3,word2,-6.9896704362232525,-23.890963669913482,-19.49190061664386,object1,-0.0066202977300321405
23,11,7,12,3,2,3,word2,-7.373912750320757,-27.23513054553254,-27.299765080673914,object1,-0.0027276402491490147
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
24,11,7,1,1,2,1,word1_word2,-0.09236430019207016,-2.637666324349457,-2.9534863009893506,object1,-0.20970543685762205
24,11,7,2,2,1,1,word1_word2,-0.37327770480622385,-2.985901196191385,-0.3847188512753376,object1,-0.020657277043122892
24,11,7,3,1,2,1,word1_word2,-1.0047344609798048,-0.5813136818076146,-0.5661661296195035,object1,-0.007844793506896031
24,11,7,4,2,1,1,word2,-2.096839138824251,-1.4478201104989241,-0.5707510086472442,object1,-0.05047563728991133
24,11,7,1,3,4,1,word1_word2,-0.09612204002695181,-4.5121119920705235,-5.018147342363683,object2,-0.200124708288741
24,11,7,2,4,3,1,word1_word2,-0.3024630753563927,-2.1619024222294314,-0.5354913952275934,object1,-0.025344290267067353
24,11,7,3,3,4,1,word1,-1.3454574834427042,-0.9331840801151472,-0.8668571649405691,object1,-0.06765375732904268
24,11,7,4,4,3,1,word1,-6.607428842800933,-0.001351259561953653,-0.001461551595962664,object1,-0.009028060371508473
24,11,7,5,1,3,2,word1_word2,-0.008065813192445084,-9.605535078442971,-2.3047901867398153,object1,-0.22988585791444832
24,11,7,6,3,1,2,word1_word2,-0.6830158671950777,-0.7835970939587681,-2.335136131607948,object1,-0.020215382142638575
24,11,7,7,1,3,2,word2,-1.9425610932934525,-3.704122906943592,-0.1685485636989998,object1,-0.07468146240540449
24,11,7,8,3,1,2,word2,-6.520876573088184,-17.767360056868977,-9.437784822975674,object1,-0.007028265155266448
24,11,7,5,2,4,2,word1_word2,-0.03753027165417686,-10.627315498982384,-2.736657733611658,object1,-0.2355582159139945
24,11,7,6,4,2,2,word1,-0.9777387108419511,-0.4905933158524007,-2.4416608708676226,object2,-0.11834641377897594
24,11,7,7,2,4,2,word1,-6.535938085843524,-0.0014514286606228737,-0.0012178755214496486,object1,-0.013849042840455293
24,11,7,8,4,2,2,word1,-7.257104298581979,-0.0007053957138509866,-0.0009089716776049132,object1,-0.004027333606124409
24,11,7,9,1,4,3,word1_word2,-0.259562346043232,-12.615582270415375,-0.030246933822194632,object1,-0.18234135910510593
24,11,7,10,4,1,3,word1,-2.528896579649475,-0.08353377254395686,-4.868426343038802,object1,-0.1291767031899794
24,11,7,11,1,4,3,word1,-6.084668998831331,-0.002281538807048774,-0.0009684388260408377,object1,-0.005445888475007903
24,11,7,12,4,1,3,word1,-7.313665796310001,-0.0006665919190212588,-0.0009262156639612221,object1,-0.004759807672548882
24,11,7,9,2,3,3,word1_word2,-0.0026517711529835263,-6.010528208969912,-7.33781943616124,object1,-0.1731004697525039
24,11,7,10,3,2,3,word1_word2,-0.8026950614160705,-0.8474713299223282,-0.32879724463280274,object2,-0.014428400570051925
24,11,7,11,2,3,3,word1,-1.6917938519124556,-0.4194745960067153,-0.8287573570874524,object1,-0.05621149596117269
24,11,7,12,3,2,3,word1,-6.049162923302164,-0.0023651238896835237,-0.0019414801585994285,object1,-0.009482530490797983
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
25,11,7,1,1,2,1,word2,-0.2848035698899131,-2.9740600295900883,-2.3778745620277846,object1,-0.3387873351945479
25,11,7,2,2,1,1,word2,-11.750875836330827,-49.09294097890299,-74.7128267093934,object1,-0.022749697152104224
25,11,7,3,1,2,1,word2,-11.683929124645061,-54.05766892247855,-80.06687465773672,object1,-0.009639952535117461
25,11,7,4,2,1,1,word2,-11.627225763493763,-56.908989823941944,-88.33052838909732,object1,-0.005618060845020514
25,11,7,1,3,4,1,word1_word2,-0.14094841922586102,-2.137065935538917,-4.23660027294238,object1,-0.2272502632611964
25,11,7,2,4,3,1,word2,-0.5315991671064354,-3.7996948396486054,-0.9000691078459333,object1,-0.10906155068921462
25,11,7,3,3,4,1,word2,-6.815569300055772,-22.608840724360984,-17.672901982429355,object1,-0.013198875917725257
25,11,7,4,4,3,1,word2,-7.2262831240845795,-23.044481447127993,-25.490590709993658,object1,-0.004862852740875617
25,11,7,5,1,3,2,word1_word2,-0.9737520936361082,-15.604368586099456,-17.765276884649342,object2,-0.2556664887817932
25,11,7,6,3,1,2,word2,-1.082489661452172,-5.063979463968124,-3.9120400880013655,object1,-0.07648504264493328
25,11,7,7,1,3,2,word2,-7.350031061228866,-27.702458531307187,-18.407873780190734,object1,-0.007151798328396661
25,11,7,8,3,1,2,word2,-7.137947504592585,-25.820142143807466,-26.248538024795923,object1,-0.0034013311674202323
25,11,7,5,2,4,2,word1_word2,-0.5708815712666963,-15.549473074598922,-17.914037707412486,object1,-0.24680862605903534
25,11,7,6,4,2,2,word2,-1.8655851573423343,-7.191458414077282,-3.380083859202726,object1,-0.0788522926153569
25,11,7,7,2,4,2,word2,-6.99144666226886,-24.33977105390476,-19.02230478962574,object1,-0.009799499733685187
25,11,7,8,4,2,2,word2,-7.545575760129333,-28.03543549243104,-26.859551455026814,object1,-0.004503247672279203
25,11,7,9,1,4,3,word2,-2.699194074030626,-22.43703784965354,-26.05518296212072,object1,-0.1776802741593343
25,11,7,10,4,1,3,word2,-10.072789480622577,-45.13079627333376,-74.16901635663919,object1,-0.014473049053467597
25,11,7,11,1,4,3,word2,-10.250776985988619,-48.83315725981957,-75.83423401893164,object1,-0.006552825497815357
25,11,7,12,4,1,3,word2,-9.463373980298103,-47.402062552902755,-91.09937386243276,object1,-0.003982518250830628
25,11,7,9,2,3,3,word2,-2.0239942133066013,-21.049345942412078,-28.885910721568603,object1,-0.18797075896687626
25,11,7,10,3,2,3,word2,-9.962193184048273,-43.895150531411126,-72.39054553851696,object1,-0.012932847756492921
25,11,7,11,2,3,3,word2,-10.7944874754189,-52.95338561917815,-76.72737226715046,object1,-0.0053831423091535375
25,11,7,12,3,2,3,word2,-10.001564242528357,-49.1230725514552,-91.21269711486065,object1,-0.0030971779603126137
chainNum,alpha,costWeight,time,speakerID,listenerID,partnerID,utt,longUttScore,word1Score,objectPicked,object1Score
26,11,7,1,1,2,1,word1_word2,-0.20048521800576688,-3.12512975090954,-3.5585547250974017,object1,-0.23677855076309812
26,11,7,2,2,1,1,word1,-0.2125123667296195,-2.150119725784073,-1.145607131120057,object1,-0.1173697909706144
26,11,7,3,1,2,1,word1,-6.7722896377054544,-0.0011457261216190938,-0.0011791070042334872,object1,-0.012432556891895145
26,11,7,4,2,1,1,word1,-7.275321282885238,-0.0006926574599006598,-0.0009012741895055938,object1,-0.00492181784695986
26,11,7,1,3,4,1,word1_word2,-0.15023395733541262,-2.048717787710885,-2.895342140118505,object2,-0.22992073445846783
26,11,7,2,4,3,1,word1,-0.6204107584501594,-1.0335484383740443,-0.4795678749631963,object1,-0.1001977515657871
26,11,7,3,3,4,1,word1,-6.674062948482716,-0.0012640545548112943,-0.0010327742771618325,object1,-0.012234900586586368
26,11,7,4,4,3,1,word1,-7.635783019852892,-0.00048297699208532164,-0.0009001639411181378,object1,-0.005137664482838975
26,11,7,5,1,3,2,word1,-0.09021416947147995,-2.4505598187198245,-0.4945251503031223,object1,-0.27387027278304416
26,11,7,6,3,1,2,word1,-10.446845857267618,-0.00002904014609409395,-0.000012877611734264233,object1,-0.019002904964723392
26,11,7,7,1,3,2,word1,-10.74677088366431,-0.000021515001408909962,-0.000015655633212967037,object1,-0.007578671592487506
26,11,7,8,3,1,2,word1,-10.315027200709666,-0.000033132011280256115,-0.00001343654569470706,object1,-0.003815963400202848
26,11,7,5,2,4,2,word1_word2,-0.5566588995188582,-0.8512588846452473,-0.2719054651270376,object1,-0.2368961868206264
26,11,7,6,4,2,2,word1,-1.3311295567158157,-0.319237537029636,-0.051443689787889914,object1,-0.06891073693271448
26,11,7,7,2,4,2,word1,-6.509083774622479,-0.0014909557817510243,-0.001029455086177586,object1,-0.010215080420645988
26,11,7,8,4,2,2,word1,-7.419035018663288,-0.0005999075013570261,-0.0008657652796078444,object1,-0.00436865862922755
26,11,7,9,1,4,3,word1,-2.843285584140468,-0.059998463020541265,-0.032900345233777245,object1,-0.19698908619435315
