alpha,costWeight,priorSigma,time,partnerID,prediction
5,5,1,8,2,-6.075541054006955
5,5,1,9,3,-4.496553888736651
1,1,1,1,1,-2.2545222314727327
1,1,1,2,1,-2.14846400522585
1,1,1,3,1,-2.122025228329038
1,1,1,4,1,-2.0907489171125246
1,1,1,5,2,-2.205150906801129
1,1,1,6,2,-2.333592642804762
1,1,1,7,2,-2.255612402196344
1,1,1,8,2,-2.4275229855514753
1,1,1,9,3,-2.2497175735421666
6,0,1,1,1,-0.0743807608455348
6,0,1,2,1,-0.0760616178579636
6,0,1,3,1,-0.668435028511877
6,0,1,4,1,-0.6864983889025313
6,0,1,5,2,-0.08057950194343372
6,0,1,6,2,-0.11163498897986919
6,0,1,7,2,-0.2110645517156566
6,0,1,8,2,-0.2100632151983083
6,0,1,9,3,-0.11360335420647782
6,1,1,1,1,-0.24614701659626273
6,1,1,2,1,-0.18102424770695608
6,1,1,3,1,-0.3673844662904139
6,1,1,4,1,-0.4847036919809922
6,1,1,5,2,-0.0775893012711765
6,1,1,6,2,-0.2669252637394193
6,1,1,7,2,-1.1359380852227021
6,1,1,8,2,-0.9322485981117827
6,1,1,9,3,-0.09273935328915515
6,2,1,1,1,-0.6389222486736337
6,2,1,2,1,-0.4723893343804518
6,2,1,3,1,-0.8393003075426179
6,2,1,4,1,-1.8338940542678037
6,2,1,5,2,-0.24765272524981077
6,2,1,6,2,-0.7058790209766129
6,2,1,7,2,-1.9463431216072615
6,2,1,8,2,-2.1150651627469523
6,2,1,9,3,-0.7753380475625508
6,3,1,1,1,-1.2982831917399054
6,3,1,2,1,-4.290142756154137
6,3,1,3,1,-4.147379027803239
6,3,1,4,1,-4.469031176293855
6,3,1,5,2,-1.2131872510746646
6,3,1,6,2,-1.2602832799381414
6,3,1,7,2,-1.5722688993326939
6,3,1,8,2,-2.8945897099946905
6,3,1,9,3,-1.4713414082815106
6,4,1,1,1,-2.028210449081511
6,4,1,2,1,-1.7691984396827323
6,4,1,3,1,-3.893050824695524
6,4,1,4,1,-4.2243686766622215
6,4,1,5,2,-1.5880239446864197
6,4,1,6,2,-4.972342059755789
6,4,1,7,2,-5.25154530518228
6,4,1,8,2,-5.217752963252495
6,4,1,9,3,-2.591292700082496
6,5,1,1,1,-3.1114652779152987
6,5,1,2,1,-6.4288815755484325
6,5,1,3,1,-6.593871953795388
6,5,1,4,1,-6.374003948387316
6,5,1,5,2,-3.1057929232421455
6,5,1,6,2,-6.093790053361995
6,5,1,7,2,-6.377341046549464
6,5,1,8,2,-6.358098269667618
6,5,1,9,3,-3.710464709735211
6,6,1,1,1,-3.925801063034646
6,6,1,2,1,-7.354470485151052
6,6,1,3,1,-7.440226774057248
6,6,1,4,1,-7.5063769809634735
6,6,1,5,2,-4.113785989292657
6,6,1,6,2,-7.313280176471201
6,6,1,7,2,-7.5190012446516805
6,6,1,8,2,-7.199365626847261
6,6,1,9,3,-4.403419727732322
7,0,1,1,1,-0.02888529069527664
7,0,1,2,1,-0.02662822587047479
7,0,1,3,1,-0.052652969793018436
7,0,1,4,1,-0.16921961556443763
7,0,1,5,2,-0.009522009824458265
7,0,1,6,2,-0.037238119982069995
7,0,1,7,2,-0.08974946643321147
7,0,1,8,2,-0.15391419483551685
7,0,1,9,3,-0.014362849744236052
7,1,1,1,1,-0.0872630291457259
7,1,1,2,1,-0.09836928274104657
7,1,1,3,1,-0.18453076929529114
7,1,1,4,1,-0.23775869922986628
7,1,1,5,2,-0.04323439616855568
7,1,1,6,2,-2.1677185014453064
7,1,1,7,2,-1.203131052617798
7,1,1,8,2,-1.0341947796536946
7,1,1,9,3,-0.10075008236645996
7,2,1,1,1,-0.18421353162344548
7,2,1,2,1,-0.21295615766851655
7,2,1,3,1,-0.4514222007574872
7,2,1,4,1,-0.5669332768523194
7,2,1,5,2,-0.05323331690944506
7,2,1,6,2,-0.2532946792165447
7,2,1,7,2,-0.44673169293689324
7,2,1,8,2,-0.7095485852256241
7,2,1,9,3,-0.07118517907058747
2,0,1,1,1,-0.9903232033362609
2,0,1,2,1,-0.8916349228650343
2,0,1,3,1,-0.8506513629692024
2,0,1,4,1,-0.8596546751519148
2,0,1,5,2,-0.8724865071897852
2,0,1,6,2,-0.8740653802670826
2,0,1,7,2,-0.8830254326259063
2,0,1,8,2,-0.8973441754904358
2,0,1,9,3,-0.8446206564949837
7,3,1,1,1,-0.48410194711023097
7,3,1,2,1,-0.5356539969254239
7,3,1,3,1,-2.908742469006457
7,3,1,4,1,-3.1925650085096278
7,3,1,5,2,-0.46005911100307806
7,3,1,6,2,-0.8065601142363761
7,3,1,7,2,-2.8743546890589453
7,3,1,8,2,-3.1539568833354967
7,3,1,9,3,-0.7417360826858665
7,4,1,1,1,-0.7056461071571558
7,4,1,2,1,-1.0266764335790628
7,4,1,3,1,-3.9645605994275437
7,4,1,4,1,-4.17970068896195
7,4,1,5,2,-0.7319163804700821
7,4,1,6,2,-1.7325663377061054
7,4,1,7,2,-1.9474299115700813
7,4,1,8,2,-3.5486064341324597
7,4,1,9,3,-1.43027626051847
7,5,1,1,1,-1.8554336390279345
7,5,1,2,1,-6.748193446778112
7,5,1,3,1,-6.867935615383306
7,5,1,4,1,-6.911424163150355
7,5,1,5,2,-2.2509257458655334
7,5,1,6,2,-7.048852644978323
7,5,1,7,2,-6.8642074354652
7,5,1,8,2,-6.748124317113537
7,5,1,9,3,-3.590757491812676
7,6,1,1,1,-2.546128226910371
7,6,1,2,1,-7.726948809911839
7,6,1,3,1,-7.838194682275958
7,6,1,4,1,-8.025760209500143
7,6,1,5,2,-2.3021995722954856
7,6,1,6,2,-7.82593517633079
7,6,1,7,2,-7.901838923580522
7,6,1,8,2,-7.814737585554332
7,6,1,9,3,-4.323322617352458
7,7,1,1,1,-3.7260476254864834
7,7,1,2,1,-8.874483857690725
7,7,1,3,1,-9.108730554267465
7,7,1,4,1,-9.07764643292408
7,7,1,5,2,-4.431621306487397
7,7,1,6,2,-8.480595507836048
7,7,1,7,2,-8.9472519163201
7,7,1,8,2,-8.874594987887493
7,7,1,9,3,-5.350822534217709
8,0,1,1,1,-0.009641826716593211
8,0,1,2,1,-1.9955188026997226
8,0,1,3,1,-2.4399068710209355
8,0,1,4,1,-2.292978513679686
8,0,1,5,2,-0.009598972868627004
8,0,1,6,2,-0.031725698398049784
8,0,1,7,2,-0.062306042494138854
8,0,1,8,2,-0.10666421684518793
8,0,1,9,3,-0.0067317018083256205
8,1,1,1,1,-0.06240195763628796
8,1,1,2,1,-0.0329827493576582
8,1,1,3,1,-0.1011106176142641
8,1,1,4,1,-0.13752557431336232
8,1,1,5,2,-0.006227377002485184
8,1,1,6,2,-0.04563309952836392
8,1,1,7,2,-0.10501645206795021
8,1,1,8,2,-0.13034727433080914
8,1,1,9,3,-0.004589519596640634
8,2,1,1,1,-0.05513485615249886
8,2,1,2,1,-0.08673810190960396
8,2,1,3,1,-0.19589588832094418
8,2,1,4,1,-0.47229315563462854
8,2,1,5,2,-0.009785417359461555
8,2,1,6,2,-0.1141620553126329
8,2,1,7,2,-1.803829002235819
8,2,1,8,2,-2.226534384268051
8,2,1,9,3,-0.02562285959464095
8,3,1,1,1,-0.18746664218115144
8,3,1,2,1,-0.23957478829539094
8,3,1,3,1,-0.43900689746384813
8,3,1,4,1,-0.9149989302622378
8,3,1,5,2,-0.060450379571779664
8,3,1,6,2,-0.32882699374881774
8,3,1,7,2,-0.6702508422668157
8,3,1,8,2,-0.9483402017844407
8,3,1,9,3,-0.13212494813361716
8,4,1,1,1,-0.3730242401734091
8,4,1,2,1,-6.570790363297304
8,4,1,3,1,-6.281532421024301
8,4,1,4,1,-6.429155308865504
8,4,1,5,2,-0.2872723549875217
8,4,1,6,2,-6.268732742344685
8,4,1,7,2,-7.065450790209149
8,4,1,8,2,-6.654383710920919
8,4,1,9,3,-1.9121194690872514
2,1,1,1,1,-1.6917450284026545
2,1,1,2,1,-1.5160325075364947
2,1,1,3,1,-1.5518981164818617
2,1,1,4,1,-1.563991663325491
2,1,1,5,2,-1.5390405257224256
2,1,1,6,2,-1.5609515243254088
2,1,1,7,2,-1.5458217025568883
2,1,1,8,2,-1.5995782264185476
2,1,1,9,3,-1.52643815681171
8,5,1,1,1,-0.8755763833386753
8,5,1,2,1,-7.301672852559083
8,5,1,3,1,-7.795509720682969
8,5,1,4,1,-7.504339819401259
8,5,1,5,2,-0.9229960340571778
8,5,1,6,2,-7.595840989811058
8,5,1,7,2,-7.513912912244437
8,5,1,8,2,-7.467491060912909
8,5,1,9,3,-2.887482374472789
8,6,1,1,1,-1.2440036988889462
8,6,1,2,1,-2.216824147508636
8,6,1,3,1,-5.734767724452793
8,6,1,4,1,-6.249925523660382
8,6,1,5,2,-1.3269340310360394
8,6,1,6,2,-8.205221228160777
8,6,1,7,2,-8.085910668714615
8,6,1,8,2,-8.153845869272711
8,6,1,9,3,-3.1071550391860505
8,7,1,1,1,-2.7515355026997597
8,7,1,2,1,-9.547568996149554
8,7,1,3,1,-9.350141066983927
8,7,1,4,1,-9.66114771222827
8,7,1,5,2,-3.684442286158714
8,7,1,6,2,-9.674688185737677
8,7,1,7,2,-9.881522093269226
8,7,1,8,2,-9.308534188269457
8,7,1,9,3,-5.70810360412185
8,8,1,1,1,-3.3210094976264877
8,8,1,2,1,-10.891159586720557
8,8,1,3,1,-10.283231145025235
8,8,1,4,1,-10.664717093522153
8,8,1,5,2,-4.237457325800033
8,8,1,6,2,-10.270771755328056
8,8,1,7,2,-10.29002227666614
8,8,1,8,2,-10.174972369931488
8,8,1,9,3,-6.320378175756947
9,0,1,1,1,-0.0009971247163848371
9,0,1,2,1,-0.0035587817442674333
9,0,1,3,1,-0.014412867393376662
9,0,1,4,1,-0.02578692178725454
9,0,1,5,2,-0.00038212553863561504
9,0,1,6,2,-0.005384741433732399
9,0,1,7,2,-0.0206783923451527
9,0,1,8,2,-0.03625354773581516
9,0,1,9,3,-0.000377535048430815
9,1,1,1,1,-0.004494901319743484
9,1,1,2,1,-0.013612108050117488
9,1,1,3,1,-0.06682011967548632
9,1,1,4,1,-0.08797449379644807
9,1,1,5,2,-0.00043051631468142494
9,1,1,6,2,-0.01061075462801318
9,1,1,7,2,-0.06350524716753726
9,1,1,8,2,-0.7861910852516036
9,1,1,9,3,-0.0014395118297088443
9,2,1,1,1,-0.015175394652489549
9,2,1,2,1,-0.033214197933634844
9,2,1,3,1,-0.07247396155506264
9,2,1,4,1,-0.23896507370322864
9,2,1,5,2,-0.0018289219895279603
9,2,1,6,2,-0.06041429356446324
9,2,1,7,2,-0.1321190761633099
9,2,1,8,2,-0.25760043958663464
9,2,1,9,3,-0.0022853968351517666
9,3,1,1,1,-0.04404571247793863
9,3,1,2,1,-0.12221800169519705
9,3,1,3,1,-2.76300643264919
9,3,1,4,1,-3.262668701187163
9,3,1,5,2,-0.028212244934788723
9,3,1,6,2,-0.1639891212042865
9,3,1,7,2,-0.5056729332051065
9,3,1,8,2,-0.8615327536470991
9,3,1,9,3,-0.06457122920872407
9,4,1,1,1,-0.12481821562017002
9,4,1,2,1,-7.056134532960664
9,4,1,3,1,-7.362700524101761
9,4,1,4,1,-6.876602943170373
9,4,1,5,2,-0.3262063482677
9,4,1,6,2,-0.5914551221102383
9,4,1,7,2,-1.3782196203677408
9,4,1,8,2,-3.564430518687122
9,4,1,9,3,-0.740347750812802
9,5,1,1,1,-0.35560706246830176
9,5,1,2,1,-0.48374568415766106
9,5,1,3,1,-4.888182536979432
9,5,1,4,1,-5.413547441378587
9,5,1,5,2,-0.18087806772686935
9,5,1,6,2,-7.583857282975206
9,5,1,7,2,-7.548057475493781
9,5,1,8,2,-7.271697769062822
9,5,1,9,3,-1.5490068191444593
2,2,1,1,1,-2.581950669882818
2,2,1,2,1,-2.3606742347384015
2,2,1,3,1,-2.405580070885635
2,2,1,4,1,-2.45865864283361
2,2,1,5,2,-2.4220737092472024
2,2,1,6,2,-2.4069200685851517
2,2,1,7,2,-2.43952157565636
2,2,1,8,2,-2.459521652421576
2,2,1,9,3,-2.3875043964855047
9,6,1,1,1,-0.874445515763643
9,6,1,2,1,-8.808003922262548
9,6,1,3,1,-8.894370603170492
9,6,1,4,1,-9.277862931227565
9,6,1,5,2,-1.1718005019014976
9,6,1,6,2,-8.592316108564908
9,6,1,7,2,-9.424777764162354
9,6,1,8,2,-9.047836504477957
9,6,1,9,3,-2.5201690737941718
9,7,1,1,1,-1.5800594212054406
9,7,1,2,1,-10.302126663262706
9,7,1,3,1,-10.361176365665667
9,7,1,4,1,-10.002997844463819
9,7,1,5,2,-2.430121702499793
9,7,1,6,2,-10.40538641677344
9,7,1,7,2,-10.126409842310958
9,7,1,8,2,-9.844119673863306
9,7,1,9,3,-3.9164470044146467
9,8,1,1,1,-2.518419745180204
9,8,1,2,1,-11.068231897702386
9,8,1,3,1,-10.940026922423115
9,8,1,4,1,-10.982954301347743
9,8,1,5,2,-2.7826983470599416
9,8,1,6,2,-11.277123353396396
9,8,1,7,2,-10.97278528257155
9,8,1,8,2,-11.535655615725176
9,8,1,9,3,-5.334375517433546
9,9,1,1,1,-2.983437184392205
9,9,1,2,1,-11.8381182712771
9,9,1,3,1,-11.997620302198074
9,9,1,4,1,-12.251302366794699
9,9,1,5,2,-3.9799452276734186
9,9,1,6,2,-12.726322899399793
9,9,1,7,2,-11.998166030151186
9,9,1,8,2,-11.853143254607048
9,9,1,9,3,-6.671707768079713
10,0,1,1,1,-0.0010356889010748275
10,0,1,2,1,-0.0013839057773834037
10,0,1,3,1,-0.0064769616971976154
10,0,1,4,1,-0.012600451642742204
10,0,1,5,2,-0.000021593793917426282
10,0,1,6,2,-0.001156745902890527
10,0,1,7,2,-0.008204461827734788
10,0,1,8,2,-0.009777375484545728
10,0,1,9,3,-0.000029234956462796586
10,1,1,1,1,-0.001882540560382433
10,1,1,2,1,-0.003135917591761978
10,1,1,3,1,-0.017548441113387242
10,1,1,4,1,-0.05893357352156599
10,1,1,5,2,-0.00003357731707604117
10,1,1,6,2,-0.007265971312325934
10,1,1,7,2,-0.01841046463910964
10,1,1,8,2,-0.04814305238910243
10,1,1,9,3,-0.00014737120484832714
10,2,1,1,1,-0.0057369654226261495
10,2,1,2,1,-0.00911722166332054
10,2,1,3,1,-0.031024435159036214
10,2,1,4,1,-0.23352289832437015
10,2,1,5,2,-0.00020155637873746325
10,2,1,6,2,-0.025666119136971654
10,2,1,7,2,-0.0907646883513191
10,2,1,8,2,-0.13261426433108706
10,2,1,9,3,-0.0007855949060591103
10,3,1,1,1,-0.008213902433386256
10,3,1,2,1,-0.054006010626762774
10,3,1,3,1,-0.17114624033312087
10,3,1,4,1,-0.21437432547713975
10,3,1,5,2,-0.0033083299876822117
10,3,1,6,2,-0.04947349508286789
10,3,1,7,2,-0.24107794623544088
10,3,1,8,2,-0.23659973565687242
10,3,1,9,3,-0.00954165241985559
10,4,1,1,1,-0.08889045733478781
10,4,1,2,1,-0.04429029549041995
10,4,1,3,1,-0.25548787971303705
10,4,1,4,1,-3.6051509054127573
10,4,1,5,2,-0.003931880111050526
10,4,1,6,2,-0.23135034656555942
10,4,1,7,2,-0.44526407792264955
10,4,1,8,2,-3.5855871585315695
10,4,1,9,3,-0.05163994989796795
10,5,1,1,1,-0.17848964260643993
10,5,1,2,1,-0.14999238048002908
10,5,1,3,1,-0.8832895031253489
10,5,1,4,1,-4.626458898028243
10,5,1,5,2,-0.029418366919966035
10,5,1,6,2,-0.6731424623238365
10,5,1,7,2,-4.656762227472264
10,5,1,8,2,-5.27121406339953
10,5,1,9,3,-1.0985007547928805
3,0,1,1,1,-0.6770749199770688
3,0,1,2,1,-0.8127336160960691
3,0,1,3,1,-0.8885787368905074
3,0,1,4,1,-0.9213155634171519
3,0,1,5,2,-0.5590490790777328
3,0,1,6,2,-0.597804461531425
3,0,1,7,2,-0.7251745700184956
3,0,1,8,2,-0.7099118896843003
3,0,1,9,3,-0.5710883224723204
10,6,1,1,1,-0.21567475996474172
10,6,1,2,1,-0.5172029699644282
10,6,1,3,1,-5.539197038952565
10,6,1,4,1,-6.232242847554767
10,6,1,5,2,-0.08123525609013522
10,6,1,6,2,-1.3850151875598495
10,6,1,7,2,-6.215734969541862
10,6,1,8,2,-6.296570105378626
10,6,1,9,3,-1.6335078200460806
10,7,1,1,1,-0.48407180794360016
10,7,1,2,1,-1.0826507057612569
10,7,1,3,1,-6.765439113207916
10,7,1,4,1,-7.4851249092339
10,7,1,5,2,-0.6984229075842593
10,7,1,6,2,-9.46056389180341
10,7,1,7,2,-9.696883312610124
10,7,1,8,2,-10.243676051629452
10,7,1,9,3,-2.4445110046443013
10,8,1,1,1,-1.50321701733564
10,8,1,2,1,-11.69823089511353
10,8,1,3,1,-12.374448027861979
10,8,1,4,1,-11.21646645806677
10,8,1,5,2,-2.224601248717807
10,8,1,6,2,-12.085218745227825
10,8,1,7,2,-11.591697477670476
10,8,1,8,2,-11.788486144463633
10,8,1,9,3,-5.26614121201591
10,9,1,1,1,-2.312543597035809
10,9,1,2,1,-12.712298942300574
10,9,1,3,1,-12.749598216821536
10,9,1,4,1,-12.848999694773916
10,9,1,5,2,-3.437596013398526
10,9,1,6,2,-12.057909347818162
10,9,1,7,2,-12.290334148404872
10,9,1,8,2,-12.566977212768453
10,9,1,9,3,-4.750286741297419
10,10,1,1,1,-3.1186981196794186
10,10,1,2,1,-13.844322480923163
10,10,1,3,1,-14.00811208018243
10,10,1,4,1,-13.673196777041658
10,10,1,5,2,-2.880659630016112
10,10,1,6,2,-14.067356225565739
10,10,1,7,2,-13.814839189414169
10,10,1,8,2,-13.585506851731816
10,10,1,9,3,-6.770165677717571
11,0,1,1,1,-0.00007652884487545849
11,0,1,2,1,-0.0003727430866646863
11,0,1,3,1,-0.0026707027369044624
11,0,1,4,1,-0.004146645108052401
11,0,1,5,2,-0.0000023878605830369644
11,0,1,6,2,-0.0005772682299038082
11,0,1,7,2,-0.0018640606535126796
11,0,1,8,2,-0.019912593920898048
11,0,1,9,3,-0.000003376411232343797
11,1,1,1,1,-0.00023169940341112932
11,1,1,2,1,-0.0012359879482691605
11,1,1,3,1,-0.0067527130114239005
11,1,1,4,1,-0.026069189494422475
11,1,1,5,2,-0.000005741609903937658
11,1,1,6,2,-0.0017661878288394097
11,1,1,7,2,-0.00902860494670421
11,1,1,8,2,-0.027315920187917616
11,1,1,9,3,-0.000016010848174403668
11,2,1,1,1,-0.0008399885045698847
11,2,1,2,1,-0.005946685762383492
11,2,1,3,1,-0.019489037645826168
11,2,1,4,1,-0.07182974564473632
11,2,1,5,2,-0.00003334548031115308
11,2,1,6,2,-0.0014918349962691594
11,2,1,7,2,-0.02703343780887298
11,2,1,8,2,-0.07909918882838872
11,2,1,9,3,-0.000014223979267324886
11,3,1,1,1,-0.002241713489375723
11,3,1,2,1,-0.005979619710233436
11,3,1,3,1,-0.04504513393949058
11,3,1,4,1,-0.10871707495609507
11,3,1,5,2,-0.00006359326488694322
11,3,1,6,2,-0.004645676470527758
11,3,1,7,2,-0.09098063600827377
11,3,1,8,2,-0.23078717179332564
11,3,1,9,3,-0.000038054755549411764
11,4,1,1,1,-0.005634664362197813
11,4,1,2,1,-0.014885973078726472
11,4,1,3,1,-0.08359062862463251
11,4,1,4,1,-0.35063304276959795
11,4,1,5,2,-0.0001154807591703311
11,4,1,6,2,-0.036008724639492215
11,4,1,7,2,-0.2849539179221292
11,4,1,8,2,-0.306318883359694
11,4,1,9,3,-0.00018569760294078312
3,1,1,1,1,-1.2426943421766334
3,1,1,2,1,-1.1305447310771846
3,1,1,3,1,-1.234298829300191
3,1,1,4,1,-1.2791305724714712
3,1,1,5,2,-1.0886191868408792
3,1,1,6,2,-1.4194381829240241
3,1,1,7,2,-1.3318116224759236
3,1,1,8,2,-1.4088415440888689
3,1,1,9,3,-1.075783995859953
11,5,1,1,1,-0.02449645076907454
11,5,1,2,1,-0.04114001614770221
11,5,1,3,1,-0.3039722160258389
11,5,1,4,1,-0.8124726282373125
11,5,1,5,2,-0.00023806343515876975
11,5,1,6,2,-0.1449263860487396
11,5,1,7,2,-0.6366535628995678
11,5,1,8,2,-4.396669131141703
11,5,1,9,3,-0.054542753375692164
11,6,1,1,1,-0.04939464564735367
11,6,1,2,1,-0.16225205092025163
11,6,1,3,1,-0.8749654268070781
11,6,1,4,1,-5.109826282251026
11,6,1,5,2,-0.03866457932123523
11,6,1,6,2,-0.43134084065281525
11,6,1,7,2,-1.645571043835469
11,6,1,8,2,-5.355704027435241
11,6,1,9,3,-0.036795718488470276
11,7,1,1,1,-0.07839916113153236
11,7,1,2,1,-0.4043083687599242
11,7,1,3,1,-6.605052671206439
11,7,1,4,1,-7.424858256387022
11,7,1,5,2,-0.1995917702067302
11,7,1,6,2,-1.2873635265439916
11,7,1,7,2,-6.794103287109624
11,7,1,8,2,-7.292323350269239
11,7,1,9,3,-1.307713829736322
11,8,1,1,1,-0.3167999718317028
11,8,1,2,1,-0.603110590601865
11,8,1,3,1,-2.0277643183265432
11,8,1,4,1,-7.549298635390114
11,8,1,5,2,-0.059811043885161945
11,8,1,6,2,-1.7080714546412104
11,8,1,7,2,-7.709678475003381
11,8,1,8,2,-8.454871340380121
11,8,1,9,3,-0.8692435604629657
11,9,1,1,1,-0.5360438154031896
11,9,1,2,1,-1.1466670451217844
11,9,1,3,1,-8.96194623193323
11,9,1,4,1,-9.001144415115453
11,9,1,5,2,-0.41668201817451234
11,9,1,6,2,-3.4922653207566476
11,9,1,7,2,-8.828002208847904
11,9,1,8,2,-9.234766846847386
11,9,1,9,3,-3.2861152939689764
11,10,1,1,1,-1.753938029511595
11,10,1,2,1,-14.56521201974467
11,10,1,3,1,-14.92966341035005
11,10,1,4,1,-14.563140295161258
11,10,1,5,2,-1.0456793570906913
11,10,1,6,2,-14.327109604610442
11,10,1,7,2,-13.97241160996916
11,10,1,8,2,-14.356349213255127
11,10,1,9,3,-5.71447672271826
12,0,1,1,1,-0.000006359849782790151
12,0,1,2,1,-0.00007706077622232417
12,0,1,3,1,-0.0009883980346750585
12,0,1,4,1,-0.004497445141589131
12,0,1,5,2,-3.892052333985149e-7
12,0,1,6,2,-0.00021589303742262111
12,0,1,7,2,-0.0010166562018705926
12,0,1,8,2,-0.002946242277962253
12,0,1,9,3,-1.584439548519336e-7
12,1,1,1,1,-0.00008145751701962107
12,1,1,2,1,-0.0001907519363567218
12,1,1,3,1,-0.0011548950171284798
12,1,1,4,1,-0.012265531440491773
12,1,1,5,2,-5.981801259297458e-7
12,1,1,6,2,-0.0006364909289846946
12,1,1,7,2,-0.005689827346183785
12,1,1,8,2,-0.0130730625372851
12,1,1,9,3,-0.0000015598290090181714
12,2,1,1,1,-0.0002587992624825224
12,2,1,2,1,-0.0011955421690074634
12,2,1,3,1,-0.007352397198897042
12,2,1,4,1,-0.020588432453822112
12,2,1,5,2,-0.0000013751802150181717
12,2,1,6,2,-0.0020314792544624243
12,2,1,7,2,-0.004787114924563631
12,2,1,8,2,-0.020818474406494956
12,2,1,9,3,-0.000016403694463243973
12,3,1,1,1,-0.00024463733844370565
12,3,1,2,1,-0.001238133245854255
12,3,1,3,1,-0.01851240824070466
12,3,1,4,1,-0.060470169557374866
12,3,1,5,2,-0.00000815398863811597
12,3,1,6,2,-0.005738903340848325
12,3,1,7,2,-0.03376211352174243
12,3,1,8,2,-0.06454488711000289
12,3,1,9,3,-0.000009125330304731778
3,2,1,1,1,-2.1209794674829316
3,2,1,2,1,-2.4062938371752285
3,2,1,3,1,-2.48392833073682
3,2,1,4,1,-2.55758422647163
3,2,1,5,2,-1.9536766156215162
3,2,1,6,2,-2.4857778461261004
3,2,1,7,2,-2.556796152697858
3,2,1,8,2,-2.5138180272041124
3,2,1,9,3,-1.990070754287169
12,4,1,1,1,-0.0009260977849584827
12,4,1,2,1,-0.002762659445997058
12,4,1,3,1,-0.027598519292316874
12,4,1,4,1,-0.14252367170526098
12,4,1,5,2,-0.00000764745164968081
12,4,1,6,2,-0.007895107229657644
12,4,1,7,2,-0.07221055969047714
12,4,1,8,2,-3.2443659978546675
12,4,1,9,3,-0.0005258219661107402
12,5,1,1,1,-0.012571153161644555
12,5,1,2,1,-0.00686801983352052
12,5,1,3,1,-0.14697578456714133
12,5,1,4,1,-0.16417586005631435
12,5,1,5,2,-0.00005576068409856027
12,5,1,6,2,-0.04382974344685664
12,5,1,7,2,-0.12600871869879343
12,5,1,8,2,-0.5933580458522076
12,5,1,9,3,-0.000045014586017837236
12,6,1,1,1,-0.0048786605647991015
12,6,1,2,1,-0.08693898504288096
12,6,1,3,1,-0.37563171673628465
12,6,1,4,1,-1.1423298726030853
12,6,1,5,2,-0.0009097649209195868
12,6,1,6,2,-0.13838861628437368
12,6,1,7,2,-1.568042271837861
12,6,1,8,2,-5.334326057565187
12,6,1,9,3,-0.010301552473595807
12,7,1,1,1,-0.004031143608504079
12,7,1,2,1,-0.18694055406898605
12,7,1,3,1,-0.5043730691867695
12,7,1,4,1,-1.7153066935108863
12,7,1,5,2,-0.0011883690889077489
12,7,1,6,2,-0.3905290767869615
12,7,1,7,2,-1.3913700420407995
12,7,1,8,2,-6.219312444649664
12,7,1,9,3,-0.051064645630461244
12,8,1,1,1,-0.018297035669945626
12,8,1,2,1,-0.3978895875271213
12,8,1,3,1,-7.654761040975407
12,8,1,4,1,-8.381708014800305
12,8,1,5,2,-0.07641900901693793
12,8,1,6,2,-1.2449279277093128
12,8,1,7,2,-1.7410613218499582
12,8,1,8,2,-7.507542013851384
12,8,1,9,3,-1.0417668828066695
12,9,1,1,1,-0.13055935706423222
12,9,1,2,1,-0.7601205412072504
12,9,1,3,1,-8.455740397863735
12,9,1,4,1,-9.41608480937281
12,9,1,5,2,-0.1713577807345957
12,9,1,6,2,-1.8949488870532607
12,9,1,7,2,-8.850052028534654
12,9,1,8,2,-9.340861432418668
12,9,1,9,3,-3.0238455204324386
12,10,1,1,1,-0.29499650892702783
12,10,1,2,1,-0.9259642279060927
12,10,1,3,1,-9.721160230459395
12,10,1,4,1,-10.562521597420591
12,10,1,5,2,-0.13163160799815893
12,10,1,6,2,-3.6038267956127474
12,10,1,7,2,-9.959026299440664
12,10,1,8,2,-10.371345888950113
12,10,1,9,3,-2.5617662148547997
13,0,1,1,1,-0.0000022224167714885945
13,0,1,2,1,-0.000007406372242659766
13,0,1,3,1,-0.00010220426285646358
13,0,1,4,1,-0.0012839790308123973
13,0,1,5,2,-4.114998128497182e-9
13,0,1,6,2,-0.000015986535539775302
13,0,1,7,2,-0.0011987094043046358
13,0,1,8,2,-0.0021005234511237638
13,0,1,9,3,-2.503528049565549e-8
13,1,1,1,1,-0.0000019020473729415604
13,1,1,2,1,-0.000042589412189862105
13,1,1,3,1,-0.0008437728122041318
13,1,1,4,1,-0.0040082410557866184
13,1,1,5,2,-3.080227276274497e-8
13,1,1,6,2,-0.00038871599066503057
13,1,1,7,2,-0.0026891086698289076
13,1,1,8,2,-0.003840677660472133
13,1,1,9,3,-1.312847217185931e-7
13,2,1,1,1,-0.000037789346563909406
13,2,1,2,1,-0.00019832869241479776
13,2,1,3,1,-0.002251955558851843
13,2,1,4,1,-0.007759217639375821
13,2,1,5,2,-8.993703209149483e-8
13,2,1,6,2,-0.0004289292416288709
13,2,1,7,2,-0.01920604002932785
13,2,1,8,2,-0.013609198438841062
13,2,1,9,3,-1.9153330301941658e-7
3,3,1,1,1,-2.991163945842632
3,3,1,2,1,-3.3566574918245164
3,3,1,3,1,-3.3505291694260277
3,3,1,4,1,-3.470090976536865
3,3,1,5,2,-2.8928853027494554
3,3,1,6,2,-2.8792878771473833
3,3,1,7,2,-3.1438685416524503
3,3,1,8,2,-3.2059463802613495
3,3,1,9,3,-2.919534253420288
