object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
spottedCircle2,redSquare1,blueSquare2,blueSquare1,blueSquare1,spottedCircle2,1,mixedLower,sub,word2,game127,2,1
blueSquare1,stripedCircle1,blueSquare2,redSquare1,redSquare1,stripedCircle1,2,mixedLower,basic,word11,game127,1,2
stripedCircle1,redSquare1,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,3,mixedLower,basic,word16,game127,2,1
spottedCircle1,redSquare1,stripedCircle2,redSquare2,redSquare2,stripedCircle2,4,mixedLower,sub,word9,game127,1,2
spottedCircle2,stripedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,5,mixedLower,sub,word3,game127,2,1
stripedCircle2,blueSquare2,stripedCircle1,redSquare2,redSquare2,stripedCircle1,6,mixedLower,basic,word9,game127,1,2
redSquare1,stripedCircle2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle2,7,mixedLower,sub,word14,game127,2,1
blueSquare2,stripedCircle1,blueSquare1,stripedCircle2,stripedCircle2,blueSquare1,8,mixedLower,sub,word13,game127,1,2
stripedCircle2,redSquare1,spottedCircle2,spottedCircle1,spottedCircle1,stripedCircle2,9,mixedLower,sub,word3,game127,2,1
redSquare1,spottedCircle1,spottedCircle2,blueSquare1,blueSquare1,spottedCircle1,10,mixedLower,basic,word2,game127,1,2
redSquare2,stripedCircle2,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,11,mixedLower,basic,word4,game127,2,1
blueSquare2,redSquare2,spottedCircle1,stripedCircle1,stripedCircle1,spottedCircle1,12,mixedLower,basic,word14,game127,1,2
redSquare1,spottedCircle1,blueSquare1,stripedCircle2,stripedCircle2,spottedCircle1,13,mixedLower,basic,word4,game127,2,1
blueSquare2,spottedCircle1,redSquare2,spottedCircle2,spottedCircle2,blueSquare2,14,mixedLower,sub,word8,game127,1,2
redSquare2,spottedCircle1,blueSquare2,redSquare1,redSquare1,spottedCircle1,15,mixedLower,sub,word15,game127,2,1
redSquare2,blueSquare1,stripedCircle1,spottedCircle2,spottedCircle2,stripedCircle1,16,mixedLower,basic,word4,game127,1,2
blueSquare1,stripedCircle2,redSquare1,spottedCircle1,spottedCircle1,stripedCircle2,17,mixedLower,basic,word4,game127,2,1
spottedCircle1,spottedCircle2,blueSquare1,blueSquare2,blueSquare2,spottedCircle1,18,mixedLower,sub,word3,game127,1,2
blueSquare2,stripedCircle1,spottedCircle1,redSquare1,redSquare1,spottedCircle1,19,mixedLower,basic,word1,game127,2,1
blueSquare2,stripedCircle1,blueSquare1,stripedCircle2,stripedCircle2,blueSquare1,20,mixedLower,sub,word4,game127,1,2
spottedCircle1,stripedCircle2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,21,mixedLower,sub,word3,game127,2,1
blueSquare2,stripedCircle2,blueSquare1,redSquare2,redSquare2,blueSquare2,22,mixedLower,basic,word9,game127,1,2
