object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
stripedCircle1,redSquare2,redSquare1,spottedCircle1,spottedCircle1,redSquare2,1,mixedLower,basic,word4,game32,2,1
spottedCircle1,blueSquare1,redSquare2,redSquare1,redSquare1,redSquare2,2,mixedLower,sub,word7,game32,1,2
stripedCircle2,blueSquare2,redSquare2,blueSquare1,blueSquare1,stripedCircle2,3,mixedLower,sub,word14,game32,2,1
stripedCircle1,blueSquare1,blueSquare2,stripedCircle2,stripedCircle2,blueSquare1,4,mixedLower,sub,word10,game32,1,2
blueSquare1,stripedCircle2,blueSquare2,stripedCircle1,stripedCircle1,blueSquare1,5,mixedLower,sub,word4,game32,2,1
spottedCircle1,redSquare1,spottedCircle2,blueSquare2,blueSquare2,spottedCircle2,6,mixedLower,basic,word4,game32,1,2
redSquare1,spottedCircle2,blueSquare1,stripedCircle2,stripedCircle2,spottedCircle2,7,mixedLower,basic,word4,game32,2,1
spottedCircle1,stripedCircle2,redSquare2,spottedCircle2,spottedCircle2,spottedCircle2,8,mixedLower,sub,word4,game32,1,2
blueSquare1,spottedCircle2,spottedCircle1,redSquare1,redSquare1,redSquare1,9,mixedLower,basic,word3,game32,2,1
redSquare1,spottedCircle1,redSquare2,stripedCircle1,stripedCircle1,spottedCircle1,10,mixedLower,basic,word10,game32,1,2
stripedCircle2,spottedCircle2,redSquare1,redSquare2,redSquare2,redSquare1,11,mixedLower,sub,word3,game32,2,1
stripedCircle2,blueSquare2,stripedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,12,mixedLower,basic,word4,game32,1,2
redSquare2,spottedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,redSquare2,13,mixedLower,sub,word8,game32,2,1
blueSquare1,spottedCircle1,stripedCircle2,redSquare2,redSquare2,redSquare2,14,mixedLower,basic,word3,game32,1,2
spottedCircle1,stripedCircle2,redSquare2,blueSquare1,blueSquare1,blueSquare1,15,mixedLower,basic,word6,game32,2,1
blueSquare1,spottedCircle2,redSquare1,blueSquare2,blueSquare2,blueSquare2,16,mixedLower,sub,word15,game32,1,2
redSquare2,blueSquare2,stripedCircle2,redSquare1,redSquare1,redSquare2,17,mixedLower,sub,word7,game32,2,1
spottedCircle2,stripedCircle1,redSquare2,blueSquare1,blueSquare1,blueSquare1,18,mixedLower,basic,word6,game32,1,2
spottedCircle1,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,blueSquare2,19,mixedLower,basic,word10,game32,2,1
blueSquare1,stripedCircle1,redSquare2,blueSquare2,blueSquare2,stripedCircle1,20,mixedLower,sub,word10,game32,1,2
blueSquare2,blueSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,21,mixedLower,basic,word4,game32,2,1
spottedCircle1,stripedCircle2,redSquare2,spottedCircle2,spottedCircle2,spottedCircle1,22,mixedLower,sub,word4,game32,1,2
stripedCircle2,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare2,23,mixedLower,sub,word6,game32,2,1
spottedCircle1,blueSquare1,stripedCircle1,redSquare1,redSquare1,redSquare1,24,mixedLower,basic,word15,game32,1,2
spottedCircle2,redSquare1,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle1,25,mixedLower,sub,word4,game32,2,1
spottedCircle2,redSquare2,redSquare1,stripedCircle2,stripedCircle2,spottedCircle2,26,mixedLower,basic,word10,game32,1,2
redSquare1,spottedCircle1,redSquare2,blueSquare2,blueSquare2,blueSquare2,27,mixedLower,basic,word6,game32,2,1
blueSquare2,spottedCircle1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,28,mixedLower,sub,word8,game32,1,2
spottedCircle1,redSquare1,stripedCircle2,redSquare2,redSquare2,spottedCircle1,29,mixedLower,sub,word3,game32,2,1
stripedCircle1,blueSquare1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle1,30,mixedLower,sub,word10,game32,1,2
blueSquare1,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,31,mixedLower,basic,word3,game32,2,1
stripedCircle1,stripedCircle2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,32,mixedLower,basic,word4,game32,1,2
spottedCircle1,spottedCircle2,blueSquare2,stripedCircle2,stripedCircle2,spottedCircle1,33,mixedLower,basic,word11,game32,2,1
redSquare2,stripedCircle2,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle2,34,mixedLower,sub,word11,game32,1,2
stripedCircle1,blueSquare2,redSquare2,spottedCircle1,spottedCircle1,spottedCircle1,35,mixedLower,basic,word4,game32,2,1
redSquare2,spottedCircle1,stripedCircle2,blueSquare1,blueSquare1,blueSquare1,36,mixedLower,basic,word6,game32,1,2
stripedCircle1,spottedCircle2,blueSquare2,spottedCircle1,spottedCircle1,spottedCircle2,37,mixedLower,sub,word4,game32,2,1
spottedCircle1,blueSquare2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle1,38,mixedLower,sub,word4,game32,1,2
blueSquare1,stripedCircle1,blueSquare2,stripedCircle2,stripedCircle2,blueSquare2,39,mixedLower,sub,word15,game32,2,1
spottedCircle2,redSquare1,spottedCircle1,blueSquare2,blueSquare2,spottedCircle2,40,mixedLower,basic,word16,game32,1,2
spottedCircle2,redSquare1,blueSquare2,stripedCircle1,stripedCircle1,blueSquare2,41,mixedLower,basic,word7,game32,2,1
spottedCircle2,blueSquare2,stripedCircle2,blueSquare1,blueSquare1,blueSquare2,42,mixedLower,sub,word6,game32,1,2
redSquare2,stripedCircle2,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,43,mixedLower,basic,word4,game32,2,1
stripedCircle1,redSquare1,stripedCircle2,redSquare2,redSquare2,stripedCircle2,44,mixedLower,sub,word11,game32,1,2
blueSquare1,spottedCircle1,spottedCircle2,redSquare1,redSquare1,spottedCircle1,45,mixedLower,basic,word3,game32,2,1
stripedCircle1,blueSquare1,spottedCircle2,redSquare2,redSquare2,redSquare2,46,mixedLower,basic,word11,game32,1,2
spottedCircle2,blueSquare1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,47,mixedLower,sub,word7,game32,2,1
blueSquare1,blueSquare2,redSquare2,redSquare1,redSquare1,blueSquare1,48,mixedLower,sub,word15,game32,1,2
redSquare1,blueSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,49,mixedLower,sub,word7,game32,2,1
stripedCircle2,spottedCircle2,redSquare2,spottedCircle1,spottedCircle1,stripedCircle2,50,mixedLower,sub,word12,game32,1,2
stripedCircle2,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,51,mixedLower,sub,word4,game32,2,1
redSquare2,redSquare1,spottedCircle2,blueSquare2,blueSquare2,blueSquare2,52,mixedLower,basic,word7,game32,1,2
spottedCircle1,stripedCircle2,redSquare2,blueSquare1,blueSquare1,spottedCircle1,53,mixedLower,basic,word12,game32,2,1
stripedCircle1,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,54,mixedLower,basic,word3,game32,1,2
stripedCircle2,spottedCircle2,blueSquare2,blueSquare1,blueSquare1,blueSquare1,55,mixedLower,sub,word6,game32,2,1
redSquare2,stripedCircle1,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,56,mixedLower,basic,word4,game32,1,2
spottedCircle1,stripedCircle2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,57,mixedLower,sub,word9,game32,2,1
blueSquare2,spottedCircle1,stripedCircle1,redSquare1,redSquare1,redSquare1,58,mixedLower,basic,word3,game32,1,2
blueSquare2,spottedCircle2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,59,mixedLower,basic,word9,game32,2,1
stripedCircle2,redSquare2,spottedCircle1,redSquare1,redSquare1,redSquare2,60,mixedLower,sub,word3,game32,1,2
stripedCircle1,spottedCircle2,redSquare2,stripedCircle2,stripedCircle2,redSquare2,61,mixedLower,sub,word2,game32,2,1
redSquare2,stripedCircle2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,62,mixedLower,basic,word4,game32,1,2
redSquare1,blueSquare1,stripedCircle2,redSquare2,redSquare2,redSquare2,63,mixedLower,sub,word15,game32,2,1
blueSquare1,spottedCircle2,redSquare2,stripedCircle2,stripedCircle2,spottedCircle2,64,mixedLower,basic,word5,game32,1,2
stripedCircle1,spottedCircle1,blueSquare1,redSquare1,redSquare1,redSquare1,65,mixedLower,basic,word3,game32,2,1
spottedCircle2,spottedCircle1,blueSquare1,redSquare2,redSquare2,redSquare2,66,mixedLower,basic,word15,game32,1,2
blueSquare2,spottedCircle2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,67,mixedLower,basic,word5,game32,2,1
stripedCircle2,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,68,mixedLower,basic,word4,game32,1,2
redSquare2,stripedCircle1,spottedCircle1,redSquare1,redSquare1,redSquare1,69,mixedLower,sub,word3,game32,2,1
redSquare2,spottedCircle2,stripedCircle1,stripedCircle2,stripedCircle2,stripedCircle1,70,mixedLower,sub,word5,game32,1,2
redSquare1,spottedCircle2,blueSquare1,spottedCircle1,spottedCircle1,spottedCircle1,71,mixedLower,sub,word12,game32,2,1
spottedCircle1,blueSquare2,blueSquare1,stripedCircle2,stripedCircle2,stripedCircle2,72,mixedLower,basic,word5,game32,1,2
redSquare2,spottedCircle1,blueSquare2,spottedCircle2,spottedCircle2,spottedCircle2,73,mixedLower,sub,word4,game32,2,1
redSquare1,stripedCircle2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,74,mixedLower,basic,word6,game32,1,2
redSquare2,stripedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,75,mixedLower,basic,word12,game32,2,1
