object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
spottedCircle1,redSquare1,spottedCircle2,blueSquare2,blueSquare2,redSquare1,1,mixedLower,basic,word10,game39,2,1
redSquare1,blueSquare2,redSquare2,blueSquare1,blueSquare1,blueSquare1,2,mixedLower,sub,word4,game39,1,2
spottedCircle2,redSquare1,stripedCircle1,stripedCircle2,stripedCircle2,redSquare1,3,mixedLower,sub,word12,game39,2,1
spottedCircle2,redSquare2,redSquare1,spottedCircle1,spottedCircle1,spottedCircle2,4,mixedLower,sub,word16,game39,1,2
blueSquare2,stripedCircle1,spottedCircle1,redSquare1,redSquare1,redSquare1,5,mixedLower,basic,word2,game39,2,1
redSquare1,spottedCircle2,spottedCircle1,blueSquare1,blueSquare1,spottedCircle1,6,mixedLower,basic,word4,game39,1,2
blueSquare1,spottedCircle1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,7,mixedLower,basic,word12,game39,2,1
blueSquare1,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,8,mixedLower,basic,word16,game39,1,2
stripedCircle1,redSquare2,spottedCircle1,spottedCircle2,spottedCircle2,stripedCircle1,9,mixedLower,sub,word12,game39,2,1
spottedCircle1,stripedCircle2,spottedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,10,mixedLower,sub,word5,game39,1,2
blueSquare1,spottedCircle1,spottedCircle2,redSquare2,redSquare2,redSquare2,11,mixedLower,basic,word2,game39,2,1
blueSquare2,blueSquare1,stripedCircle2,spottedCircle2,spottedCircle2,stripedCircle2,12,mixedLower,basic,word7,game39,1,2
spottedCircle1,stripedCircle2,blueSquare1,blueSquare2,blueSquare2,blueSquare2,13,mixedLower,sub,word4,game39,2,1
stripedCircle2,spottedCircle1,redSquare2,redSquare1,redSquare1,redSquare1,14,mixedLower,sub,word13,game39,1,2
