object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
stripedCircle1,blueSquare1,spottedCircle1,spottedCircle2,spottedCircle2,stripedCircle1,1,mixedLower,sub,word6,game50,2,1
stripedCircle1,blueSquare1,redSquare1,spottedCircle1,spottedCircle1,spottedCircle1,2,mixedLower,basic,word15,game50,1,2
blueSquare1,redSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle2,3,mixedLower,sub,word9,game50,2,1
redSquare1,spottedCircle2,stripedCircle2,redSquare2,redSquare2,stripedCircle2,4,mixedLower,sub,word10,game50,1,2
spottedCircle1,spottedCircle2,redSquare2,blueSquare1,blueSquare1,spottedCircle1,5,mixedLower,basic,word11,game50,2,1
spottedCircle1,blueSquare1,spottedCircle2,redSquare2,redSquare2,spottedCircle2,6,mixedLower,basic,word10,game50,1,2
blueSquare1,spottedCircle1,redSquare2,redSquare1,redSquare1,redSquare1,7,mixedLower,sub,word12,game50,2,1
spottedCircle2,redSquare2,blueSquare2,stripedCircle2,stripedCircle2,spottedCircle2,8,mixedLower,basic,word9,game50,1,2
spottedCircle1,stripedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,9,mixedLower,basic,word10,game50,2,1
stripedCircle1,redSquare1,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle2,10,mixedLower,sub,word15,game50,1,2
stripedCircle2,spottedCircle2,blueSquare1,redSquare1,redSquare1,spottedCircle2,11,mixedLower,basic,word12,game50,2,1
redSquare1,stripedCircle1,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,12,mixedLower,sub,word6,game50,1,2
stripedCircle1,stripedCircle2,blueSquare2,spottedCircle2,spottedCircle2,blueSquare2,13,mixedLower,basic,word13,game50,2,1
stripedCircle2,spottedCircle1,blueSquare1,blueSquare2,blueSquare2,spottedCircle1,14,mixedLower,sub,word13,game50,1,2
blueSquare2,redSquare2,spottedCircle1,stripedCircle1,stripedCircle1,redSquare2,15,mixedLower,basic,word14,game50,2,1
stripedCircle2,blueSquare2,stripedCircle1,blueSquare1,blueSquare1,stripedCircle2,16,mixedLower,sub,word5,game50,1,2
spottedCircle1,stripedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,17,mixedLower,sub,word13,game50,2,1
stripedCircle1,spottedCircle1,blueSquare2,blueSquare1,blueSquare1,stripedCircle1,18,mixedLower,sub,word5,game50,1,2
redSquare1,spottedCircle2,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,19,mixedLower,basic,word5,game50,2,1
blueSquare1,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,20,mixedLower,basic,word10,game50,1,2
spottedCircle2,stripedCircle2,blueSquare1,redSquare1,redSquare1,redSquare1,21,mixedLower,basic,word10,game50,2,1
spottedCircle1,blueSquare2,blueSquare1,stripedCircle2,stripedCircle2,blueSquare1,22,mixedLower,basic,word6,game50,1,2
