game88,0.8,diff
game40,0.8,diff
game38,0.8,diff
game27,0.8,diff
game131,0.8,diff
game41,0.8,diff
game106,0.8,diff
game7,0.8,diff
game103,0.8,diff
game119,0.8,diff
game16,0.8,diff
game135,0.8,diff
game65,0.8,diff
game66,0.8,diff
game83,0.8,diff
game25,0.8,diff
game15,0.8,diff
game46,0.8,diff
game120,0.8,diff
game73,0.8,diff
game35,0.8,diff
game72,0.8,diff
game109,0.8,diff
game129,0.8,diff
game128,0.8,diff
game52,0.8,diff
game101,0.8,diff
game6,0.8,diff
game110,0.8,diff
game74,0.8,diff
game55,0.8,diff
game133,0.8,diff
game81,0.8,diff
game134,0.8,diff
game99,0.8,diff
game92,0.8,diff
game17,0.8,diff
game11,0.8,diff
game102,0.8,diff
game49,0.8,diff
game20,0.8,diff
game111,0.8,diff
game89,0.8,diff
game4,0.8,diff
game90,0.8,diff
game22,0.8,diff
game63,0.8,diff
game112,0.8,diff
game69,0.8,diff
game31,0.8,diff
game34,0.8,diff
game125,0.8,diff
game124,0.8,diff
game64,0.8,diff
game104,0.8,diff
