object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
redSquare2,spottedCircle2,stripedCircle2,redSquare1,redSquare1,redSquare2,1,mixedLower,sub,word10,game45,2,1
spottedCircle2,spottedCircle1,blueSquare2,redSquare2,redSquare2,blueSquare2,2,mixedLower,basic,word9,game45,1,2
redSquare2,stripedCircle2,blueSquare2,spottedCircle2,spottedCircle2,redSquare2,3,mixedLower,basic,word9,game45,2,1
blueSquare2,blueSquare1,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle1,4,mixedLower,sub,word6,game45,1,2
redSquare2,stripedCircle1,stripedCircle2,blueSquare1,blueSquare1,stripedCircle2,5,mixedLower,basic,word16,game45,2,1
redSquare1,stripedCircle1,spottedCircle2,blueSquare2,blueSquare2,redSquare1,6,mixedLower,basic,word7,game45,1,2
redSquare2,redSquare1,spottedCircle2,spottedCircle1,spottedCircle1,redSquare2,7,mixedLower,sub,word16,game45,2,1
blueSquare2,spottedCircle1,redSquare1,redSquare2,redSquare2,redSquare1,8,mixedLower,sub,word10,game45,1,2
stripedCircle1,redSquare1,blueSquare2,stripedCircle2,stripedCircle2,stripedCircle2,9,mixedLower,sub,word4,game45,2,1
stripedCircle2,blueSquare2,blueSquare1,redSquare1,redSquare1,blueSquare2,10,mixedLower,basic,word7,game45,1,2
blueSquare2,redSquare2,stripedCircle2,blueSquare1,blueSquare1,redSquare2,11,mixedLower,sub,word9,game45,2,1
redSquare2,spottedCircle1,redSquare1,stripedCircle1,stripedCircle1,spottedCircle1,12,mixedLower,basic,word6,game45,1,2
stripedCircle1,spottedCircle1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,13,mixedLower,sub,word8,game45,2,1
stripedCircle2,redSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,14,mixedLower,basic,word11,game45,1,2
spottedCircle2,spottedCircle1,blueSquare1,blueSquare2,blueSquare2,blueSquare2,15,mixedLower,sub,word1,game45,2,1
blueSquare2,spottedCircle2,redSquare1,stripedCircle2,stripedCircle2,redSquare1,16,mixedLower,basic,word4,game45,1,2
spottedCircle1,redSquare1,redSquare2,blueSquare1,blueSquare1,blueSquare1,17,mixedLower,basic,word1,game45,2,1
redSquare1,spottedCircle2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,18,mixedLower,basic,word4,game45,1,2
blueSquare1,stripedCircle1,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,19,mixedLower,sub,word14,game45,2,1
stripedCircle2,blueSquare2,redSquare1,spottedCircle2,spottedCircle2,spottedCircle2,20,mixedLower,basic,word8,game45,1,2
spottedCircle1,blueSquare2,spottedCircle2,blueSquare1,blueSquare1,blueSquare1,21,mixedLower,sub,word10,game45,2,1
redSquare2,blueSquare2,spottedCircle1,stripedCircle2,stripedCircle2,blueSquare2,22,mixedLower,basic,word4,game45,1,2
blueSquare2,redSquare2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,23,mixedLower,basic,word5,game45,2,1
stripedCircle2,spottedCircle1,blueSquare1,redSquare2,redSquare2,spottedCircle1,24,mixedLower,basic,word10,game45,1,2
blueSquare1,stripedCircle1,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,25,mixedLower,sub,word5,game45,2,1
blueSquare1,blueSquare2,redSquare1,redSquare2,redSquare2,blueSquare1,26,mixedLower,sub,word10,game45,1,2
spottedCircle1,redSquare2,stripedCircle2,blueSquare2,blueSquare2,blueSquare2,27,mixedLower,basic,word16,game45,2,1
redSquare2,stripedCircle1,blueSquare2,redSquare1,redSquare1,blueSquare2,28,mixedLower,sub,word9,game45,1,2
spottedCircle2,stripedCircle1,redSquare1,stripedCircle2,stripedCircle2,stripedCircle2,29,mixedLower,sub,word16,game45,2,1
stripedCircle2,redSquare1,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle2,30,mixedLower,sub,word1,game45,1,2
redSquare1,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,stripedCircle1,31,mixedLower,sub,word16,game45,2,1
