object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
blueSquare1,spottedCircle2,redSquare2,stripedCircle2,stripedCircle2,spottedCircle2,1,mixedLower,basic,word2,game114,2,1
redSquare1,stripedCircle2,redSquare2,blueSquare1,blueSquare1,blueSquare1,2,mixedLower,basic,word5,game114,1,2
spottedCircle2,redSquare2,spottedCircle1,blueSquare2,blueSquare2,blueSquare2,3,mixedLower,basic,word5,game114,2,1
redSquare1,blueSquare2,spottedCircle2,redSquare2,redSquare2,redSquare1,4,mixedLower,sub,word2,game114,1,2
blueSquare1,spottedCircle2,stripedCircle1,blueSquare2,blueSquare2,blueSquare2,5,mixedLower,sub,word5,game114,2,1
blueSquare1,redSquare2,stripedCircle2,redSquare1,redSquare1,redSquare2,6,mixedLower,sub,word2,game114,1,2
stripedCircle2,blueSquare2,redSquare1,spottedCircle2,spottedCircle2,stripedCircle2,7,mixedLower,basic,word16,game114,2,1
spottedCircle1,blueSquare1,blueSquare2,stripedCircle1,stripedCircle1,spottedCircle1,8,mixedLower,basic,word16,game114,1,2
redSquare2,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,9,mixedLower,sub,word15,game114,2,1
stripedCircle2,blueSquare2,redSquare1,blueSquare1,blueSquare1,stripedCircle2,10,mixedLower,sub,word16,game114,1,2
stripedCircle1,spottedCircle1,blueSquare2,redSquare1,redSquare1,redSquare1,11,mixedLower,basic,word2,game114,2,1
stripedCircle1,blueSquare1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle1,12,mixedLower,sub,word7,game114,1,2
stripedCircle2,blueSquare1,spottedCircle2,spottedCircle1,spottedCircle1,blueSquare1,13,mixedLower,sub,word15,game114,2,1
redSquare1,stripedCircle2,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,14,mixedLower,sub,word9,game114,1,2
spottedCircle2,stripedCircle2,blueSquare2,redSquare2,redSquare2,blueSquare2,15,mixedLower,basic,word2,game114,2,1
redSquare1,stripedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,16,mixedLower,basic,word15,game114,1,2
spottedCircle2,redSquare1,blueSquare2,blueSquare1,blueSquare1,spottedCircle2,17,mixedLower,sub,word4,game114,2,1
stripedCircle1,blueSquare1,redSquare2,stripedCircle2,stripedCircle2,stripedCircle1,18,mixedLower,sub,word7,game114,1,2
stripedCircle2,blueSquare1,redSquare1,redSquare2,redSquare2,redSquare2,19,mixedLower,sub,word1,game114,2,1
blueSquare1,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,20,mixedLower,basic,word15,game114,1,2
blueSquare1,stripedCircle2,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle2,21,mixedLower,sub,word7,game114,2,1
redSquare1,blueSquare2,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle2,22,mixedLower,basic,word7,game114,1,2
redSquare2,stripedCircle1,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,23,mixedLower,sub,word16,game114,2,1
spottedCircle2,stripedCircle1,redSquare2,redSquare1,redSquare1,redSquare2,24,mixedLower,sub,word1,game114,1,2
blueSquare2,spottedCircle2,redSquare1,stripedCircle1,stripedCircle1,stripedCircle1,25,mixedLower,basic,word7,game114,2,1
blueSquare1,spottedCircle2,blueSquare2,redSquare1,redSquare1,redSquare1,26,mixedLower,basic,word2,game114,1,2
redSquare2,stripedCircle1,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,27,mixedLower,sub,word15,game114,2,1
stripedCircle2,redSquare2,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,28,mixedLower,basic,word16,game114,1,2
stripedCircle1,redSquare1,redSquare2,blueSquare2,blueSquare2,blueSquare2,29,mixedLower,basic,word5,game114,2,1
spottedCircle2,redSquare2,stripedCircle1,blueSquare1,blueSquare1,blueSquare1,30,mixedLower,basic,word4,game114,1,2
blueSquare1,blueSquare2,spottedCircle2,redSquare2,redSquare2,redSquare2,31,mixedLower,basic,word2,game114,2,1
redSquare1,spottedCircle1,blueSquare1,blueSquare2,blueSquare2,blueSquare1,32,mixedLower,sub,word4,game114,1,2
redSquare2,stripedCircle2,stripedCircle1,redSquare1,redSquare1,redSquare2,33,mixedLower,sub,word1,game114,2,1
