object1name,object2name,object3name,object4name,intendedName,clickedName,trialNum,condition,contextType,wordID,id,speakerID,listenerID
spottedCircle1,stripedCircle1,redSquare2,stripedCircle2,stripedCircle2,spottedCircle1,1,mixedLower,sub,word8,game47,2,1
blueSquare2,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle2,2,mixedLower,sub,word13,game47,1,2
redSquare1,blueSquare2,stripedCircle2,spottedCircle1,spottedCircle1,redSquare1,3,mixedLower,basic,word15,game47,2,1
redSquare1,stripedCircle2,stripedCircle1,redSquare2,redSquare2,redSquare2,4,mixedLower,sub,word1,game47,1,2
spottedCircle1,redSquare2,blueSquare2,blueSquare1,blueSquare1,blueSquare2,5,mixedLower,sub,word12,game47,2,1
spottedCircle1,blueSquare1,redSquare2,stripedCircle1,stripedCircle1,stripedCircle1,6,mixedLower,basic,word8,game47,1,2
stripedCircle1,blueSquare1,blueSquare2,spottedCircle2,spottedCircle2,blueSquare2,7,mixedLower,basic,word1,game47,2,1
spottedCircle2,redSquare2,stripedCircle2,redSquare1,redSquare1,redSquare1,8,mixedLower,sub,word10,game47,1,2
blueSquare2,spottedCircle1,redSquare2,stripedCircle2,stripedCircle2,redSquare2,9,mixedLower,basic,word7,game47,2,1
spottedCircle2,spottedCircle1,redSquare2,blueSquare1,blueSquare1,blueSquare1,10,mixedLower,basic,word13,game47,1,2
stripedCircle1,spottedCircle1,redSquare1,blueSquare2,blueSquare2,blueSquare2,11,mixedLower,basic,word13,game47,2,1
stripedCircle2,redSquare2,blueSquare2,stripedCircle1,stripedCircle1,stripedCircle2,12,mixedLower,sub,word7,game47,1,2
spottedCircle1,blueSquare1,stripedCircle2,redSquare1,redSquare1,spottedCircle1,13,mixedLower,basic,word2,game47,2,1
blueSquare1,spottedCircle2,blueSquare2,redSquare2,redSquare2,redSquare2,14,mixedLower,basic,word2,game47,1,2
spottedCircle1,blueSquare1,redSquare1,blueSquare2,blueSquare2,blueSquare2,15,mixedLower,sub,word3,game47,2,1
blueSquare1,spottedCircle2,stripedCircle1,spottedCircle1,spottedCircle1,blueSquare1,16,mixedLower,sub,word8,game47,1,2
stripedCircle1,stripedCircle2,spottedCircle1,spottedCircle2,spottedCircle2,spottedCircle1,17,mixedLower,sub,word8,game47,2,1
redSquare1,spottedCircle1,stripedCircle2,redSquare2,redSquare2,spottedCircle1,18,mixedLower,sub,word10,game47,1,2
stripedCircle2,blueSquare1,stripedCircle1,blueSquare2,blueSquare2,stripedCircle1,19,mixedLower,sub,word12,game47,2,1
blueSquare2,spottedCircle1,blueSquare1,redSquare1,redSquare1,blueSquare1,20,mixedLower,basic,word10,game47,1,2
blueSquare1,stripedCircle1,stripedCircle2,spottedCircle2,spottedCircle2,stripedCircle2,21,mixedLower,basic,word7,game47,2,1
stripedCircle1,blueSquare1,redSquare2,spottedCircle1,spottedCircle1,blueSquare1,22,mixedLower,basic,word8,game47,1,2
spottedCircle2,blueSquare2,stripedCircle2,stripedCircle1,stripedCircle1,stripedCircle2,23,mixedLower,sub,word7,game47,2,1
spottedCircle2,redSquare2,blueSquare1,stripedCircle2,stripedCircle2,spottedCircle2,24,mixedLower,basic,word7,game47,1,2
redSquare1,stripedCircle1,spottedCircle2,blueSquare2,blueSquare2,redSquare1,25,mixedLower,basic,word4,game47,2,1
blueSquare2,spottedCircle1,stripedCircle1,blueSquare1,blueSquare1,blueSquare2,26,mixedLower,sub,word13,game47,1,2
stripedCircle1,redSquare2,spottedCircle2,stripedCircle2,stripedCircle2,stripedCircle1,27,mixedLower,sub,word6,game47,2,1
stripedCircle1,spottedCircle2,blueSquare1,redSquare2,redSquare2,spottedCircle2,28,mixedLower,basic,word10,game47,1,2
redSquare1,stripedCircle2,spottedCircle1,blueSquare1,blueSquare1,redSquare1,29,mixedLower,basic,word12,game47,2,1
redSquare2,blueSquare1,stripedCircle2,redSquare1,redSquare1,blueSquare1,30,mixedLower,sub,word10,game47,1,2
redSquare1,spottedCircle2,stripedCircle2,spottedCircle1,spottedCircle1,stripedCircle2,31,mixedLower,sub,word14,game47,2,1
blueSquare2,blueSquare1,spottedCircle1,stripedCircle1,stripedCircle1,blueSquare1,32,mixedLower,basic,word7,game47,1,2
redSquare2,blueSquare1,stripedCircle1,spottedCircle1,spottedCircle1,spottedCircle1,33,mixedLower,basic,word14,game47,2,1
blueSquare2,stripedCircle2,spottedCircle1,blueSquare1,blueSquare1,stripedCircle2,34,mixedLower,sub,word12,game47,1,2
blueSquare1,redSquare2,spottedCircle2,spottedCircle1,spottedCircle1,spottedCircle1,35,mixedLower,sub,word14,game47,2,1
spottedCircle1,redSquare1,blueSquare1,spottedCircle2,spottedCircle2,spottedCircle2,36,mixedLower,sub,word1,game47,1,2
