role,bonus,repid,roomid,target,content,trialnum,networkid,stimsetid,partnernum,participantid
speaker,0.03,0,0,tangram_D.png,The correct choice is the one that looks like a person carrying a box,1,8,0,0,31
listener,0.06,0,0,tangram_A.png,hi,2,8,0,0,36
speaker,0.06,0,0,tangram_A.png,The correct one looks like some kind of figure walking towards the left of the screen while looking backwards.,2,8,0,0,31
listener,0.09,0,0,tangram_B.png,hi,3,8,0,0,36
speaker,0.09,0,0,tangram_B.png,I hope i can describe this one good for you. This one looks like a diamond shape on top of a cliff overlooking rocks??? lol,3,8,0,0,31
speaker,0.09,0,0,tangram_B.png,it is the only one that i haven't described before.,3,8,0,0,31
speaker,0.12,1,0,tangram_D.png,this look like a man carrying a box,4,8,0,0,36
speaker,0.15,1,0,tangram_C.png,this looks like a man that has his hand raised in the air,5,8,0,0,36
speaker,0.18,1,0,tangram_B.png,"kind of looks like a bunny , or as you mentioned a cliff ",6,8,0,0,36
speaker,0,0,1,tangram_C.png,a man flying at an angle,0,8,0,0,30
speaker,0.03,0,1,tangram_A.png,a man kicking one foot up,1,8,0,0,30
speaker,0.06,0,1,tangram_D.png,a man asking for money,2,8,0,0,30
speaker,0.09,0,1,tangram_B.png,the weirdest looking image with two hands in opposite directions,3,8,0,0,30
speaker,0.09,1,1,tangram_A.png,person kicking foot up,4,8,0,0,29
speaker,0.12,1,1,tangram_B.png,person sitting down,5,8,0,0,29
speaker,0.15,1,1,tangram_D.png,person begging,6,8,0,0,29
speaker,0.18,1,1,tangram_C.png,person throwing hands up,7,8,0,0,29
speaker,0.21,2,1,tangram_A.png,person kicking foot up,8,8,0,0,30
speaker,0.24,2,1,tangram_B.png,person sitting,9,8,0,0,30
speaker,0.27,2,1,tangram_C.png,person with hands up,10,8,0,0,30
speaker,0.3,2,1,tangram_D.png,person begging,11,8,0,0,30
speaker,0.33,3,1,tangram_C.png,person with hands up,12,8,0,0,29
speaker,0.36,3,1,tangram_D.png,person begging,13,8,0,0,29
speaker,0.39,3,1,tangram_B.png,person sitting,14,8,0,0,29
speaker,0.42,3,1,tangram_A.png,person kicking,15,8,0,0,29
speaker,0,0,0,tangram_B.png,Kind of looks like a sitting dog,0,9,0,0,40
speaker,0,0,0,tangram_D.png,Looks like a speaker or graduate holding a book,1,9,0,0,40
speaker,0.03,0,0,tangram_C.png,Arms are upraised to the sky,2,9,0,0,40
speaker,0.06,0,0,tangram_A.png,"could be a bear one leg is in the air, one on the ground",3,9,0,0,40
speaker,0.09,1,0,tangram_B.png,looks like someone with a bow on its head.,4,9,0,0,35
speaker,0.12,1,0,tangram_A.png,looks like someone walking with a hunchback.,5,9,0,0,35
speaker,0.15,1,0,tangram_D.png,Looks like someone wearing a robe.,6,9,0,0,35
speaker,0.18,1,0,tangram_C.png,Looks like someone flying away.,7,9,0,0,35
speaker,0.21,2,0,tangram_A.png,Looks like someone walking,8,9,0,0,40
speaker,0.24,2,0,tangram_C.png,Someone with arms raised in the air,9,9,0,0,40
speaker,0.27,2,0,tangram_D.png,looks like someone reading a book or in a graduation robe,10,9,0,0,40
speaker,0.33,3,0,tangram_A.png,Looks like someone is walking with a box on its back.,12,9,0,0,35
speaker,0.3,2,0,tangram_B.png,looks like someone squatting down with a diamond and triangle on their head,11,9,0,0,40
speaker,0.36,3,0,tangram_B.png,looks like something is sitting down with different shapes on its head.,13,9,0,0,35
speaker,0.39,3,0,tangram_C.png,Looks like a person that is flying away.,14,9,0,0,35
speaker,0.42,3,0,tangram_D.png,Looks like someone that holding a tray.,15,9,0,0,35
speaker,0,0,1,tangram_B.png,it is the biggest blob that looks like it is sitting,0,9,0,0,33
listener,0.03,0,1,tangram_C.png,cool,1,9,0,0,34
speaker,0.03,0,1,tangram_C.png,it is the blob that looks like it has arms that are both extended out,1,9,0,0,33
speaker,0.06,0,1,tangram_D.png,it's the blob that looks like it is sitting/ kneeling and looking up ,2,9,0,0,33
speaker,0.09,1,1,tangram_D.png,The one that looks like it has one arm outstretched - the one I got wrong. ,4,9,0,0,34
speaker,0.06,0,1,tangram_A.png,it is the blob that looks like it is walking,3,9,0,0,33
speaker,0.12,1,1,tangram_C.png,The one that looks like it has both arms stretched upwards - the first one we did,5,9,0,0,34
speaker,0.18,1,1,tangram_A.png,The one that is kicking,7,9,0,0,34
speaker,0.15,1,1,tangram_B.png,The one that looks like a kneeling nun with her arms out,6,9,0,0,34
listener,0.21,2,1,tangram_D.png,"We should just name them: kneeling nun, arms outstretched, kicking, and one arm",8,9,0,0,34
speaker,0.21,2,1,tangram_D.png,the one you got wrong,8,9,0,0,33
listener,0.21,2,1,tangram_D.png,kneeling nun?,8,9,0,0,34
speaker,0.24,2,1,tangram_A.png,walking,9,9,0,0,33
speaker,0.27,2,1,tangram_B.png,ng,10,9,0,0,33
speaker,0.27,2,1,tangram_B.png,not arms outstretched/ not walking /not 1wrong- the other one,10,9,0,0,33
listener,0.27,2,1,tangram_B.png,are you trying to be difficult ?,10,9,0,0,34
speaker,0.3,2,1,tangram_C.png,arms outstretched,11,9,0,0,33
listener,0.27,2,1,tangram_B.png,ng?,10,9,0,0,34
speaker,0.33,3,1,tangram_D.png,one arm,12,9,0,0,34
speaker,0.36,3,1,tangram_A.png,walking,13,9,0,0,34
speaker,0.39,3,1,tangram_B.png,kneeling,14,9,0,0,34
speaker,0.42,3,1,tangram_C.png,arms outstretched ,15,9,0,0,34
speaker,0.45,0,2,tangram_B.png,It looks like a dog kneeling down.,1,9,0,1,35
speaker,0.45,0,2,tangram_A.png,It looks like someone with a hunchback,0,9,0,1,35
listener,0.45,0,2,tangram_B.png,"not the fire hydrant looking one, but the one that could be a dogs face?",1,9,0,1,33
speaker,0.45,0,2,tangram_B.png,The one with the different shapes on what I would assume it could be a head.,1,9,0,1,35
listener,0.45,0,2,tangram_B.png,it has 2 points going out/ could look like dogs ears?,1,9,0,1,33
speaker,0.45,0,2,tangram_B.png,yes.,1,9,0,1,35
listener,0.48,0,2,tangram_D.png,"not the one walking, not the one with arms out stretched, but the other 1?",2,9,0,1,33
speaker,0.48,0,2,tangram_D.png,Looks like someone wearing a graduation robe with a graduation hat.,2,9,0,1,35
speaker,0.48,0,2,tangram_D.png,Yes.,2,9,0,1,35
speaker,0.51,0,2,tangram_C.png,Looks like someone with their arms up in the air.,3,9,0,1,35
speaker,0.54,1,2,tangram_A.png,walking/kicking 1,4,9,0,1,33
speaker,0.57,1,2,tangram_C.png,arms out stretched,5,9,0,1,33
speaker,0.6,1,2,tangram_D.png,not dog/ears but other 1 kneeling ,6,9,0,1,33
speaker,0.6,1,2,tangram_B.png,the last one you just chose (dog ears),7,9,0,1,33
speaker,0.66,2,2,tangram_D.png,The one where it looks like someone is holding a tray and has a diamond shaped head.,9,9,0,1,35
speaker,0.63,2,2,tangram_C.png,Someone that is floating away.,8,9,0,1,35
speaker,0.63,2,2,tangram_C.png,Yes.,8,9,0,1,35
listener,0.63,2,2,tangram_C.png,the one that is kinda slanty bodied?,8,9,0,1,33
listener,0.66,2,2,tangram_D.png,the one (to me) it looks like someone is like holding a hat out? not the one that has a triangle extended out from the body?,9,9,0,1,33
speaker,0.66,2,2,tangram_D.png,"The one that looks like they are standing up, looks like they are wearing a robe, holding something and has a diamond shaped head.",9,9,0,1,35
speaker,0.66,2,2,tangram_D.png,Yes.,9,9,0,1,35
listener,0.66,2,2,tangram_D.png,"the one with triangle arm? or the one walking, not slanty?",9,9,0,1,33
listener,0.66,2,2,tangram_D.png,the one walking?,9,9,0,1,33
speaker,0.69,2,2,tangram_A.png,Looks like someone walking. One foot on the floor and one sticking up. With a square on its back.,10,9,0,1,35
speaker,0.66,2,2,tangram_D.png,Standing still,9,9,0,1,35
listener,0.72,2,2,tangram_B.png,triangle arm 1?,11,9,0,1,33
speaker,0.72,2,2,tangram_B.png,Looks like a dog or a person kneeling down with a square and a triangle on its head.,11,9,0,1,35
speaker,0.72,3,2,tangram_C.png,"arms outstretched, ",12,9,0,1,33
speaker,0.75,3,2,tangram_A.png,walking /kicking 1,13,9,0,1,33
speaker,0.78,3,2,tangram_B.png,triangle extended out from the body,14,9,0,1,33
speaker,0.78,3,2,tangram_D.png,the last 1 you chose,15,9,0,1,33
speaker,0.45,0,3,tangram_A.png,Looks like somone walking with a box on their back,0,9,0,1,40
speaker,0.48,0,3,tangram_C.png,Arms raised up in the air,1,9,0,1,40
speaker,0.63,1,3,tangram_D.png,The one with the book,6,9,0,1,34
speaker,0.51,0,3,tangram_B.png,looks like someone sitting/squatting with bow on head,2,9,0,1,40
speaker,0.54,0,3,tangram_D.png,Someone in a robe holding a book,3,9,0,1,40
speaker,0.57,1,3,tangram_C.png,The one with arms outstretched ,4,9,0,1,34
speaker,0.6,1,3,tangram_A.png,The one walking,5,9,0,1,34
speaker,0.66,1,3,tangram_B.png,The one sitting,7,9,0,1,34
speaker,0.75,2,3,tangram_C.png,Arms Over Head,10,9,0,1,40
speaker,0.69,2,3,tangram_A.png,Walking forward,8,9,0,1,40
speaker,0.72,2,3,tangram_B.png,sitting/squatting,9,9,0,1,40
speaker,0.78,2,3,tangram_D.png,holding a book or tray,11,9,0,1,40
speaker,0.87,3,3,tangram_D.png,book,14,9,0,1,34
speaker,0.9,3,3,tangram_C.png,arms up in the air,15,9,0,1,34
speaker,0.81,3,3,tangram_B.png,sitting squatting ,12,9,0,1,34
speaker,0.84,3,3,tangram_A.png,walking,13,9,0,1,34
speaker,0.93,0,4,tangram_D.png,"The one that looks like it is holding a book, or has one arm out stretched ",0,9,0,2,34
speaker,0.96,0,4,tangram_A.png,The one that looks like it is walking,1,9,0,2,34
speaker,0.9,1,4,tangram_D.png,The one that looks like they are wearing a robe and has a triangle head.,4,9,0,2,35
speaker,1.02,0,4,tangram_B.png,The one that looks like it is on it's knees ,3,9,0,2,34
speaker,0.99,0,4,tangram_C.png,The one with arms raised up in the air,2,9,0,2,34
speaker,0.96,1,4,tangram_B.png,Looks like someone kneeling with a square and a triangle on its head.,6,9,0,2,35
speaker,0.93,1,4,tangram_A.png,Looks like someone walking with a hunchback.,5,9,0,2,35
speaker,0.99,1,4,tangram_C.png,Looks like someone is flying away.,7,9,0,2,35
speaker,1.17,2,4,tangram_B.png,One on its knees,8,9,0,2,34
speaker,1.23,2,4,tangram_D.png,The one in the robe,10,9,0,2,34
speaker,1.26,2,4,tangram_C.png,The one flying away,11,9,0,2,34
speaker,1.2,2,4,tangram_A.png,The one that is walking,9,9,0,2,34
speaker,1.14,3,4,tangram_B.png,Looks like someone is kneeling with a pointed face.,12,9,0,2,35
speaker,1.17,3,4,tangram_A.png,Someone is kicking.,13,9,0,2,35
speaker,1.2,3,4,tangram_D.png,Looks like someone is holding a tray.,14,9,0,2,35
speaker,1.23,3,4,tangram_C.png,Waving hands in the air.,15,9,0,2,35
speaker,0.93,0,5,tangram_C.png,looks like person with arms in the air,0,9,0,2,40
speaker,0.9,1,5,tangram_C.png,arms outstretched/ slanty one,4,9,0,2,33
speaker,0.96,0,5,tangram_A.png,looks like somone walking forward,1,9,0,2,40
speaker,0.99,0,5,tangram_B.png,looks like someone squatting/sitting,2,9,0,2,40
speaker,1.02,0,5,tangram_D.png,looks like someone holding a book,3,9,0,2,40
speaker,0.93,1,5,tangram_A.png,1 walking/kicking,5,9,0,2,33
speaker,0.96,1,5,tangram_B.png,the one that looks like someone kneeling with 2 arms out stretched,6,9,0,2,33
speaker,0.99,1,5,tangram_D.png,the last one with the square head looking up,7,9,0,2,33
speaker,1.14,2,5,tangram_A.png,walking forward,8,9,0,2,40
speaker,1.17,2,5,tangram_B.png,sitting/squatting with bow on head,9,9,0,2,40
speaker,1.2,2,5,tangram_D.png,someone in robe holding a tray,10,9,0,2,40
speaker,1.23,2,5,tangram_C.png,arms in the air,11,9,0,2,40
speaker,1.11,3,5,tangram_B.png,knealing one / not the one with the tray - the one w/ triangle arm,12,9,0,2,33
speaker,1.14,3,5,tangram_D.png,the one with the tray,13,9,0,2,33
speaker,1.17,3,5,tangram_A.png,walking 1,14,9,0,2,33
speaker,1.2,3,5,tangram_C.png,arms outstretched,15,9,0,2,33
listener,0,0,1,tangram_F.png,Hi!,0,10,1,0,37
speaker,0,0,0,tangram_E.png,It looks like a person sitting down with a bow on their head,0,11,1,0,48
speaker,0,0,0,tangram_H.png,"hi, it looks like a person with a blanket wrapped around them and sitting",0,12,2,0,41
speaker,0.03,0,0,tangram_J.png,it is a square on the left side with a point to the right,1,12,2,0,41
speaker,0.06,0,0,tangram_I.png,someone with their arms straight out on the left and standing on one foot,2,12,2,0,41
speaker,0.09,0,0,tangram_K.png,a square cut out piece on the left side and a v cut out shape on the right,3,12,2,0,41
speaker,0.12,1,0,tangram_H.png,a person sitting down wrapped in a blanket. ,4,12,2,0,45
speaker,0.18,1,0,tangram_J.png,"The left side is a square and the right side has two tialngles coming out, almost like a hand pointing and a foot at the bottom. ",6,12,2,0,45
speaker,0.15,1,0,tangram_I.png,looks like someone figure skating.    One foot down one up in the air. ,5,12,2,0,45
speaker,0.24,2,0,tangram_I.png,ice skater,8,12,2,0,41
speaker,0.21,1,0,tangram_K.png,It looks like a person sitting and holding a plate.  ,7,12,2,0,45
speaker,0.24,2,0,tangram_I.png,on one foot,8,12,2,0,41
speaker,0.27,2,0,tangram_H.png,person wrapped in a blanket sitting,9,12,2,0,41
speaker,0.3,2,0,tangram_K.png,looks like someone kneeling and holding a plate facing the right,10,12,2,0,41
speaker,0.33,2,0,tangram_J.png,a square shape on the left and two points on the right,11,12,2,0,41
speaker,0.39,3,0,tangram_K.png,A person kneeling and holding a plate,13,12,2,0,45
speaker,0.36,3,0,tangram_H.png,A perosn sitting wrapped in a blanket,12,12,2,0,45
speaker,0.42,3,0,tangram_I.png,Looks like a person figure skating,14,12,2,0,45
speaker,0.45,3,0,tangram_J.png,A square on the left and some points on the right,15,12,2,0,45
speaker,0,0,1,tangram_K.png,person is kneeling with head up,0,12,2,0,46
speaker,0,0,1,tangram_H.png,just sitting hands down,1,12,2,0,46
speaker,0.03,0,1,tangram_J.png,triangle on top of a block not sitting,2,12,2,0,46
speaker,0.06,0,1,tangram_I.png,on one leg,3,12,2,0,46
speaker,0.12,1,1,tangram_J.png,triangle head on block,5,12,2,0,47
speaker,0.09,1,1,tangram_K.png,praying on knees,4,12,2,0,47
speaker,0.15,1,1,tangram_I.png,standing on one leg,6,12,2,0,47
speaker,0.18,1,1,tangram_H.png,sitting arms down,7,12,2,0,47
speaker,0.24,2,1,tangram_K.png,praying,9,12,2,0,46
speaker,0.21,2,1,tangram_J.png,head on a block,8,12,2,0,46
speaker,0.27,2,1,tangram_I.png,one leg,10,12,2,0,46
speaker,0.36,3,1,tangram_K.png,praying,13,12,2,0,47
speaker,0.33,3,1,tangram_J.png,head on block,12,12,2,0,47
speaker,0.3,2,1,tangram_H.png,just sitting hands down,11,12,2,0,46
speaker,0.42,3,1,tangram_H.png,just sitting,15,12,2,0,47
speaker,0.39,3,1,tangram_I.png,one leg,14,12,2,0,47
speaker,0.48,0,2,tangram_J.png,square on the left side and two points on the right,0,12,2,1,41
speaker,0.51,0,2,tangram_K.png,kneeling and holding a plate on the right,1,12,2,1,41
speaker,0.54,0,2,tangram_H.png, hello,2,12,2,1,41
speaker,0.54,0,2,tangram_H.png,does it look like a blanket and sitting,2,12,2,1,41
speaker,0.57,0,2,tangram_I.png,ice skating,3,12,2,1,41
speaker,0.63,1,2,tangram_H.png,sitting arms down,6,12,2,1,47
listener,0.51,0,2,tangram_H.png,you there?,2,12,2,1,47
speaker,0.57,1,2,tangram_K.png,kneeling and praying,4,12,2,1,47
speaker,0.6,1,2,tangram_J.png,"two points on right, square on left",5,12,2,1,47
speaker,0.66,1,2,tangram_I.png,ice skating,7,12,2,1,47
speaker,0.72,2,2,tangram_J.png,square on the left,8,12,2,1,41
speaker,0.78,2,2,tangram_I.png,ice skater,10,12,2,1,41
speaker,0.87,3,2,tangram_I.png,skating,14,12,2,1,47
speaker,0.9,3,2,tangram_J.png,square left,15,12,2,1,47
speaker,0.75,2,2,tangram_H.png,blanket and sitting,9,12,2,1,41
speaker,0.81,2,2,tangram_K.png,kneeling and praying,11,12,2,1,41
speaker,0.81,3,2,tangram_H.png,blanket,12,12,2,1,47
speaker,0.84,3,2,tangram_K.png,praying,13,12,2,1,47
speaker,0.51,0,3,tangram_H.png,A person sitting down wrapped in a blanket,1,12,2,1,45
speaker,0.48,0,3,tangram_I.png,A person figure skating,0,12,2,1,45
speaker,0.54,0,3,tangram_K.png,A person kneeling down and holding out a plate,2,12,2,1,45
speaker,0.57,1,3,tangram_K.png,a person holding a plate,4,12,2,1,46
speaker,0.66,1,3,tangram_I.png,a figure skater,7,12,2,1,46
speaker,0.57,0,3,tangram_J.png,a square on the left and some points on the right,3,12,2,1,45
speaker,0.6,1,3,tangram_J.png,a square on the right and points to the left,5,12,2,1,46
speaker,0.63,1,3,tangram_H.png,a person wrapped in a blanket,6,12,2,1,46
speaker,0.78,2,3,tangram_H.png,a person sitting down wrapped in a blanket,10,12,2,1,45
speaker,0.81,2,3,tangram_J.png,A square on the left and some points on the right,11,12,2,1,45
speaker,0.81,3,3,tangram_I.png,figure skater,12,12,2,1,46
speaker,0.84,3,3,tangram_K.png,a person kneeling holding out a plate,13,12,2,1,46
speaker,0.72,2,3,tangram_K.png,A person sitting down and holding a plate out,8,12,2,1,45
speaker,0.75,2,3,tangram_I.png,a person figure skating ,9,12,2,1,45
speaker,0.87,3,3,tangram_J.png,a square on the left and points on the right,14,12,2,1,46
speaker,0.9,3,3,tangram_H.png,a person wrapped in a blanket,15,12,2,1,46
speaker,0.96,0,4,tangram_K.png,kneeling and praying,0,12,2,2,41
speaker,0.99,0,4,tangram_H.png,sitting in a blanket,1,12,2,2,41
speaker,1.02,0,4,tangram_J.png,square on the left,2,12,2,2,41
speaker,1.05,0,4,tangram_I.png,ice skater,3,12,2,2,41
speaker,1.05,1,4,tangram_J.png,square on the left,4,12,2,2,46
speaker,1.08,1,4,tangram_I.png,ice skater,5,12,2,2,46
speaker,1.11,1,4,tangram_K.png,kneeling praying,6,12,2,2,46
speaker,1.14,1,4,tangram_H.png,wrapped in a blanket,7,12,2,2,46
speaker,1.2,2,4,tangram_I.png,ice skater,8,12,2,2,41
speaker,1.29,3,4,tangram_J.png,square on left,12,12,2,2,46
speaker,1.38,3,4,tangram_H.png,wrapped in blanket,15,12,2,2,46
speaker,1.23,2,4,tangram_K.png,praying,9,12,2,2,41
speaker,1.26,2,4,tangram_J.png,left square,10,12,2,2,41
speaker,1.32,3,4,tangram_I.png,ice skater,13,12,2,2,46
speaker,1.35,3,4,tangram_K.png,praying,14,12,2,2,46
speaker,1.29,2,4,tangram_H.png,blanket sitting,11,12,2,2,41
speaker,0.96,0,5,tangram_K.png,A person kneeling down and holding a plate out,0,12,2,2,45
speaker,0.99,0,5,tangram_I.png,a person figure skating,1,12,2,2,45
speaker,1.02,0,5,tangram_J.png,a squre on the left and points on the right,2,12,2,2,45
speaker,1.05,1,5,tangram_I.png,skating,4,12,2,2,47
speaker,1.08,1,5,tangram_H.png,blanket,5,12,2,2,47
speaker,1.05,0,5,tangram_H.png,a person sitting wrapped in a blanket,3,12,2,2,45
speaker,1.11,1,5,tangram_J.png,two points,6,12,2,2,47
speaker,1.14,1,5,tangram_K.png,kneeling and praying,7,12,2,2,47
speaker,1.17,2,5,tangram_J.png,Square on left points on right,8,12,2,2,45
speaker,1.2,2,5,tangram_K.png,kneeling and praying,9,12,2,2,45
speaker,1.23,2,5,tangram_H.png,sitting wrapped in blanket,10,12,2,2,45
speaker,1.26,2,5,tangram_I.png,figure skaitng,11,12,2,2,45
speaker,1.26,3,5,tangram_H.png,wrapped in blanket,12,12,2,2,47
speaker,1.29,3,5,tangram_K.png,praying,13,12,2,2,47
speaker,1.32,3,5,tangram_I.png,skating,14,12,2,2,47
speaker,1.35,3,5,tangram_J.png,block with two points on right,15,12,2,2,47
speaker,0,0,0,tangram_F.png,Sitting person,0,13,1,0,51
speaker,0.03,0,0,tangram_L.png,Poking triangle to the right,1,13,1,0,51
speaker,0.06,0,0,tangram_G.png,"Bunny ears, feet to the left",2,13,1,0,51
speaker,0.09,0,0,tangram_E.png,"bunny ears, feet to the right",3,13,1,0,51
speaker,0.12,1,0,tangram_L.png,diaond,4,13,1,0,52
speaker,0.12,1,0,tangram_L.png,m,4,13,1,0,52
speaker,0.12,1,0,tangram_L.png,diaond head,4,13,1,0,52
speaker,0.15,1,0,tangram_F.png,feet to left sit,5,13,1,0,52
speaker,0.18,1,0,tangram_E.png,bunny ears feet right,6,13,1,0,52
speaker,0.21,1,0,tangram_G.png,funbky head feet left,7,13,1,0,52
speaker,0.27,2,0,tangram_E.png,"Bunny ears, feet to the right",9,13,1,0,51
speaker,0.24,2,0,tangram_F.png,"Person sitting, feet to the left, diamond head",8,13,1,0,51
speaker,0.33,2,0,tangram_L.png,"Person, diamond head, triangle pointing right",11,13,1,0,51
speaker,0.3,2,0,tangram_G.png,"Bunny ears, feet to the left",10,13,1,0,51
speaker,0.36,3,0,tangram_F.png,diamond head feet left,12,13,1,0,52
speaker,0.39,3,0,tangram_E.png,bunny feet right,13,13,1,0,52
speaker,0.45,3,0,tangram_L.png,diamond head triangle right,15,13,1,0,52
speaker,0.42,3,0,tangram_G.png,bunny feet left,14,13,1,0,52
speaker,0,0,1,tangram_F.png,person sitting w/head down and knees up facing to the left,0,13,1,0,49
listener,0,0,1,tangram_G.png,sitting down knees up and head up.,1,13,1,0,50
speaker,0.03,0,1,tangram_L.png,man standing with arms as point facing to the right,2,13,1,0,49
speaker,0,0,1,tangram_G.png,"one that doesn't really look like a person (not the bunny ears one), arms are points facing behind him/head is looking to the left",1,13,1,0,49
speaker,0.06,0,1,tangram_E.png,bunny ears on head,3,13,1,0,49
speaker,0.09,1,1,tangram_L.png,man standing up praying hands ,4,13,1,0,50
speaker,0.12,1,1,tangram_G.png,arms behind the back ,5,13,1,0,50
speaker,0.15,1,1,tangram_F.png,sitting down looking up to left,6,13,1,0,50
speaker,0.18,1,1,tangram_E.png,bunny ears on head,7,13,1,0,50
speaker,0.21,2,1,tangram_F.png,sitting down looking to left (knees bent),8,13,1,0,49
speaker,0.39,3,1,tangram_G.png,arms behind back,14,13,1,0,50
speaker,0.42,3,1,tangram_E.png,bunny ears,15,13,1,0,50
speaker,0.27,2,1,tangram_G.png,arms behind back ,10,13,1,0,49
speaker,0.3,2,1,tangram_E.png,bunny ears,11,13,1,0,49
speaker,0.36,3,1,tangram_F.png,sitting knees up looking left,13,13,1,0,50
speaker,0.24,2,1,tangram_L.png,arms praying to right,9,13,1,0,49
speaker,0.33,3,1,tangram_L.png,praying hands,12,13,1,0,50
speaker,0.48,0,2,tangram_G.png,"bunny ears, feet to the left",0,13,1,1,51
speaker,0.48,0,2,tangram_L.png,"person standing, triangle to the right",1,13,1,1,51
speaker,0.51,0,2,tangram_E.png,"bunny ears, feet to the right",2,13,1,1,51
speaker,0.54,0,2,tangram_F.png,"Person sitting, diamond head",3,13,1,1,51
speaker,0.6,1,2,tangram_L.png,praying hands,6,13,1,1,50
speaker,0.63,1,2,tangram_E.png,bunny ears head,7,13,1,1,50
speaker,0.54,1,2,tangram_G.png,arms behind back,4,13,1,1,50
speaker,0.57,1,2,tangram_F.png,sitting down looking up left,5,13,1,1,50
speaker,0.78,3,2,tangram_F.png,sitting down looking up left,13,13,1,1,50
speaker,0.69,2,2,tangram_L.png,"person standing, triangle pointing right",9,13,1,1,51
speaker,0.72,2,2,tangram_E.png,"bunny ears, feet to the right",10,13,1,1,51
speaker,0.75,2,2,tangram_F.png,"Diamond head, sitting",11,13,1,1,51
speaker,0.75,3,2,tangram_L.png,praying hands,12,13,1,1,50
speaker,0.81,3,2,tangram_E.png,bunny ears head,14,13,1,1,50
speaker,0.84,3,2,tangram_G.png,ARMS BEHIND BACK,15,13,1,1,50
speaker,0.69,2,2,tangram_G.png,"bunny ears, feet to the left",8,13,1,1,51
speaker,0.48,0,3,tangram_G.png,funky head feet left,0,13,1,1,52
speaker,0.48,0,3,tangram_G.png,square top left,0,13,1,1,52
listener,0.45,0,3,tangram_G.png,sitting with knees up?,0,13,1,1,49
speaker,0.48,0,3,tangram_G.png,triangle on right,0,13,1,1,52
speaker,0.48,0,3,tangram_E.png,"bunny ears, sitting  feet to the right",1,13,1,1,52
speaker,0.51,0,3,tangram_L.png,with outh open,2,13,1,1,52
listener,0.48,0,3,tangram_L.png,arms in a praying position?,2,13,1,1,49
speaker,0.51,0,3,tangram_L.png,diaond head triangle off to the right,2,13,1,1,52
speaker,0.51,0,3,tangram_L.png,like duck head,2,13,1,1,52
speaker,0.51,0,3,tangram_L.png,yes,2,13,1,1,52
speaker,0.54,1,3,tangram_G.png,arms behind back ,4,13,1,1,49
speaker,0.57,1,3,tangram_F.png,sitting with knees bent (to the left),5,13,1,1,49
speaker,0.6,1,3,tangram_E.png,bunny ears,6,13,1,1,49
speaker,0.69,2,3,tangram_F.png,"sit, feet to left, plain head",8,13,1,1,52
speaker,0.54,0,3,tangram_F.png,"plain head, sitting feet to the left",3,13,1,1,52
speaker,0.63,1,3,tangram_L.png,arms praying (to the right),7,13,1,1,49
speaker,0.75,2,3,tangram_E.png,bunny ears,10,13,1,1,52
speaker,0.78,3,3,tangram_L.png,arms praying (to right),12,13,1,1,49
speaker,0.84,3,3,tangram_G.png,arms behind back,14,13,1,1,49
speaker,0.78,2,3,tangram_G.png,"funky head...ars behind back, feet left",11,13,1,1,52
speaker,0.81,3,3,tangram_E.png,bunny ears,13,13,1,1,49
speaker,0.72,2,3,tangram_L.png,praying,9,13,1,1,52
speaker,0.87,3,3,tangram_F.png,sitting knees bent (to the left),15,13,1,1,49
speaker,0.9,0,4,tangram_F.png,sitting knees bent (to the left),0,13,1,2,49
speaker,0.93,0,4,tangram_L.png,arms praying (to the right),1,13,1,2,49
speaker,0.96,0,4,tangram_G.png,arms behind back ,2,13,1,2,49
speaker,0.99,0,4,tangram_E.png,bunny ears,3,13,1,2,49
speaker,1.02,1,4,tangram_F.png,person sitting,4,13,1,2,51
speaker,1.05,1,4,tangram_L.png,praying hands,5,13,1,2,51
speaker,1.26,3,4,tangram_E.png,bunny ears,12,13,1,2,51
speaker,1.29,3,4,tangram_G.png,hands behind back,13,13,1,2,51
speaker,1.08,1,4,tangram_E.png,bunny ears,6,13,1,2,51
speaker,1.2,2,4,tangram_F.png,sitting knees bent ,10,13,1,2,49
speaker,1.11,1,4,tangram_G.png,hands behind back,7,13,1,2,51
speaker,1.14,2,4,tangram_E.png,bunny ears,8,13,1,2,49
speaker,1.17,2,4,tangram_G.png,arms behind back,9,13,1,2,49
speaker,1.23,2,4,tangram_L.png,praying,11,13,1,2,49
speaker,1.35,3,4,tangram_F.png,sitting,15,13,1,2,51
speaker,1.32,3,4,tangram_L.png,praying,14,13,1,2,51
speaker,0.93,0,5,tangram_G.png,"funky head, ars behing back, feet to the left",0,13,1,2,52
speaker,0.96,0,5,tangram_F.png,"sit, feet to left, plain head",1,13,1,2,52
speaker,0.99,0,5,tangram_E.png,bunny ears,2,13,1,2,52
speaker,1.02,0,5,tangram_L.png,"praying, ars to right",3,13,1,2,52
speaker,0.99,1,5,tangram_E.png,bunny ears head,4,13,1,2,50
speaker,1.02,1,5,tangram_L.png,praying hands,5,13,1,2,50
speaker,1.05,1,5,tangram_F.png,sitting down looking up left,6,13,1,2,50
speaker,1.08,1,5,tangram_G.png,arms behind back,7,13,1,2,50
speaker,1.26,2,5,tangram_L.png,praying ars to the right,11,13,1,2,52
speaker,1.17,2,5,tangram_F.png,"sit, feet left, plain head",8,13,1,2,52
speaker,1.2,2,5,tangram_G.png,"funky head, arms behind back",9,13,1,2,52
