bonus,roomid,trialnum,networkid,object_id,partnernum,stim_set_id,participantid,previously_interacted_with_neighbor_of_partner
0.64,2,9,26,target,1,1,103,FALSE
0.72,2,11,26,target,1,1,103,FALSE
0.68,2,10,26,target,1,1,103,FALSE
0.96,2,13,26,target,1,1,104,FALSE
0.92,2,12,26,target,1,1,104,FALSE
1,2,14,26,target,1,1,104,FALSE
1.04,2,15,26,target,1,1,104,FALSE
0.52,3,0,26,target,1,1,101,FALSE
0.56,3,1,26,target,1,1,101,FALSE
0.6,3,2,26,target,1,1,101,FALSE
0.64,3,3,26,target,1,1,101,FALSE
0.52,3,5,26,target,1,1,102,FALSE
0.56,3,6,26,target,1,1,102,FALSE
0.6,3,7,26,target,1,1,102,FALSE
0.52,3,4,26,distr2,1,1,102,FALSE
0.8,3,8,26,distr1,1,1,101,FALSE
0.8,3,9,26,target,1,1,101,FALSE
0.84,3,10,26,target,1,1,101,FALSE
0.88,3,11,26,target,1,1,101,FALSE
0.76,3,12,26,distr1,1,1,102,FALSE
0.76,3,13,26,target,1,1,102,FALSE
0.8,3,14,26,target,1,1,102,FALSE
0.84,3,15,26,target,1,1,102,FALSE
1.08,4,1,26,distr0,2,1,104,TRUE
1.08,4,0,26,distr0,2,1,104,TRUE
1.08,4,2,26,distr1,2,1,104,TRUE
1.08,4,3,26,target,2,1,104,TRUE
0.92,4,5,26,target,2,1,102,TRUE
0.92,4,4,26,distr0,2,1,102,TRUE
0.96,4,6,26,distr2,2,1,102,TRUE
0.96,4,7,26,distr2,2,1,102,TRUE
1.16,4,9,26,target,2,1,104,TRUE
1.16,4,8,26,distr1,2,1,104,TRUE
1.2,4,10,26,distr1,2,1,104,TRUE
1.2,4,11,26,distr1,2,1,104,TRUE
1,4,12,26,target,2,1,102,TRUE
1.04,4,13,26,target,2,1,102,TRUE
1.08,4,14,26,target,2,1,102,TRUE
1.12,4,15,26,target,2,1,102,TRUE
1.08,5,1,26,target,2,1,101,TRUE
1.12,5,2,26,target,2,1,101,TRUE
1.16,5,3,26,target,2,1,101,TRUE
1.04,5,0,26,target,2,1,101,TRUE
1.08,5,4,26,target,2,1,103,TRUE
1.12,5,5,26,target,2,1,103,TRUE
1.16,5,6,26,target,2,1,103,TRUE
1.2,5,7,26,target,2,1,103,TRUE
1.36,5,8,26,target,2,1,101,TRUE
1.4,5,9,26,target,2,1,101,TRUE
1.44,5,10,26,target,2,1,101,TRUE
1.4,5,12,26,target,2,1,103,TRUE
1.44,5,13,26,target,2,1,103,TRUE
1.48,5,11,26,target,2,1,101,TRUE
1.48,5,14,26,target,2,1,103,TRUE
1.52,5,15,26,target,2,1,103,TRUE
0.04,0,2,27,distr1,0,1,107,FALSE
0,0,0,27,target,0,1,107,FALSE
0.04,0,1,27,distr2,0,1,107,FALSE
0.04,0,3,27,target,0,1,107,FALSE
0.08,0,4,27,target,0,1,105,FALSE
0.12,0,5,27,target,0,1,105,FALSE
0.16,0,6,27,distr0,0,1,105,FALSE
0.16,0,7,27,target,0,1,105,FALSE
0.2,0,8,27,target,0,1,107,FALSE
0.24,0,9,27,target,0,1,107,FALSE
0.28,0,10,27,target,0,1,107,FALSE
0.32,0,11,27,distr2,0,1,107,FALSE
0.32,0,12,27,target,0,1,105,FALSE
0.36,0,13,27,target,0,1,105,FALSE
0.4,0,14,27,target,0,1,105,FALSE
0.44,0,15,27,target,0,1,105,FALSE
0,1,0,27,target,0,1,108,FALSE
0.04,1,1,27,distr2,0,1,108,FALSE
0.04,1,2,27,distr0,0,1,108,FALSE
0.04,1,3,27,target,0,1,108,FALSE
0.08,1,4,27,target,0,1,106,FALSE
0.12,1,5,27,distr1,0,1,106,FALSE
0.12,1,6,27,target,0,1,106,FALSE
0.16,1,7,27,target,0,1,106,FALSE
0.2,1,8,27,target,0,1,108,FALSE
0.24,1,9,27,target,0,1,108,FALSE
0.28,1,10,27,target,0,1,108,FALSE
0.32,1,11,27,target,0,1,108,FALSE
0.36,1,12,27,target,0,1,106,FALSE
0.4,1,13,27,target,0,1,106,FALSE
0.44,1,14,27,target,0,1,106,FALSE
0.48,1,15,27,target,0,1,106,FALSE
0.52,2,0,27,target,1,1,108,FALSE
0.6,2,3,27,distr1,1,1,108,FALSE
0.56,2,1,27,target,1,1,108,FALSE
0.6,2,2,27,distr2,1,1,108,FALSE
0.56,2,4,27,target,1,1,107,FALSE
0.6,2,5,27,target,1,1,107,FALSE
0.64,2,6,27,target,1,1,107,FALSE
0.68,2,7,27,target,1,1,107,FALSE
0.8,2,9,27,target,1,1,108,FALSE
0.76,2,8,27,target,1,1,108,FALSE
0.88,2,11,27,target,1,1,108,FALSE
0.84,2,10,27,target,1,1,108,FALSE
0.96,2,14,27,target,1,1,107,FALSE
1,2,15,27,target,1,1,107,FALSE
0.88,2,12,27,target,1,1,107,FALSE
0.92,2,13,27,target,1,1,107,FALSE
0.52,3,0,27,target,1,1,106,FALSE
0.56,3,1,27,target,1,1,106,FALSE
0.6,3,2,27,target,1,1,106,FALSE
0.64,3,3,27,target,1,1,106,FALSE
0.64,3,4,27,target,1,1,105,FALSE
0.88,3,9,27,target,1,1,106,FALSE
0.68,3,5,27,target,1,1,105,FALSE
0.72,3,6,27,target,1,1,105,FALSE
0.76,3,7,27,target,1,1,105,FALSE
0.84,3,8,27,target,1,1,106,FALSE
0.92,3,10,27,target,1,1,106,FALSE
0.96,3,11,27,target,1,1,106,FALSE
0.96,3,12,27,target,1,1,105,FALSE
1,3,13,27,target,1,1,105,FALSE
1.04,3,14,27,target,1,1,105,FALSE
1.08,3,15,27,target,1,1,105,FALSE
1.16,4,0,27,target,2,1,106,TRUE
1.2,4,1,27,target,2,1,106,TRUE
1.24,4,2,27,target,2,1,106,TRUE
1.28,4,3,27,target,2,1,106,TRUE
1.2,4,4,27,target,2,1,107,TRUE
1.28,4,6,27,target,2,1,107,TRUE
1.32,4,7,27,target,2,1,107,TRUE
1.24,4,5,27,target,2,1,107,TRUE
1.48,4,8,27,distr2,2,1,106,TRUE
1.48,4,9,27,target,2,1,106,TRUE
1.52,4,10,27,target,2,1,106,TRUE
1.56,4,11,27,target,2,1,106,TRUE
1.48,4,12,27,target,2,1,107,TRUE
1.52,4,13,27,target,2,1,107,TRUE
1.56,4,14,27,target,2,1,107,TRUE
1.6,4,15,27,target,2,1,107,TRUE
1.12,5,0,27,target,2,1,105,TRUE
1.16,5,1,27,distr2,2,1,105,TRUE
1.2,5,5,27,target,2,1,108,TRUE
1.16,5,2,27,target,2,1,105,TRUE
1.2,5,3,27,target,2,1,105,TRUE
1.2,5,4,27,distr2,2,1,108,TRUE
1.24,5,6,27,target,2,1,108,TRUE
1.28,5,7,27,target,2,1,108,TRUE
1.36,5,8,27,target,2,1,105,TRUE
1.4,5,9,27,target,2,1,105,TRUE
1.44,5,10,27,target,2,1,105,TRUE
1.48,5,11,27,target,2,1,105,TRUE
1.48,5,12,27,target,2,1,108,TRUE
1.56,5,14,27,target,2,1,108,TRUE
1.52,5,13,27,target,2,1,108,TRUE
1.6,5,15,27,target,2,1,108,TRUE
0.08,0,2,28,target,0,0,112,FALSE
0,0,0,28,target,0,0,112,FALSE
0.04,0,1,28,target,0,0,112,FALSE
0.12,0,3,28,target,0,0,112,FALSE
0.16,0,4,28,target,0,0,111,FALSE
0.2,0,5,28,target,0,0,111,FALSE
0.24,0,6,28,target,0,0,111,FALSE
0.28,0,7,28,target,0,0,111,FALSE
0.32,0,8,28,target,0,0,112,FALSE
0.44,0,11,28,target,0,0,112,FALSE
0.48,0,12,28,target,0,0,111,FALSE
0.36,0,9,28,target,0,0,112,FALSE
0.4,0,10,28,target,0,0,112,FALSE
0.52,0,13,28,target,0,0,111,FALSE
0.56,0,14,28,target,0,0,111,FALSE
0.6,0,15,28,target,0,0,111,FALSE
0,1,0,28,target,0,0,113,FALSE
0.04,1,1,28,target,0,0,113,FALSE
0.08,1,2,28,target,0,0,113,FALSE
0.16,1,4,28,target,0,0,110,FALSE
0.24,1,6,28,target,0,0,110,FALSE
0.12,1,3,28,target,0,0,113,FALSE
0.2,1,5,28,target,0,0,110,FALSE
0.28,1,7,28,target,0,0,110,FALSE
0.32,1,8,28,target,0,0,113,FALSE
0.4,1,10,28,target,0,0,113,FALSE
0.36,1,9,28,target,0,0,113,FALSE
0.44,1,11,28,target,0,0,113,FALSE
0.52,1,13,28,target,0,0,110,FALSE
0.48,1,12,28,target,0,0,110,FALSE
0.6,1,15,28,target,0,0,110,FALSE
0.56,1,14,28,target,0,0,110,FALSE
0.64,2,0,28,target,1,0,111,FALSE
0.68,2,1,28,distr1,1,0,111,FALSE
0.68,2,2,28,target,1,0,111,FALSE
0.72,2,3,28,target,1,0,111,FALSE
0.8,2,6,28,target,1,0,110,FALSE
0.76,2,4,28,target,1,0,110,FALSE
0.8,2,5,28,distr1,1,0,110,FALSE
0.84,2,7,28,target,1,0,110,FALSE
0.88,2,8,28,target,1,0,111,FALSE
0.92,2,9,28,target,1,0,111,FALSE
1,2,11,28,target,1,0,111,FALSE
1.16,2,15,28,target,1,0,110,FALSE
0.96,2,10,28,target,1,0,111,FALSE
1.04,2,12,28,target,1,0,110,FALSE
1.08,2,13,28,target,1,0,110,FALSE
1.12,2,14,28,target,1,0,110,FALSE
0.64,3,0,28,target,1,0,113,FALSE
0.68,3,1,28,target,1,0,113,FALSE
0.72,3,2,28,target,1,0,113,FALSE
0.76,3,3,28,target,1,0,113,FALSE
0.8,3,4,28,target,1,0,112,FALSE
0.88,3,6,28,target,1,0,112,FALSE
0.92,3,7,28,target,1,0,112,FALSE
0.84,3,5,28,target,1,0,112,FALSE
0.96,3,8,28,target,1,0,113,FALSE
1,3,9,28,target,1,0,113,FALSE
1.04,3,10,28,target,1,0,113,FALSE
1.08,3,11,28,target,1,0,113,FALSE
1.12,3,12,28,target,1,0,112,FALSE
1.2,3,14,28,target,1,0,112,FALSE
1.16,3,13,28,target,1,0,112,FALSE
1.24,3,15,28,target,1,0,112,FALSE
1.28,4,0,28,target,2,0,113,TRUE
1.32,4,1,28,target,2,0,113,TRUE
1.4,4,3,28,target,2,0,113,TRUE
1.4,4,5,28,target,2,0,111,TRUE
1.36,4,4,28,target,2,0,111,TRUE
1.36,4,2,28,target,2,0,113,TRUE
1.44,4,6,28,target,2,0,111,TRUE
1.48,4,7,28,target,2,0,111,TRUE
1.64,4,9,28,target,2,0,113,TRUE
1.68,4,10,28,target,2,0,113,TRUE
1.68,4,12,28,target,2,0,111,TRUE
1.6,4,8,28,target,2,0,113,TRUE
1.72,4,11,28,target,2,0,113,TRUE
1.72,4,13,28,target,2,0,111,TRUE
1.8,4,15,28,target,2,0,111,TRUE
1.76,4,14,28,target,2,0,111,TRUE
1.24,5,2,28,target,2,0,110,TRUE
1.28,5,3,28,target,2,0,110,TRUE
1.2,5,0,28,distr1,2,0,110,TRUE
1.2,5,1,28,target,2,0,110,TRUE
1.4,5,4,28,distr0,2,0,112,TRUE
1.44,5,8,28,target,2,0,110,TRUE
1.4,5,5,28,target,2,0,112,TRUE
1.44,5,6,28,target,2,0,112,TRUE
1.48,5,7,28,target,2,0,112,TRUE
1.48,5,9,28,target,2,0,110,TRUE
1.52,5,10,28,target,2,0,110,TRUE
1.56,5,11,28,target,2,0,110,TRUE
1.72,5,13,28,target,2,0,112,TRUE
1.68,5,12,28,target,2,0,112,TRUE
1.76,5,14,28,target,2,0,112,TRUE
1.8,5,15,28,target,2,0,112,TRUE
0,0,0,29,target,0,0,114,FALSE
0.04,0,1,29,target,0,0,114,FALSE
0.08,0,2,29,target,0,0,114,FALSE
0.12,0,3,29,target,0,0,114,FALSE
0.16,0,4,29,target,0,0,117,FALSE
0.2,0,5,29,distr1,0,0,117,FALSE
0.2,0,6,29,target,0,0,117,FALSE
0.24,0,7,29,target,0,0,117,FALSE
0.28,0,8,29,target,0,0,114,FALSE
0.32,0,9,29,target,0,0,114,FALSE
0.36,0,10,29,target,0,0,114,FALSE
0.48,0,13,29,target,0,0,117,FALSE
0.4,0,11,29,target,0,0,114,FALSE
0.44,0,12,29,target,0,0,117,FALSE
0.56,0,15,29,target,0,0,117,FALSE
0.52,0,14,29,target,0,0,117,FALSE
0,1,0,29,distr0,0,0,115,FALSE
0,1,2,29,distr0,0,0,115,FALSE
0,1,1,29,distr0,0,0,115,FALSE
0,1,3,29,distr2,0,0,115,FALSE
0.04,1,5,29,target,0,0,116,FALSE
0,1,4,29,target,0,0,116,FALSE
0.12,1,7,29,target,0,0,116,FALSE
0.08,1,6,29,target,0,0,116,FALSE
0.16,1,8,29,target,0,0,115,FALSE
0.2,1,9,29,distr1,0,0,115,FALSE
0.2,1,10,29,target,0,0,115,FALSE
0.24,1,11,29,target,0,0,115,FALSE
0.28,1,12,29,target,0,0,116,FALSE
0.32,1,13,29,target,0,0,116,FALSE
0.36,1,14,29,target,0,0,116,FALSE
0.4,1,15,29,target,0,0,116,FALSE
0.6,2,0,29,target,1,0,114,FALSE
0.64,2,1,29,target,1,0,114,FALSE
0.68,2,2,29,target,1,0,114,FALSE
0.72,2,3,29,target,1,0,114,FALSE
0.6,2,4,29,target,1,0,115,FALSE
0.72,2,7,29,target,1,0,115,FALSE
0.64,2,5,29,target,1,0,115,FALSE
0.68,2,6,29,target,1,0,115,FALSE
0.92,2,8,29,target,1,0,114,FALSE
0.96,2,9,29,target,1,0,114,FALSE
1,2,10,29,target,1,0,114,FALSE
1.04,2,11,29,target,1,0,114,FALSE
0.92,2,12,29,target,1,0,115,FALSE
0.96,2,13,29,target,1,0,115,FALSE
1,2,14,29,target,1,0,115,FALSE
1.04,2,15,29,target,1,0,115,FALSE
0.6,3,0,29,distr0,1,0,117,FALSE
0.64,3,2,29,target,1,0,117,FALSE
0.6,3,1,29,target,1,0,117,FALSE
0.6,3,5,29,target,1,0,116,FALSE
0.68,3,7,29,target,1,0,116,FALSE
0.68,3,3,29,target,1,0,117,FALSE
0.56,3,4,29,target,1,0,116,FALSE
0.64,3,6,29,target,1,0,116,FALSE
0.88,3,8,29,target,1,0,117,FALSE
1,3,11,29,target,1,0,117,FALSE
0.92,3,9,29,target,1,0,117,FALSE
0.96,3,10,29,target,1,0,117,FALSE
0.88,3,12,29,target,1,0,116,FALSE
0.92,3,13,29,target,1,0,116,FALSE
0.96,3,14,29,target,1,0,116,FALSE
1,3,15,29,target,1,0,116,FALSE
1.12,4,2,29,target,2,0,116,TRUE
1.16,4,3,29,target,2,0,116,TRUE
1.04,4,0,29,target,2,0,116,TRUE
1.4,4,4,29,target,2,0,114,TRUE
1.44,4,5,29,target,2,0,114,TRUE
1.08,4,1,29,target,2,0,116,TRUE
1.48,4,6,29,target,2,0,114,TRUE
1.36,4,8,29,target,2,0,116,TRUE
1.4,4,9,29,target,2,0,116,TRUE
1.52,4,7,29,target,2,0,114,TRUE
1.72,4,12,29,target,2,0,114,TRUE
1.44,4,10,29,target,2,0,116,TRUE
1.48,4,11,29,target,2,0,116,TRUE
1.76,4,13,29,target,2,0,114,TRUE
1.8,4,14,29,target,2,0,114,TRUE
1.84,4,15,29,target,2,0,114,TRUE
1.2,5,0,29,target,2,0,117,TRUE
1.24,5,1,29,target,2,0,117,TRUE
1.28,5,2,29,target,2,0,117,TRUE
1.28,5,5,29,target,2,0,115,TRUE
1.32,5,3,29,target,2,0,117,TRUE
1.24,5,4,29,target,2,0,115,TRUE
1.36,5,7,29,target,2,0,115,TRUE
1.56,5,9,29,target,2,0,117,TRUE
1.6,5,10,29,target,2,0,117,TRUE
1.32,5,6,29,target,2,0,115,TRUE
1.64,5,11,29,target,2,0,117,TRUE
1.6,5,13,29,target,2,0,115,TRUE
1.52,5,8,29,target,2,0,117,TRUE
1.56,5,12,29,target,2,0,115,TRUE
1.64,5,14,29,target,2,0,115,TRUE
1.68,5,15,29,target,2,0,115,TRUE
0,0,0,30,distr2,0,1,120,FALSE
0,0,1,30,distr2,0,1,120,FALSE
0,0,2,30,target,0,1,120,FALSE
0.04,0,3,30,target,0,1,120,FALSE
0.08,0,4,30,distr2,0,1,121,FALSE
0.08,0,5,30,target,0,1,121,FALSE
0.12,0,6,30,target,0,1,121,FALSE
0.16,0,7,30,distr2,0,1,121,FALSE
0.2,0,9,30,target,0,1,120,FALSE
0.16,0,8,30,target,0,1,120,FALSE
0.24,0,10,30,target,0,1,120,FALSE
0.28,0,11,30,distr2,0,1,120,FALSE
0.28,0,12,30,target,0,1,121,FALSE
0.32,0,13,30,target,0,1,121,FALSE
0.36,0,14,30,target,0,1,121,FALSE
0.4,0,15,30,target,0,1,121,FALSE
0,1,0,30,target,0,1,119,FALSE
0.08,1,2,30,target,0,1,119,FALSE
0.04,1,1,30,target,0,1,119,FALSE
0.12,1,3,30,target,0,1,119,FALSE
0.2,1,5,30,target,0,1,118,FALSE
0.16,1,4,30,target,0,1,118,FALSE
0.32,1,8,30,target,0,1,119,FALSE
0.28,1,7,30,target,0,1,118,FALSE
0.24,1,6,30,target,0,1,118,FALSE
0.48,1,12,30,target,0,1,118,FALSE
0.36,1,9,30,target,0,1,119,FALSE
0.44,1,11,30,target,0,1,119,FALSE
0.4,1,10,30,target,0,1,119,FALSE
0.52,1,13,30,target,0,1,118,FALSE
0.56,1,14,30,target,0,1,118,FALSE
0.6,1,15,30,target,0,1,118,FALSE
0.64,2,0,30,target,1,1,119,FALSE
0.68,2,1,30,target,1,1,119,FALSE
0.72,2,2,30,target,1,1,119,FALSE
0.76,2,3,30,target,1,1,119,FALSE
0.6,2,4,30,target,1,1,120,FALSE
0.64,2,5,30,target,1,1,120,FALSE
0.68,2,6,30,target,1,1,120,FALSE
0.72,2,7,30,target,1,1,120,FALSE
0.96,2,8,30,target,1,1,119,FALSE
1.08,2,11,30,target,1,1,119,FALSE
0.96,2,13,30,target,1,1,120,FALSE
1,2,9,30,target,1,1,119,FALSE
1.04,2,10,30,target,1,1,119,FALSE
0.92,2,12,30,target,1,1,120,FALSE
1,2,14,30,target,1,1,120,FALSE
1.04,2,15,30,target,1,1,120,FALSE
0.44,3,1,30,target,1,1,121,FALSE
0.48,3,3,30,target,1,1,121,FALSE
0.44,3,0,30,distr1,1,1,121,FALSE
0.48,3,2,30,distr0,1,1,121,FALSE
0.76,3,6,30,target,1,1,118,FALSE
0.64,3,8,30,target,1,1,121,FALSE
0.76,3,5,30,distr0,1,1,118,FALSE
0.72,3,4,30,target,1,1,118,FALSE
0.8,3,7,30,target,1,1,118,FALSE
0.68,3,9,30,target,1,1,121,FALSE
0.72,3,10,30,target,1,1,121,FALSE
0.76,3,11,30,target,1,1,121,FALSE
1,3,12,30,target,1,1,118,FALSE
1.04,3,13,30,target,1,1,118,FALSE
1.08,3,14,30,target,1,1,118,FALSE
1.12,3,15,30,target,1,1,118,FALSE
1.08,4,0,30,target,2,1,120,TRUE
1.12,4,1,30,target,2,1,120,TRUE
1.16,4,2,30,distr1,2,1,120,TRUE
1.16,4,3,30,target,2,1,120,TRUE
1.36,4,6,30,target,2,1,118,TRUE
1.28,4,4,30,target,2,1,118,TRUE
1.4,4,7,30,target,2,1,118,TRUE
1.32,4,5,30,target,2,1,118,TRUE
1.64,4,13,30,target,2,1,118,TRUE
1.68,4,14,30,target,2,1,118,TRUE
1.44,4,10,30,target,2,1,120,TRUE
1.6,4,12,30,target,2,1,118,TRUE
1.36,4,8,30,target,2,1,120,TRUE
1.4,4,9,30,target,2,1,120,TRUE
1.48,4,11,30,target,2,1,120,TRUE
1.72,4,15,30,target,2,1,118,TRUE
1.28,5,0,30,target,2,1,119,TRUE
1.4,5,3,30,target,2,1,119,TRUE
1.12,5,4,30,target,2,1,121,TRUE
1.72,5,11,30,target,2,1,119,TRUE
1.32,5,1,30,target,2,1,119,TRUE
1.2,5,6,30,target,2,1,121,TRUE
1.6,5,8,30,target,2,1,119,TRUE
1.64,5,9,30,target,2,1,119,TRUE
1.68,5,10,30,target,2,1,119,TRUE
1.36,5,2,30,target,2,1,119,TRUE
1.16,5,5,30,target,2,1,121,TRUE
1.24,5,7,30,target,2,1,121,TRUE
1.52,5,14,30,target,2,1,121,TRUE
1.44,5,12,30,target,2,1,121,TRUE
1.48,5,13,30,target,2,1,121,TRUE
1.56,5,15,30,target,2,1,121,TRUE
0,0,0,31,target,0,2,122,FALSE
0.04,0,1,31,target,0,2,122,FALSE
0.08,0,2,31,target,0,2,122,FALSE
0.12,0,3,31,target,0,2,122,FALSE
0.16,0,4,31,target,0,2,123,FALSE
0.2,0,5,31,distr0,0,2,123,FALSE
0.2,0,6,31,distr2,0,2,123,FALSE
0.24,0,8,31,target,0,2,122,FALSE
0.2,0,7,31,target,0,2,123,FALSE
0.28,0,9,31,target,0,2,122,FALSE
0.32,0,10,31,target,0,2,122,FALSE
0.36,0,11,31,target,0,2,122,FALSE
0,1,0,31,target,0,2,125,FALSE
0.08,1,2,31,distr2,0,2,125,FALSE
0.12,1,4,31,target,0,2,124,FALSE
0.08,1,3,31,target,0,2,125,FALSE
0.04,1,1,31,target,0,2,125,FALSE
0.16,1,5,31,target,0,2,124,FALSE
0.2,1,6,31,distr0,0,2,124,FALSE
0.2,1,7,31,target,0,2,124,FALSE
0.32,1,10,31,target,0,2,125,FALSE
0.28,1,9,31,target,0,2,125,FALSE
0.4,1,12,31,target,0,2,124,FALSE
0.24,1,8,31,target,0,2,125,FALSE
0.36,1,11,31,target,0,2,125,FALSE
0.44,1,13,31,distr0,0,2,124,FALSE
0.44,1,14,31,target,0,2,124,FALSE
0.48,1,15,31,target,0,2,124,FALSE
